"Bird.Count" "Lat" "Lon" "month" "year"
"689" 0 25.822 -81.2044666666667 6 1992
"692" 0 25.8130166666667 -81.2044166666667 6 1992
"724" 0 25.73205 -80.9284333333333 5 1992
"730" 0 25.72315 -80.9383666666667 5 1992
"737" 0 25.7140833333333 -80.93835 5 1992
"744" 0 25.7051333333333 -80.9284 5 1992
"789" 0 25.6600333333333 -80.96805 6 1992
"855" 0 25.5889 -80.8592333333333 5 1992
"862" 0 25.57085 -80.8692 5 1992
"866" 0 25.5619 -80.8691833333333 5 1992
"870" 0 25.5529 -80.8691666666667 5 1992
"888" 0 25.5438333333333 -80.8692333333333 6 1992
"938" 0 25.6599833333333 -80.8688833333333 5 1992
"947" 0 25.642 -80.8589 5 1992
"948" 0 25.642 -80.849 5 1992
"999" 0 25.6780166666667 -81.0865166666667 5 1993
"1000" 0 25.6781333333333 -81.0665833333333 5 1993
"1001" 0 25.6781666666667 -81.0568166666667 5 1993
"1022" 0 25.6777666666667 -81.0764 5 1993
"1071" 0 25.5979833333333 -80.9083 5 1993
"1080" 2 25.5889166666667 -80.9182666666667 5 1993
"1083" 0 25.5889333333333 -80.8885 5 1993
"1111" 0 25.5619 -80.9081666666667 5 1993
"1112" 0 25.5619166666667 -80.8982333333333 5 1993
"1113" 0 25.56195 -80.8884166666667 5 1993
"1114" 0 25.5619166666667 -80.8786 5 1993
"1115" 0 25.55285 -80.9678166666667 5 1993
"1126" 0 25.5438 -80.9678 5 1993
"1144" 0 25.5347666666667 -80.8981833333333 5 1993
"1156" 0 25.52585 -80.8883833333333 5 1993
"1337" 0 25.5889 -80.8691833333333 5 1993
"1338" 0 25.5889 -80.8592333333333 5 1993
"1341" 0 25.5799166666667 -80.8691833333333 5 1993
"1342" 0 25.5799166666667 -80.8592333333333 5 1993
"1349" 0 25.5619 -80.8691833333333 5 1993
"1350" 0 25.5619 -80.8592666666667 5 1993
"1390" 1 25.6690166666667 -80.8589666666667 5 1993
"1393" 0 25.6599833333333 -80.8688833333333 5 1993
"1398" 0 25.6509333333333 -80.85895 5 1993
"1402" 0 25.642 -80.8589 5 1993
"1505" 0 25.68705 -81.1249833333333 5 1995
"1506" 1 25.6871333333333 -81.0865666666667 5 1995
"1510" 0 25.6781333333333 -81.0665833333333 5 1995
"1512" 0 25.66905 -81.0864833333333 5 1995
"1515" 0 25.66005 -81.0764833333333 5 1995
"1517" 0 25.6421166666667 -81.0664833333333 5 1995
"1519" 0 25.6421333333333 -81.0466166666667 5 1995
"1520" 0 25.6332333333333 -81.04655 5 1995
"1558" 0 25.5980166666667 -80.8983666666667 5 1995
"1568" 0 25.5799333333333 -80.9380833333333 5 1995
"1569" 0 25.5799666666667 -80.9281833333333 5 1995
"1570" 0 25.5799833333333 -80.9182166666667 5 1995
"1573" 0 25.58 -80.88845 5 1995
"1576" 0 25.5709 -80.9480166666667 5 1995
"1577" 0 25.5709 -80.9380166666667 5 1995
"1580" 1 25.5709166666667 -80.9081666666667 5 1995
"1583" 0 25.5708666666667 -80.8786166666667 5 1995
"1585" 0 25.5618833333333 -80.94795 5 1995
"1586" 0 25.5619 -80.93795 5 1995
"1590" 0 25.5619166666667 -80.8982333333333 5 1995
"1591" 0 25.56195 -80.8884166666667 5 1995
"1594" 0 25.5528833333333 -80.9479333333333 5 1995
"1595" 0 25.5529 -80.9379333333333 5 1995
"1598" 0 25.5528833333333 -80.9081333333333 5 1995
"1599" 0 25.5529 -80.8982166666667 5 1995
"1602" 0 25.54385 -80.9478833333333 5 1995
"1603" 0 25.54385 -80.9379333333333 5 1995
"1610" 0 25.5347333333333 -80.95785 5 1995
"1611" 0 25.53475 -80.94785 5 1995
"1620" 0 25.5258 -80.9477833333333 5 1995
"1629" 0 25.51685 -80.94775 5 1995
"1630" 0 25.5168833333333 -80.9378333333333 5 1995
"1641" 0 25.62505 -81.0270666666667 5 1995
"1642" 0 25.6158833333333 -81.0371833333333 5 1995
"1645" 0 25.7410833333333 -80.8786166666667 5 1995
"1648" 0 25.73205 -80.8786 5 1995
"1652" 0 25.7231 -80.8786166666667 5 1995
"1655" 0 25.71405 -80.8786333333333 5 1995
"1656" 0 25.7051333333333 -80.9284 5 1995
"1658" 0 25.70515 -80.9085 5 1995
"1661" 2 25.70515 -80.8786 5 1995
"1666" 0 25.6960333333333 -80.8786 5 1995
"1670" 0 25.6871833333333 -80.9084666666667 5 1995
"1673" 0 25.6872 -80.87855 5 1995
"1677" 0 25.6781833333333 -80.9084333333333 5 1995
"1681" 0 25.6690666666667 -80.9482333333333 5 1995
"1682" 0 25.6690833333333 -80.93825 5 1995
"1685" 0 25.6691 -80.9084 5 1995
"1689" 0 25.66005 -80.9481833333333 5 1995
"1698" 0 25.6510166666667 -80.9381833333333 5 1995
"1701" 0 25.6510333333333 -80.90835 5 1995
"1754" 0 25.741 -80.86905 5 1995
"1777" 0 25.69605 -80.8391666666667 5 1995
"1781" 0 25.6871 -80.8391666666667 5 1995
"1793" 0 25.6600333333333 -80.8391333333333 5 1995
"1802" 0 25.6330333333333 -80.8688166666667 5 1995
"1840" 0 25.5529 -80.8884 5 1996
"1844" 0 25.5438833333333 -80.8884333333333 5 1996
"1865" 0 25.70515 -80.8886166666667 5 1996
"1866" 0 25.70515 -80.8786 5 1996
"1868" 0 25.69605 -80.8885833333333 5 1996
"1869" 2 25.6960333333333 -80.8786 5 1996
"1871" 0 25.6872 -80.8885666666667 5 1996
"1881" 0 25.6601 -80.87855 5 1996
"1884" 0 25.642 -80.91835 5 1996
"1885" 0 25.6420666666667 -80.8886 5 1996
"1887" 0 25.6331333333333 -80.9182833333333 5 1996
"1891" 0 25.62495 -80.8592166666667 5 1996
"1893" 0 25.6249666666667 -80.8393166666667 5 1996
"1894" 0 25.6158333333333 -80.8692 5 1996
"1895" 0 25.6158666666667 -80.8592333333333 5 1996
"1920" 0 25.5529 -80.8691666666667 5 1996
"1924" 0 25.741 -80.86905 4 1996
"1925" 0 25.741 -80.8591333333333 4 1996
"1926" 0 25.7410333333333 -80.8492166666667 4 1996
"1929" 0 25.7319666666667 -80.8591166666667 4 1996
"1930" 0 25.7319666666667 -80.8491833333333 4 1996
"1931" 0 25.7319833333333 -80.8392666666667 4 1996
"1933" 0 25.7230333333333 -80.8591166666667 4 1996
"1934" 0 25.7139166666667 -80.869 5 1996
"1935" 0 25.7139333333333 -80.8591 5 1996
"1938" 2 25.7049833333333 -80.86895 5 1996
"1939" 3 25.7050166666667 -80.8590333333333 5 1996
"1953" 3 25.67805 -80.8391333333333 5 1996
"1959" 0 25.6600166666667 -80.85895 5 1996
"1970" 0 25.6330333333333 -80.8589 5 1996
"2017" 0 25.5889333333333 -80.89835 4 1997
"2022" 0 25.5709 -80.9281166666667 5 1997
"2025" 2 25.5709333333333 -80.89825 4 1997
"2033" 0 25.5528833333333 -80.9081333333333 5 1997
"2035" 0 25.54385 -80.9280666666667 5 1997
"2066" 0 25.7410833333333 -80.8786166666667 5 1997
"2071" 0 25.72315 -80.9383666666667 5 1997
"2086" 2 25.70515 -80.8786 5 1997
"2098" 0 25.6872 -80.87855 5 1997
"2128" 0 25.6510833333333 -80.8885666666667 5 1997
"2156" 0 25.8842333333333 -81.30285 5 1997
"2158" 0 25.62495 -80.8592166666667 4 1997
"2165" 0 25.6069166666667 -80.8692333333333 4 1997
"2195" 0 25.7410333333333 -80.8492166666667 4 1997
"2197" 0 25.7319666666667 -80.8690666666667 4 1997
"2199" 0 25.7319666666667 -80.8491833333333 4 1997
"2205" 0 25.7139166666667 -80.869 4 1997
"2206" 0 25.7139333333333 -80.8591 4 1997
"2207" 0 25.7139666666667 -80.84915 4 1997
"2208" 0 25.7139833333333 -80.8392166666667 4 1997
"2209" 2 25.7049833333333 -80.86895 4 1997
"2210" 2 25.7050166666667 -80.8590333333333 4 1997
"2211" 0 25.7050166666667 -80.8491333333333 4 1997
"2217" 3 25.68705 -80.8689 4 1997
"2218" 0 25.6870666666667 -80.8589666666667 4 1997
"2221" 0 25.6779833333333 -80.8688833333333 4 1997
"2223" 0 25.6780333333333 -80.84905 4 1997
"2224" 0 25.67805 -80.8391333333333 4 1997
"2227" 0 25.6689833333333 -80.84905 4 1997
"2229" 0 25.6599833333333 -80.8688833333333 4 1997
"2230" 0 25.6600166666667 -80.85895 4 1997
"2236" 0 25.651 -80.8391333333333 4 1997
"2241" 0 25.6330333333333 -80.8688166666667 4 1997
"2261" 0 25.6251 -80.8985 5 1998
"2455" 0 25.6158333333333 -80.8692 5 1998
"2459" 0 25.6069166666667 -80.8692333333333 5 1998
"2466" 0 25.5889 -80.8691833333333 5 1998
"2487" 0 25.741 -80.8591333333333 5 1998
"2488" 0 25.7410333333333 -80.8492166666667 5 1998
"2499" 0 25.7139333333333 -80.8591 5 1998
"2500" 0 25.7139666666667 -80.84915 5 1998
"2509" 0 25.69605 -80.8391666666667 5 1998
"2521" 0 25.6690333333333 -80.83915 5 1998
"2523" 0 25.6600166666667 -80.85895 5 1998
"2530" 1 25.642 -80.8688333333333 5 1998
"2561" 0 25.66915 -81.0567833333333 5 1999
"2605" 0 25.5979333333333 -80.8787166666667 5 1999
"2613" 0 25.5889333333333 -80.8885 5 1999
"2618" 0 25.5799666666667 -80.9281833333333 5 1999
"2622" 0 25.58 -80.88845 5 1999
"2772" 0 25.6420666666667 -80.8786166666667 5 1999
"2778" 0 25.6331333333333 -80.9182833333333 5 1999
"2815" 0 25.741 -80.86905 4 1999
"2829" 0 25.7139666666667 -80.84915 4 1999
"2831" 1 25.7049833333333 -80.86895 4 1999
"2843" 0 25.6779833333333 -80.8688833333333 4 1999
"2894" 0 25.6691166666667 -81.06655 5 2000
"2897" 1 25.6510833333333 -81.0567166666667 5 2000
"2961" 0 25.5709 -80.9380166666667 4 2000
"3186" 0 25.6779833333333 -80.8688833333333 4 2000
"3198" 0 25.6509333333333 -80.86885 4 2000
"3241" 0 25.6069666666667 -80.9083666666667 5 2001
"3314" 0 25.6871833333333 -80.8984833333333 5 2001
"3319" 0 25.6781833333333 -80.9084333333333 5 2001
"3329" 0 25.6691166666667 -80.8885666666667 5 2001
"3336" 0 25.6601 -80.87855 5 2001
"3356" 0 25.6420666666667 -80.8786166666667 5 2001
"3363" 0 25.6331333333333 -80.8886166666667 5 2001
"3434" 0 25.6509333333333 -80.86885 4 2001
"3454" 0 25.6159333333333 -80.9283166666667 5 2002
"3491" 0 25.5709 -80.8884166666667 5 2002
"3546" 0 25.6782166666667 -80.8785666666667 4 2002
"3653" 0 25.6330333333333 -80.8391 4 2002
"3683" 0 25.6250833333333 -80.9084166666667 5 2003
"3695" 0 25.6069666666667 -80.9083666666667 5 2003
"3782" 0 25.6510333333333 -80.9183 5 2003
"3792" 0 25.6331333333333 -80.9182833333333 5 2003
"3802" 0 25.6069333333333 -80.8592333333333 5 2003
"3865" 0 25.6780333333333 -80.8197833333333 4 2003
"3897" 0 25.5980166666667 -80.8983666666667 4 2004
"3915" 0 25.5709 -80.8884166666667 4 2004
"4012" 0 25.7050166666667 -80.8590333333333 4 2004
"4022" 0 25.6871 -80.8391666666667 4 2004
"4029" 0 25.6689833333333 -80.84905 4 2004
"4071" 0 25.3918166666667 -80.72755 4 1981
"4075" 0 25.38305 -80.7177666666667 4 1981
"4076" 0 25.3748 -80.8266 4 1981
"4080" 0 25.3749333333333 -80.78685 4 1981
"4081" 0 25.37495 -80.77705 4 1981
"4082" 0 25.37495 -80.7671666666667 4 1981
"4097" 1 25.3570166666667 -80.7768833333333 4 1981
"4099" 1 25.3569833333333 -80.7572 4 1981
"4101" 0 25.3480333333333 -80.8164833333333 4 1981
"4105" 3 25.3480333333333 -80.7768333333333 4 1981
"4106" 1 25.3480333333333 -80.7669 4 1981
"4108" 0 25.3389666666667 -80.8262333333333 4 1981
"4109" 1 25.339 -80.8163666666667 4 1981
"4110" 1 25.339 -80.8064 4 1981
"4111" 1 25.3390166666667 -80.79655 4 1981
"4116" 0 25.33005 -80.8261 4 1981
"4117" 1 25.3300666666667 -80.8162833333333 4 1981
"4118" 1 25.3300833333333 -80.8063 4 1981
"4132" 0 25.3120333333333 -80.8161 4 1981
"4134" 0 25.312 -80.7962666666667 4 1981
"4137" 3 25.3120166666667 -80.7665666666667 4 1981
"4139" 0 25.3030166666667 -80.8060166666667 4 1981
"4147" 0 25.2939833333333 -80.7763333333333 4 1981
"4148" 0 25.2939833333333 -80.7664333333333 4 1981
"4162" 0 25.4100833333333 -80.7867166666667 4 1981
"4165" 0 25.4011166666667 -80.80675 4 1981
"4166" 0 25.4011166666667 -80.79685 4 1981
"4167" 0 25.4011 -80.7868166666667 4 1981
"4168" 0 25.4010833333333 -80.7770666666667 4 1981
"4173" 0 25.3920166666667 -80.7969333333333 4 1981
"4175" 0 25.392 -80.7574333333333 4 1981
"4177" 0 25.3831 -80.8169166666667 4 1981
"4179" 3 25.3831 -80.7970333333333 4 1981
"4180" 1 25.3830666666667 -80.78705 4 1981
"4181" 0 25.3830333333333 -80.7773333333333 4 1981
"4182" 3 25.3748666666667 -80.7473666666667 4 1981
"4186" 0 25.3748833333333 -80.7076666666667 4 1981
"4189" 0 25.36595 -80.7374 4 1981
"4190" 1 25.36595 -80.7273833333333 4 1981
"4191" 0 25.3659833333333 -80.7175166666667 4 1981
"4196" 2 25.35695 -80.7473333333333 4 1981
"4202" 0 25.3570333333333 -80.6878166666667 4 1981
"4203" 0 25.3570666666667 -80.6779333333333 4 1981
"4204" 0 25.35705 -80.668 4 1981
"4209" 2 25.3479 -80.7473166666667 4 1981
"4210" 3 25.3479166666667 -80.7374 4 1981
"4213" 0 25.3480166666667 -80.6878166666667 4 1981
"4214" 0 25.34805 -80.67795 4 1981
"4215" 0 25.34805 -80.6679833333333 4 1981
"4216" 0 25.34805 -80.6582166666667 4 1981
"4218" 0 25.34805 -80.6382833333333 4 1981
"4219" 0 25.3480166666667 -80.62845 4 1981
"4235" 1 25.3209833333333 -80.7175166666667 4 1981
"4236" 2 25.321 -80.70765 4 1981
"4237" 3 25.3119833333333 -80.7472666666667 4 1981
"4238" 2 25.3119833333333 -80.7373666666667 4 1981
"4239" 3 25.3119833333333 -80.7273833333333 4 1981
"4240" 2 25.3119833333333 -80.7175 4 1981
"4243" 2 25.3029333333333 -80.7373666666667 4 1981
"4244" 2 25.3029166666667 -80.72745 4 1981
"4251" 0 25.2939833333333 -80.7076666666667 4 1981
"4254" 0 25.3917333333333 -80.7475 4 1992
"4255" 0 25.3917666666667 -80.7375833333333 4 1992
"4257" 0 25.3830333333333 -80.7474833333333 4 1992
"4258" 0 25.3830333333333 -80.73755 4 1992
"4259" 0 25.3830333333333 -80.7275666666667 4 1992
"4260" 0 25.38305 -80.7177666666667 4 1992
"4268" 0 25.375 -80.7572 4 1992
"4274" 0 25.3659833333333 -80.7769666666667 4 1992
"4275" 0 25.366 -80.7670666666667 4 1992
"4276" 0 25.3659833333333 -80.7572 4 1992
"4284" 4 25.3569833333333 -80.7572 4 1992
"4286" 0 25.3480333333333 -80.8164833333333 5 1992
"4289" 4 25.3480333333333 -80.78665 5 1992
"4295" 0 25.339 -80.8064 5 1992
"4296" 1 25.3390166666667 -80.79655 5 1992
"4300" 3 25.3390333333333 -80.7571666666667 4 1992
"4304" 3 25.3300833333333 -80.79645 5 1992
"4305" 1 25.3300833333333 -80.7864666666667 4 1992
"4306" 1 25.3301 -80.7766333333333 4 1992
"4313" 2 25.3209666666667 -80.78635 4 1992
"4314" 5 25.3209833333333 -80.7765333333333 4 1992
"4315" 2 25.321 -80.76665 4 1992
"4316" 4 25.3209333333333 -80.75725 4 1992
"4321" 2 25.312 -80.77645 4 1992
"4328" 3 25.3030166666667 -80.7664833333333 4 1992
"4331" 1 25.294 -80.78615 4 1992
"4333" 1 25.2939833333333 -80.7664333333333 4 1992
"4334" 1 25.294 -80.7572166666667 4 1992
"4335" 2 25.285 -80.75695 4 1992
"4336" 3 25.285 -80.7664 4 1992
"4365" 0 25.392 -80.7574333333333 5 1992
"4369" 0 25.3831 -80.7970333333333 5 1992
"4370" 0 25.3830666666667 -80.78705 5 1992
"4372" 0 25.3748666666667 -80.7473666666667 4 1992
"4373" 0 25.3748166666667 -80.7374333333333 4 1992
"4374" 0 25.3747333333333 -80.7274 4 1992
"4375" 0 25.37495 -80.7175333333333 4 1992
"4376" 0 25.3748833333333 -80.7076666666667 4 1992
"4378" 4 25.36595 -80.74735 4 1992
"4379" 1 25.36595 -80.7374 4 1992
"4380" 0 25.36595 -80.7273833333333 4 1992
"4381" 0 25.3659833333333 -80.7175166666667 4 1992
"4382" 0 25.3659833333333 -80.70765 4 1992
"4387" 2 25.3569666666667 -80.7374 4 1992
"4388" 0 25.35695 -80.7273833333333 4 1992
"4390" 0 25.3569833333333 -80.7076833333333 4 1992
"4391" 0 25.3570166666667 -80.6976833333333 4 1992
"4393" 0 25.3570666666667 -80.6779333333333 4 1992
"4394" 0 25.35705 -80.668 4 1992
"4395" 0 25.35705 -80.6582 4 1992
"4396" 0 25.3570333333333 -80.6481833333333 4 1992
"4397" 0 25.3570333333333 -80.6383 4 1992
"4398" 0 25.357 -80.6284666666667 4 1992
"4399" 4 25.3479 -80.7473166666667 4 1992
"4400" 4 25.3479166666667 -80.7374 4 1992
"4401" 4 25.3479333333333 -80.7274 4 1992
"4403" 0 25.3480166666667 -80.6878166666667 4 1992
"4404" 0 25.34805 -80.67795 4 1992
"4405" 0 25.34805 -80.6679833333333 4 1992
"4406" 0 25.34805 -80.6582166666667 4 1992
"4407" 0 25.34805 -80.6481833333333 4 1992
"4408" 0 25.34805 -80.6382833333333 4 1992
"4414" 0 25.3391166666667 -80.6582 4 1992
"4417" 5 25.3300166666667 -80.7473166666667 4 1992
"4419" 2 25.3300333333333 -80.7274 4 1992
"4420" 3 25.33005 -80.7175333333333 4 1992
"4421" 4 25.33005 -80.7076666666667 4 1992
"4422" 3 25.3209166666667 -80.7472833333333 4 1992
"4423" 2 25.32095 -80.7374 4 1992
"4425" 0 25.3209833333333 -80.7175166666667 4 1992
"4427" 4 25.3119833333333 -80.7472666666667 4 1992
"4428" 1 25.3119833333333 -80.7373666666667 4 1992
"4429" 0 25.3119833333333 -80.7273833333333 4 1992
"4430" 0 25.3119833333333 -80.7175 4 1992
"4432" 0 25.3029333333333 -80.7472666666667 4 1992
"4433" 3 25.3029333333333 -80.7373666666667 4 1992
"4436" 4 25.3029166666667 -80.7076833333333 4 1992
"4437" 4 25.2939833333333 -80.74725 4 1992
"4438" 3 25.294 -80.7373666666667 4 1992
"4439" 4 25.294 -80.7273833333333 4 1992
"4440" 3 25.2940166666667 -80.71745 4 1992
"4442" 4 25.2851333333333 -80.74725 4 1992
"4443" 4 25.2851333333333 -80.7373666666667 4 1992
"4444" 2 25.285 -80.7272166666667 4 1992
"4445" 3 25.285 -80.7172333333333 4 1992
"4446" 0 25.27605 -80.7172333333333 4 1992
"4450" 1 25.2851666666667 -80.70755 4 1992
"4453" 0 25.3749333333333 -80.7968833333333 4 1993
"4457" 0 25.375 -80.7572 4 1993
"4459" 1 25.36595 -80.80665 4 1993
"4460" 0 25.3659833333333 -80.7968 4 1993
"4462" 0 25.3659833333333 -80.7769666666667 4 1993
"4465" 0 25.357 -80.8165666666667 4 1993
"4469" 0 25.3570166666667 -80.7768833333333 4 1993
"4470" 3 25.357 -80.7669833333333 4 1993
"4472" 1 25.3480333333333 -80.8164833333333 4 1993
"4474" 2 25.3480333333333 -80.79665 4 1993
"4475" 5 25.3480333333333 -80.78665 4 1993
"4476" 1 25.3480333333333 -80.7768333333333 4 1993
"4477" 1 25.3480333333333 -80.7669 4 1993
"4479" 0 25.339 -80.8163666666667 4 1993
"4481" 0 25.3390166666667 -80.79655 4 1993
"4482" 0 25.3390166666667 -80.7865333333333 4 1993
"4484" 6 25.3390333333333 -80.76685 4 1993
"4485" 4 25.3390333333333 -80.7571666666667 4 1993
"4486" 0 25.3300666666667 -80.8162833333333 4 1993
"4487" 2 25.3300833333333 -80.8063 4 1993
"4488" 2 25.3300833333333 -80.79645 4 1993
"4489" 4 25.3300833333333 -80.7864666666667 4 1993
"4490" 1 25.3301 -80.7766333333333 4 1993
"4491" 2 25.3301 -80.7667333333333 4 1993
"4492" 3 25.3300833333333 -80.75715 4 1993
"4496" 2 25.3209833333333 -80.7963666666667 4 1993
"4497" 2 25.3209666666667 -80.78635 4 1993
"4498" 2 25.3209833333333 -80.7765333333333 4 1993
"4499" 3 25.321 -80.76665 4 1993
"4500" 2 25.3209333333333 -80.75725 4 1993
"4503" 0 25.312 -80.7962666666667 4 1993
"4504" 3 25.3120166666667 -80.7862833333333 4 1993
"4505" 0 25.312 -80.77645 4 1993
"4506" 2 25.3120166666667 -80.7665666666667 4 1993
"4507" 2 25.3119666666667 -80.7572333333333 4 1993
"4509" 0 25.3030333333333 -80.7962166666667 4 1993
"4510" 1 25.3030166666667 -80.7862 4 1993
"4511" 2 25.3030166666667 -80.7763833333333 4 1993
"4512" 3 25.3030166666667 -80.7664833333333 4 1993
"4513" 3 25.3030666666667 -80.75725 4 1993
"4515" 1 25.294 -80.78615 4 1993
"4516" 2 25.2939833333333 -80.7763333333333 4 1993
"4517" 0 25.2939833333333 -80.7664333333333 4 1993
"4518" 3 25.294 -80.7572166666667 4 1993
"4525" 0 25.42815 -80.7573666666667 4 1993
"4528" 1 25.3748166666667 -80.7374333333333 4 1993
"4529" 0 25.3747333333333 -80.7274 4 1993
"4530" 0 25.37495 -80.7175333333333 4 1993
"4531" 3 25.36595 -80.74735 4 1993
"4532" 2 25.36595 -80.7374 4 1993
"4533" 0 25.36595 -80.7273833333333 4 1993
"4534" 0 25.3659833333333 -80.7175166666667 4 1993
"4535" 4 25.35695 -80.7473333333333 4 1993
"4536" 1 25.3569666666667 -80.7374 4 1993
"4537" 0 25.35695 -80.7273833333333 4 1993
"4538" 0 25.3569666666667 -80.7175166666667 4 1993
"4539" 2 25.3479 -80.7473166666667 4 1993
"4540" 2 25.3479166666667 -80.7374 4 1993
"4541" 2 25.3479333333333 -80.7274 4 1993
"4542" 0 25.34795 -80.7175333333333 4 1993
"4546" 0 25.3390333333333 -80.7175333333333 4 1993
"4548" 3 25.3300166666667 -80.7374166666667 4 1993
"4549" 2 25.3300333333333 -80.7274 4 1993
"4551" 1 25.3209166666667 -80.7472833333333 4 1993
"4552" 0 25.32095 -80.7374 4 1993
"4553" 0 25.32095 -80.7274 4 1993
"4555" 3 25.3119833333333 -80.7472666666667 4 1993
"4556" 3 25.3119833333333 -80.7373666666667 4 1993
"4557" 0 25.3119833333333 -80.7273833333333 4 1993
"4558" 0 25.3119833333333 -80.7175 4 1993
"4559" 2 25.3029333333333 -80.7472666666667 4 1993
"4560" 3 25.3029333333333 -80.7373666666667 4 1993
"4563" 3 25.3029166666667 -80.7076833333333 4 1993
"4564" 2 25.2939833333333 -80.74725 4 1993
"4565" 3 25.294 -80.7373666666667 4 1993
"4566" 2 25.294 -80.7273833333333 4 1993
"4567" 0 25.2940166666667 -80.71745 4 1993
"4568" 2 25.2939833333333 -80.7076666666667 4 1993
"4569" 3 25.2851333333333 -80.74725 4 1993
"4570" 2 25.2851333333333 -80.7373666666667 4 1993
"4571" 2 25.285 -80.7272166666667 4 1993
"4572" 3 25.285 -80.7172333333333 4 1993
"4573" 0 25.27605 -80.7172333333333 4 1993
"4574" 3 25.2851666666667 -80.70755 4 1993
"4575" 0 25.2761 -80.7472333333333 4 1993
"4576" 2 25.2761 -80.7372333333333 4 1993
"4577" 0 25.2761 -80.7272333333333 4 1993
"4603" 4 25.3480333333333 -80.78665 5 1994
"4604" 4 25.3480333333333 -80.7768333333333 5 1994
"4640" 3 25.3030666666667 -80.75725 5 1994
"4641" 0 25.2939833333333 -80.79615 5 1994
"4642" 0 25.294 -80.78615 5 1994
"4645" 2 25.294 -80.7572166666667 5 1994
"4647" 0 25.285 -80.7664 5 1994
"4648" 0 25.285 -80.7766666666667 5 1994
"4650" 1 25.3747333333333 -80.7274 5 1994
"4651" 0 25.37495 -80.7175333333333 5 1994
"4654" 0 25.36595 -80.7273833333333 5 1994
"4655" 0 25.3659833333333 -80.7175166666667 5 1994
"4656" 4 25.35695 -80.7473333333333 5 1994
"4658" 1 25.35695 -80.7273833333333 5 1994
"4659" 0 25.3569666666667 -80.7175166666667 5 1994
"4662" 0 25.3479333333333 -80.7274 5 1994
"4663" 0 25.34795 -80.7175333333333 5 1994
"4664" 4 25.339 -80.7473166666667 5 1994
"4668" 2 25.3300166666667 -80.7473166666667 5 1994
"4669" 0 25.3300166666667 -80.7374166666667 5 1994
"4670" 0 25.3300333333333 -80.7274 5 1994
"4671" 0 25.33005 -80.7175333333333 5 1994
"4675" 0 25.3209833333333 -80.7175166666667 5 1994
"4676" 3 25.3119833333333 -80.7472666666667 5 1994
"4684" 3 25.3029166666667 -80.7076833333333 5 1994
"4686" 1 25.294 -80.7373666666667 5 1994
"4687" 0 25.294 -80.7273833333333 5 1994
"4688" 1 25.2940166666667 -80.71745 5 1994
"4690" 3 25.2851333333333 -80.74725 5 1994
"4692" 0 25.285 -80.7272166666667 5 1994
"4693" 3 25.285 -80.7172333333333 5 1994
"4708" 0 25.3749333333333 -80.7968833333333 5 1995
"4713" 2 25.3659666666667 -80.8166666666667 5 1995
"4715" 0 25.3659833333333 -80.7968 5 1995
"4722" 2 25.357 -80.7967166666667 5 1995
"4729" 2 25.3480333333333 -80.79665 5 1995
"4730" 1 25.3480333333333 -80.78665 5 1995
"4735" 0 25.339 -80.8064 5 1995
"4738" 3 25.33905 -80.7767166666667 5 1995
"4741" 1 25.3300666666667 -80.8162833333333 5 1995
"4751" 3 25.3209833333333 -80.7765333333333 5 1995
"4757" 3 25.3120166666667 -80.7862833333333 5 1995
"4758" 1 25.312 -80.77645 5 1995
"4759" 2 25.3120166666667 -80.7665666666667 5 1995
"4760" 3 25.3119666666667 -80.7572333333333 5 1995
"4764" 2 25.3030166666667 -80.7664833333333 5 1995
"4765" 4 25.3030666666667 -80.75725 5 1995
"4769" 2 25.2939833333333 -80.7664333333333 5 1995
"4770" 4 25.294 -80.7572166666667 5 1995
"4773" 0 25.42815 -80.7573666666667 5 1995
"4795" 0 25.321 -80.70765 5 1995
"4796" 3 25.3119833333333 -80.7472666666667 5 1995
"4797" 3 25.3119833333333 -80.7373666666667 5 1995
"4799" 4 25.3119833333333 -80.7175 5 1995
"4800" 2 25.3029333333333 -80.7472666666667 5 1995
"4806" 2 25.294 -80.7373666666667 5 1995
"4811" 0 25.2851333333333 -80.7373666666667 5 1995
"4812" 0 25.2851666666667 -80.70755 5 1995
"4828" 0 25.3917333333333 -80.7475 4 1996
"4829" 0 25.3917666666667 -80.7375833333333 4 1996
"4831" 0 25.3830333333333 -80.7474833333333 4 1996
"4833" 0 25.3748333333333 -80.81675 4 1996
"4834" 1 25.3749 -80.80675 4 1996
"4835" 0 25.3749333333333 -80.7968833333333 4 1996
"4837" 0 25.37495 -80.77705 4 1996
"4838" 0 25.37495 -80.7671666666667 4 1996
"4839" 0 25.375 -80.7572 4 1996
"4841" 0 25.3659666666667 -80.8166666666667 4 1996
"4842" 0 25.36595 -80.80665 4 1996
"4844" 0 25.366 -80.7867833333333 4 1996
"4845" 0 25.3659833333333 -80.7769666666667 4 1996
"4846" 0 25.366 -80.7670666666667 4 1996
"4847" 4 25.3659833333333 -80.7572 4 1996
"4849" 0 25.357 -80.8165666666667 4 1996
