STID,Year,Ptype,FirstLeaf,FirstBloom
20309,1957,2,999,67
20309,1958,2,999,90
20309,1959,2,999,92
20309,1960,2,999,79
20309,1961,2,999,78
20309,1962,2,999,88
20309,1963,2,999,80
20309,1965,2,999,82
20309,1966,2,999,82
20958,1957,2,999,60
20958,1958,2,999,88
20958,1959,2,999,75
20958,1960,2,999,74
20958,1963,2,999,71
20958,1964,2,999,86
21101,1958,2,999,138
21101,1961,2,999,136
21101,1964,2,999,142
21101,1967,2,999,121
21101,1968,2,89,999
21101,1969,2,104,999
21101,1970,2,118,138
21101,1971,2,78,116
21101,1972,2,73,999
21614,1957,2,999,70
21614,1958,2,999,97
21614,1959,2,999,87
21614,1960,2,999,77
21614,1961,2,999,83
21614,1962,2,999,89
21634,1957,2,999,110
21634,1958,2,999,116
21634,1959,2,999,117
21634,1960,2,999,100
21634,1961,2,999,112
21634,1962,2,999,111
21634,1964,2,999,131
21634,1965,2,999,114
21634,1966,2,999,113
21634,1968,2,82,118
21749,1957,2,999,102
21749,1958,2,999,115
21749,1959,2,999,110
21749,1960,2,999,92
21749,1961,2,999,100
21749,1962,2,999,96
21749,1964,2,999,130
21749,1965,2,999,105
21870,1957,2,999,67
21870,1958,2,999,96
21870,1959,2,999,98
21870,1960,2,999,87
21870,1961,2,999,89
21870,1962,2,999,95
22440,1960,2,999,79
22440,1962,2,999,99
22440,1963,2,999,84
22440,1964,2,999,104
22440,1965,2,999,108
22669,1957,2,999,66
22669,1958,2,999,106
22669,1961,2,999,94
22669,1962,2,999,94
22669,1963,2,999,87
22669,1966,2,999,79
22669,1968,2,63,87
22669,1972,2,58,73
22754,1957,2,999,80
22754,1958,2,999,91
22754,1960,2,999,94
22754,1961,2,999,100
22754,1967,2,80,88
22754,1969,2,64,95
22779,1957,2,999,109
22779,1958,2,999,112
22779,1959,2,999,103
22779,1960,2,999,95
22779,1961,2,999,95
22779,1962,2,999,100
22779,1963,2,999,97
22779,1964,2,999,110
22779,1965,2,999,108
22779,1966,2,999,99
22779,1967,2,999,93
22779,1968,2,999,95
22779,1969,2,95,103
22779,1970,2,999,110
22781,1983,2,74,999
22781,1984,2,78,999
22781,1985,2,69,98
22781,1986,2,72,95
22781,1987,2,93,999
22781,1988,2,69,999
22781,1989,2,76,999
22781,1990,2,88,105
22781,1991,2,60,107
22781,1992,2,41,102
22781,1993,2,71,100
23250,1957,2,999,104
23250,1958,2,999,116
23250,1959,2,999,112
23250,1960,2,999,99
23250,1961,2,999,110
23250,1962,2,999,106
23250,1964,2,999,119
23250,1965,2,999,116
23250,1968,2,64,999
23250,1969,2,88,112
23250,1970,2,72,999
23250,1971,2,66,103
23250,1972,2,59,82
23250,1973,2,74,122
23250,1975,2,85,128
23250,1976,2,74,116
23250,1977,2,72,112
23250,1979,2,72,116
23250,1980,2,69,115
23250,1981,2,999,111
23498,1957,2,999,67
23498,1958,2,999,90
23498,1959,2,999,85
23498,1960,2,999,82
23498,1961,2,999,81
23498,1962,2,999,86
23498,1963,2,999,79
23498,1964,2,999,101
23498,1965,2,999,93
23498,1966,2,999,93
23663,1957,2,999,86
23663,1958,2,999,110
23663,1959,2,999,102
23663,1961,2,999,95
23663,1962,2,999,106
23663,1965,2,999,113
23663,1966,2,999,98
23663,1968,2,81,91
23683,1957,2,999,122
23683,1958,2,999,144
23683,1959,2,999,144
23683,1961,2,999,144
23683,1962,2,999,137
23683,1963,2,999,138
23683,1964,2,999,147
24327,1957,2,999,149
24327,1958,2,999,135
24327,1959,2,999,137
24327,1960,2,999,141
24327,1961,2,999,140
24327,1963,2,999,140
24327,1964,2,999,138
24327,1966,2,999,125
24327,1968,2,103,999
24327,1969,2,107,142
24327,1970,2,108,140
24327,1971,2,97,999
24327,1972,2,74,999
24508,1957,2,999,102
24508,1958,2,999,116
24508,1959,2,999,105
24508,1960,2,999,96
24508,1961,2,999,102
24508,1962,2,999,103
24508,1963,2,999,98
24508,1964,2,999,121
24508,1965,2,999,116
24508,1966,2,999,98
24508,1967,2,999,120
24508,1968,2,60,98
24508,1969,2,999,112
24508,1970,2,72,104
24508,1971,2,47,89
24508,1972,2,56,73
24508,1973,2,99,127
24508,1974,2,76,999
24508,1975,2,61,120
24508,1976,2,69,102
24508,1977,2,46,107
24639,1957,2,999,79
24639,1958,2,999,95
24639,1959,2,999,84
24639,1960,2,999,84
24639,1961,2,999,84
24639,1962,2,999,84
24639,1963,2,999,79
24639,1964,2,999,88
25921,1957,2,999,100
25921,1958,2,999,105
25921,1960,2,999,92
25921,1961,2,999,91
25921,1963,2,999,93
25921,1964,2,999,101
25921,1965,2,999,94
25921,1966,2,999,83
25921,1967,2,999,93
25921,1968,2,999,65
25921,1969,2,72,92
25921,1970,2,57,80
25921,1971,2,65,80
25921,1972,2,43,67
25921,1973,2,56,90
25921,1974,2,59,79
26119,1957,2,999,76
26119,1958,2,999,105
26119,1959,2,999,91
26119,1961,2,999,76
26119,1963,2,999,66
26119,1964,2,999,99
26119,1967,2,58,67
26119,1968,2,52,76
26320,1967,2,96,132
26320,1968,2,61,108
26320,1969,2,89,113
26320,1970,2,81,999
26320,1971,2,86,92
26320,1972,2,63,999
26353,1970,2,61,80
26353,1971,2,58,81
26353,1972,2,55,71
26353,1973,2,67,100
26353,1974,2,69,84
26353,1975,2,62,78
26353,1976,2,58,81
26353,1977,2,55,85
26353,1978,2,78,86
26353,1979,2,58,81
26353,1980,2,52,79
26561,1957,2,999,95
26561,1958,2,999,112
26561,1959,2,999,107
26561,1962,2,999,109
26561,1964,2,999,115
26561,1966,2,999,95
26561,1967,2,66,93
26561,1968,2,73,88
26561,1972,2,59,67
26597,1985,2,80,999
26597,1986,2,61,79
26597,1987,2,86,124
26597,1988,2,90,999
26597,1989,2,67,96
26597,1990,2,92,118
26597,1991,2,66,110
26616,1987,2,999,108
26616,1988,2,80,999
26616,1989,2,70,99
26616,1990,2,81,100
26616,1991,2,82,999
26616,1993,2,72,100
26801,1957,2,999,105
26801,1958,2,999,123
26801,1959,2,999,115
26801,1960,2,999,102
26801,1961,2,999,108
26801,1962,2,999,106
26801,1964,2,999,129
26801,1967,2,100,132
26801,1968,2,81,999
27390,1958,2,999,96
27390,1959,2,999,89
27390,1960,2,999,83
27390,1961,2,999,88
27390,1962,2,999,97
27390,1963,2,999,88
27390,1964,2,999,110
27390,1965,2,999,98
27390,1966,2,999,91
27390,1968,2,57,84
27390,1969,2,80,100
27390,1970,2,64,95
27390,1971,2,70,97
27390,1972,2,48,70
27390,1973,2,69,102
27390,1974,2,74,94
27390,1975,2,67,102
27390,1976,2,61,88
27390,1977,2,67,99
27390,1978,2,67,94
27390,1979,2,66,88
27445,1957,2,999,71
27445,1958,2,999,99
27445,1959,2,999,92
27445,1960,2,999,84
27445,1961,2,999,88
27445,1962,2,999,96
27445,1963,2,999,83
27445,1964,2,999,104
27445,1965,2,999,93
27445,1967,2,999,75
27445,1968,2,999,80
27445,1969,2,79,98
27445,1971,2,65,86
27445,1972,2,52,60
27475,1957,2,999,74
27475,1958,2,999,94
27475,1959,2,999,89
27475,1960,2,999,92
27475,1961,2,999,93
27475,1962,2,999,88
27475,1963,2,999,85
27475,1964,2,999,97
27475,1965,2,999,86
27475,1966,2,999,86
27475,1968,2,999,75
27475,1969,2,999,93
27475,1970,2,64,85
27530,1967,2,61,79
27530,1968,2,61,84
27530,1969,2,91,106
27530,1970,2,60,85
27530,1971,2,69,91
27530,1972,2,60,72
27530,1973,2,69,105
27530,1974,2,74,91
27530,1975,2,64,95
27530,1976,2,75,92
27530,1977,2,69,89
27530,1978,2,69,95
27530,1979,2,51,89
27530,1980,2,73,92
27530,1981,2,88,106
27530,1982,2,93,101
27593,1957,2,999,84
27593,1959,2,999,86
27593,1961,2,999,81
27593,1962,2,999,66
27593,1963,2,999,69
27593,1964,2,999,97
27593,1965,2,999,74
27593,1966,2,999,80
27593,1968,2,51,74
27593,1969,2,73,94
27593,1972,2,52,60
27593,1973,2,999,82
27593,1974,2,34,65
27593,1975,2,70,80
27716,1957,2,999,101
27716,1958,2,999,118
27716,1959,2,999,114
27716,1960,2,999,101
27716,1961,2,999,112
27716,1962,2,999,107
27716,1965,2,999,113
27716,1966,2,999,101
27716,1968,2,79,999
27716,1969,2,73,110
27716,1970,2,73,999
27716,1971,2,68,108
27876,1957,2,999,98
27876,1958,2,999,117
27876,1959,2,999,105
27876,1961,2,999,100
27876,1962,2,999,102
27876,1963,2,999,100
27876,1964,2,999,114
27876,1965,2,999,108
27876,1966,2,999,94
27876,1967,2,79,100
27876,1968,2,70,92
27876,1969,2,97,111
27876,1970,2,97,107
27876,1971,2,69,87
28012,1957,2,999,110
28012,1958,2,999,118
28012,1959,2,999,113
28012,1962,2,999,112
28012,1965,2,999,105
28184,1957,2,999,95
28184,1958,2,999,108
28184,1959,2,999,97
28184,1961,2,999,91
28184,1962,2,999,98
28184,1963,2,999,94
28184,1965,2,999,106
28184,1966,2,999,93
28184,1968,2,79,104
28184,1969,2,87,96
28499,1972,2,59,72
28499,1973,2,54,96
28499,1974,2,999,69
28499,1975,2,59,62
28499,1977,2,999,73
28778,1957,2,999,82
28778,1958,2,999,104
28778,1959,2,999,97
28778,1960,2,999,88
28778,1961,2,999,93
28778,1962,2,999,94
28778,1963,2,999,90
28778,1964,2,999,105
28778,1966,2,999,92
28778,1967,2,999,93
28778,1968,2,60,87
28778,1969,2,71,97
28778,1970,2,65,99
28792,1957,2,999,94
28792,1959,2,999,90
28792,1960,2,999,94
28792,1961,2,999,102
28792,1963,2,999,97
28792,1966,2,999,100
28792,1967,2,75,93
28792,1968,2,77,103
28792,1969,2,77,109
28792,1991,2,999,107
28792,1992,2,64,99
28792,1993,2,70,102
28810,1957,2,999,48
28810,1958,2,999,96
28810,1959,2,999,84
28810,1961,2,999,81
28810,1963,2,999,91
28810,1964,2,999,99
28810,1966,2,999,73
29271,1967,2,79,97
29271,1968,2,69,104
29271,1969,2,85,109
29271,1970,2,72,999
29271,1971,2,79,103
29271,1972,2,58,75
29334,1957,2,999,84
29334,1958,2,999,106
29334,1959,2,999,96
29334,1960,2,999,90
29334,1967,2,42,77
29439,1957,2,999,101
29439,1958,2,999,105
29439,1959,2,999,102
29439,1960,2,999,94
29439,1961,2,999,96
29439,1962,2,999,101
29439,1963,2,999,104
29439,1964,2,999,114
29439,1965,2,999,111
29439,1966,2,999,100
29439,1967,2,999,106
29439,1968,2,81,94
29439,1969,2,87,105
29439,1970,2,75,109
29439,1971,2,80,101
29439,1972,2,59,79
29439,1973,2,74,117
40014,1957,2,999,83
40014,1958,2,999,109
40014,1959,2,999,93
40014,1960,2,999,88
40014,1961,2,999,97
40014,1962,2,999,102
40014,1963,2,999,93
40014,1964,2,999,104
40014,1965,2,999,91
40014,1966,2,999,90
40014,1967,2,51,87
40029,1957,2,999,133
40029,1967,2,124,139
40029,1968,2,74,999
40029,1969,2,88,108
40029,1970,2,82,139
40029,1971,2,92,110
40029,1972,2,69,999
40029,1973,2,93,131
40029,1974,2,77,128
40029,1975,2,91,142
40029,1976,2,77,130
40029,1977,2,95,142
40029,1978,2,76,126
40029,1979,2,99,133
40029,1980,2,97,123
40029,1981,2,89,135
40029,1982,2,106,140
40029,1983,2,97,140
40029,1985,2,91,116
40088,1957,2,999,77
40088,1958,2,999,100
40088,1959,2,999,95
40088,1960,2,999,81
40088,1961,2,999,92
40088,1962,2,999,95
40088,1963,2,999,87
40088,1964,2,999,99
40088,1965,2,999,74
40088,1966,2,999,92
40088,1967,2,999,105
40088,1968,2,999,72
40161,1968,2,85,999
40161,1969,2,98,132
40161,1970,2,92,999
40161,1971,2,102,145
40161,1972,2,76,999
40161,1973,2,97,131
40161,1974,2,97,999
40161,1975,2,128,999
40161,1976,2,111,135
40161,1977,2,100,150
40161,1978,2,81,999
40161,1979,2,104,124
40161,1983,2,71,134
40161,1984,2,78,999
40161,1985,2,94,999
40161,1986,2,60,999
40161,1987,2,88,118
40161,1988,2,80,999
40161,1989,2,96,130
40161,1990,2,90,103
40212,1958,2,999,106
40212,1959,2,999,90
40212,1961,2,999,92
40212,1962,2,999,92
40212,1963,2,999,95
40212,1964,2,999,88
40212,1965,2,999,74
40212,1966,2,999,92
40383,1957,2,999,92
40383,1958,2,999,100
40383,1959,2,999,91
40383,1960,2,999,85
40383,1961,2,999,85
40383,1962,2,999,96
40383,1963,2,999,77
40383,1964,2,999,86
40383,1965,2,999,82
40383,1966,2,999,91
40383,1967,2,999,101
40383,1968,2,58,80
40514,1957,2,999,84
40514,1958,2,999,109
40514,1959,2,999,86
40514,1960,2,999,87
40514,1961,2,999,86
40514,1962,2,999,89
40514,1963,2,999,78
40514,1964,2,999,104
40514,1965,2,999,92
40514,1966,2,999,88
40514,1967,2,999,93
40514,1968,2,59,72
40514,1969,2,66,85
40514,1970,2,73,999
40738,1957,2,999,103
40738,1958,2,999,106
40738,1959,2,999,99
40738,1960,2,999,95
40738,1961,2,999,93
40738,1962,2,999,102
40738,1963,2,999,101
40738,1964,2,999,91
40738,1965,2,999,86
40738,1966,2,999,92
40738,1967,2,999,123
40738,1968,2,70,90
40738,1969,2,999,103
40738,1970,2,75,91
40738,1971,2,81,99
40738,1972,2,60,90
40738,1973,2,50,999
40738,1975,2,85,119
40738,1976,2,60,106
40738,1978,2,56,88
40738,1979,2,69,99
40738,1980,2,65,92
40738,1981,2,62,94
40738,1982,2,60,112
40738,1983,2,66,108
40738,1984,2,62,72
40738,1985,2,51,96
40738,1986,2,44,77
40738,1987,2,55,94
40738,1989,2,66,95
40738,1990,2,81,99
40738,1991,2,42,91
40738,1992,2,59,90
40779,1957,2,999,144
40779,1958,2,999,134
40779,1959,2,999,114
40779,1960,2,999,106
40779,1962,2,999,121
40779,1968,2,105,140
40779,1969,2,106,141
40779,1970,2,98,137
40779,1971,2,84,999
40779,1972,2,68,999
40931,1967,2,143,170
40931,1968,2,118,136
40931,1969,2,127,147
40931,1971,2,117,166
40931,1973,2,102,135
40931,1974,2,110,999
41010,1983,2,61,100
41010,1984,2,64,85
41010,1985,2,61,95
41010,1986,2,57,83
41010,1987,2,68,99
41010,1988,2,59,84
41010,1990,2,73,97
41010,1991,2,53,100
41010,1993,2,59,82
41018,1957,2,999,138
41018,1958,2,999,156
41018,1961,2,999,147
41018,1962,2,999,158
41018,1963,2,999,149
41018,1964,2,999,151
41018,1965,2,999,148
41018,1966,2,999,133
41018,1968,2,95,130
41018,1969,2,130,151
41018,1970,2,104,143
41018,1971,2,131,166
41018,1972,2,100,135
41018,1973,2,115,139
41018,1974,2,94,146
41018,1975,2,132,158
41018,1976,2,124,135
41018,1977,2,87,148
41018,1978,2,89,147
41018,1979,2,108,143
41018,1981,2,103,130
41018,1985,2,86,126
41080,1967,2,62,999
41080,1968,2,47,97
41080,1969,2,83,124
41080,1970,2,51,999
41080,1975,2,64,999
41112,1957,2,999,95
41112,1958,2,999,94
41112,1959,2,999,91
41112,1960,2,999,80
41112,1961,2,999,88
41112,1962,2,999,95
41112,1963,2,999,85
41112,1964,2,999,79
41112,1965,2,999,92
41112,1966,2,999,89
41112,1967,2,60,89
41112,1968,2,62,89
41112,1969,2,65,92
41112,1970,2,58,84
41112,1971,2,54,88
41112,1972,2,57,75
41112,1973,2,45,87
41130,1957,2,999,117
41130,1958,2,999,122
41130,1959,2,999,101
41130,1960,2,999,105
41130,1961,2,999,104
41130,1962,2,999,106
41130,1963,2,999,135
41130,1964,2,999,117
41130,1965,2,999,114
41130,1966,2,999,100
41130,1967,2,124,136
41130,1968,2,89,99
41130,1969,2,75,121
41170,1957,2,999,99
41170,1958,2,999,102
41170,1959,2,999,105
41170,1960,2,999,98
41170,1961,2,999,94
41170,1962,2,999,102
41214,1957,2,999,121
41214,1959,2,999,121
41214,1960,2,999,127
41214,1989,2,79,999
41214,1991,2,130,140
41214,1993,2,69,999
41215,1967,2,83,134
41215,1968,2,57,99
41215,1969,2,83,117
41215,1970,2,58,105
41215,1971,2,80,125
41215,1972,2,64,110
41215,1973,2,60,105
41215,1975,2,105,132
41215,1976,2,69,123
41215,1977,2,73,108
41215,1978,2,63,100
41215,1979,2,67,111
41215,1980,2,60,112
41215,1981,2,69,111
41215,1982,2,79,121
41300,1958,2,999,97
41300,1959,2,999,100
41300,1960,2,999,89
41300,1961,2,999,103
41300,1962,2,999,107
41300,1963,2,999,108
41300,1964,2,999,107
41300,1965,2,999,111
41300,1966,2,999,100
41428,1957,2,999,84
41428,1958,2,999,79
41428,1959,2,999,76
41428,1960,2,999,81
41428,1962,2,999,71
41428,1968,2,59,75
41476,1957,2,999,136
41476,1967,2,126,142
41476,1969,2,94,131
41476,1970,2,95,142
41476,1971,2,96,138
41476,1972,2,76,999
41614,1967,2,128,139
41614,1968,2,92,999
41614,1969,2,100,130
41614,1972,2,75,148
41614,1975,2,122,136
41614,1977,2,80,131
41614,1982,2,91,142
41624,1957,2,999,91
41624,1958,2,999,99
41624,1959,2,999,87
41624,1960,2,999,91
41624,1961,2,999,93
41624,1962,2,999,96
41624,1963,2,999,100
41624,1964,2,999,75
41624,1965,2,999,85
41653,1968,2,55,96
41653,1969,2,84,110
41653,1970,2,63,91
41653,1971,2,33,999
41653,1972,2,999,102
41653,1973,2,69,112
41653,1974,2,999,109
41653,1975,2,104,131
41653,1979,2,93,108
41653,1983,2,63,126
41653,1984,2,44,85
41653,1987,2,84,104
41653,1988,2,59,84
41653,1990,2,61,77
41653,1992,2,70,101
41653,1993,2,67,103
41700,1957,2,999,141
41700,1968,2,102,144
41700,1969,2,119,138
41700,1970,2,95,145
41700,1972,2,78,142
41700,1973,2,104,137
41739,1968,2,51,62
41739,1969,2,29,999
41739,1970,2,42,72
41739,1971,2,3,77
41739,1972,2,14,71
41739,1973,2,47,86
41743,1957,2,999,94
41743,1958,2,999,105
41743,1959,2,999,92
41743,1960,2,999,92
41743,1961,2,999,91
41743,1962,2,999,102
41743,1963,2,999,91
41743,1964,2,999,95
41743,1965,2,999,98
41743,1966,2,999,92
41754,1957,2,999,122
41754,1962,2,999,113
41754,1967,2,68,145
41754,1968,2,83,999
41754,1970,2,81,149
41754,1971,2,73,999
41754,1972,2,61,999
41754,1975,2,62,126
41784,1957,2,999,83
41784,1958,2,999,80
41784,1959,2,999,82
41784,1960,2,999,78
41784,1961,2,999,75
41784,1962,2,999,87
41784,1963,2,999,69
41784,1965,2,999,79
41784,1966,2,999,74
41784,1968,2,57,70
41838,1967,2,79,104
41838,1968,2,75,92
41838,1969,2,76,97
41838,1970,2,73,91
41838,1971,2,52,82
41838,1973,2,62,91
41838,1975,2,60,100
41896,1957,2,999,98
41896,1958,2,999,108
41896,1959,2,999,91
41896,1960,2,999,90
41896,1961,2,999,94
41896,1962,2,999,99
41896,1964,2,999,110
41896,1966,2,999,91
41896,1967,2,999,79
41896,1968,2,56,99
41907,1957,2,999,92
41907,1958,2,999,98
41907,1959,2,999,81
41907,1960,2,999,91
41907,1961,2,999,84
41907,1962,2,999,95
41907,1963,2,999,91
41907,1964,2,999,87
41907,1965,2,999,74
41907,1966,2,999,91
41907,1969,2,64,91
41907,1970,2,58,77
41907,1971,2,999,88
41948,1967,2,32,79
41948,1968,2,57,75
41948,1969,2,58,74
41948,1970,2,74,83
41948,1971,2,36,67
41948,1972,2,54,74
41948,1973,2,41,83
41948,1974,2,32,69
41962,1967,2,56,76
41962,1968,2,59,78
41962,1969,2,53,92
41962,1970,2,47,74
41962,1971,2,43,79
41962,1972,2,56,71
42218,1958,2,999,110
42218,1967,2,49,106
42218,1968,2,51,63
42218,1969,2,62,98
42218,1970,2,43,83
42218,1971,2,40,89
42294,1957,2,999,88
42294,1958,2,999,80
42294,1959,2,999,85
42294,1966,2,999,87
42294,1967,2,999,97
42306,1957,2,999,118
42306,1958,2,999,123
42306,1959,2,999,108
42306,1960,2,999,110
42306,1961,2,999,112
42306,1962,2,999,109
42306,1963,2,999,128
42306,1968,2,82,115
42306,1969,2,92,117
42306,1973,2,74,118
42406,1968,2,60,88
42406,1969,2,89,110
42406,1971,2,49,91
42406,1973,2,67,109
42406,1974,2,61,102
42406,1976,2,76,100
42406,1977,2,55,105
42406,1980,2,45,64
42406,1986,2,999,15
42406,1990,2,73,92
42500,1957,2,999,112
42500,1958,2,999,122
42500,1959,2,999,102
42500,1960,2,999,102
42500,1961,2,999,104
42500,1962,2,999,115
42500,1963,2,999,123
42500,1964,2,999,109
42500,1965,2,999,113
42500,1966,2,999,107
42500,1967,2,83,139
42500,1968,2,65,99
42500,1969,2,90,117
42500,1970,2,75,110
42500,1971,2,76,117
42500,1973,2,64,117
42506,1957,2,999,124
42506,1958,2,999,132
42506,1959,2,999,111
42506,1960,2,999,110
42506,1961,2,999,117
42506,1962,2,999,110
42506,1963,2,999,132
42506,1964,2,999,141
42506,1965,2,999,119
42506,1966,2,999,105
42506,1967,2,999,138
42506,1969,2,999,122
42539,1957,2,999,118
42539,1961,2,999,114
42539,1962,2,999,108
42539,1963,2,999,136
42539,1965,2,999,113
42539,1966,2,999,100
42539,1967,2,999,137
42539,1968,2,84,100
42539,1969,2,999,117
42539,1970,2,65,123
42539,1971,2,55,108
42568,1958,2,999,71
42568,1959,2,999,81
42568,1960,2,999,77
42568,1961,2,999,74
42568,1962,2,999,83
42568,1963,2,999,67
42568,1964,2,999,73
42572,1960,2,999,95
42572,1962,2,999,103
42572,1964,2,999,105
42572,1965,2,999,98
42572,1966,2,999,96
42580,1958,2,999,79
42580,1961,2,999,72
42580,1962,2,999,89
42580,1963,2,999,80
42580,1964,2,999,75
42580,1966,2,999,70
42580,1967,2,999,72
42580,1968,2,58,70
42580,1969,2,48,90
42580,1970,2,35,64
42580,1971,2,49,83
42580,1972,2,40,67
42580,1973,2,31,74
42580,1974,2,29,69
42728,1957,2,999,92
42728,1958,2,999,105
42728,1959,2,999,89
42728,1960,2,999,90
42728,1961,2,999,90
42728,1963,2,999,96
42728,1964,2,999,94
42728,1973,2,61,84
42728,1976,2,57,90
42735,1957,2,999,84
42735,1958,2,999,108
42735,1959,2,999,93
42735,1960,2,999,92
42735,1961,2,999,92
42735,1962,2,999,96
42735,1963,2,999,93
42735,1964,2,999,100
42735,1965,2,999,90
42735,1967,2,59,101
42735,1968,2,55,79
42749,1958,2,999,119
42749,1959,2,999,121
42749,1960,2,999,122
42749,1961,2,999,107
42749,1962,2,999,109
42749,1963,2,999,122
42899,1957,2,999,121
42899,1958,2,999,130
42899,1959,2,999,102
42899,1960,2,999,130
42899,1961,2,999,117
42899,1962,2,999,101
42899,1963,2,999,122
42899,1964,2,999,124
42899,1965,2,999,107
42899,1966,2,999,99
42899,1967,2,110,131
42899,1968,2,79,100
42899,1969,2,81,116
42899,1970,2,87,120
42934,1957,2,999,73
42934,1958,2,999,71
42934,1959,2,999,71
42934,1960,2,999,68
42934,1961,2,999,61
42934,1962,2,999,80
42934,1963,2,999,62
42934,1964,2,999,61
42934,1965,2,999,78
42941,1957,2,999,87
42941,1958,2,999,105
42941,1959,2,999,96
42941,1960,2,999,85
42941,1962,2,999,97
42941,1964,2,999,103
42941,1965,2,999,108
42941,1966,2,999,91
42941,1967,2,64,96
42941,1968,2,58,88
42958,1967,2,41,47
42958,1968,2,38,43
42958,1969,2,27,84
42958,1970,2,37,57
42958,1971,2,25,48
42958,1972,2,17,44
43038,1957,2,999,100
43038,1958,2,999,105
43038,1959,2,999,96
43038,1960,2,999,94
43038,1961,2,999,103
43038,1962,2,999,100
43038,1963,2,999,124
43038,1964,2,999,106
43038,1965,2,999,98
43038,1966,2,999,93
43118,1957,2,999,102
43118,1958,2,999,118
43118,1959,2,999,78
43118,1960,2,999,93
43118,1961,2,999,123
43118,1962,2,999,103
43118,1963,2,999,86
43118,1964,2,999,91
43118,1965,2,999,76
43118,1966,2,999,80
43118,1967,2,58,103
43118,1968,2,56,74
43118,1969,2,78,91
43118,1970,2,55,79
43118,1971,2,999,50
43118,1972,2,34,60
43118,1973,2,54,97
43118,1974,2,13,83
43130,1957,2,999,119
43130,1958,2,999,125
43130,1959,2,999,111
43130,1961,2,999,110
43130,1962,2,999,110
43130,1963,2,999,127
43130,1966,2,999,113
43134,1957,2,999,116
43134,1958,2,999,117
43134,1959,2,999,96
43134,1960,2,999,104
43134,1964,2,999,106
43134,1965,2,999,90
43134,1966,2,999,96
43134,1967,2,69,133
43134,1968,2,69,92
43134,1969,2,84,112
43134,1970,2,58,90
43134,1971,2,34,95
43134,1972,2,49,83
43173,1967,2,77,114
43173,1968,2,55,73
43173,1969,2,81,98
43173,1970,2,58,84
43173,1971,2,47,88
43173,1972,2,59,84
43173,1973,2,43,76
43173,1974,2,61,84
43173,1975,2,65,91
43173,1976,2,65,94
43173,1977,2,69,93
43173,1978,2,58,71
43173,1979,2,61,84
43173,1980,2,71,84
43173,1981,2,41,56
43176,1957,2,999,137
43176,1958,2,999,134
43176,1959,2,999,128
43176,1960,2,999,137
43176,1961,2,999,142
43176,1962,2,999,125
43176,1963,2,999,139
43176,1964,2,999,144
43176,1965,2,999,127
43176,1966,2,999,122
43176,1967,2,999,141
43176,1968,2,87,138
43176,1969,2,117,132
43176,1970,2,76,138
43176,1971,2,89,139
43176,1972,2,77,144
43176,1973,2,84,129
43176,1974,2,79,129
43176,1975,2,104,140
43176,1976,2,85,132
43182,1957,2,999,106
43182,1958,2,999,110
43182,1959,2,999,100
43182,1960,2,999,94
43182,1961,2,999,105
43182,1962,2,999,105
43182,1963,2,999,118
43182,1964,2,999,104
43182,1965,2,999,110
43182,1966,2,999,92
43182,1968,2,74,102
43182,1969,2,90,111
43182,1970,2,58,100
43242,1957,2,999,104
43242,1958,2,999,107
43242,1959,2,999,96
43242,1960,2,999,94
43242,1961,2,999,95
43242,1962,2,999,99
43242,1963,2,999,114
43242,1964,2,999,106
43242,1965,2,999,89
43242,1966,2,999,95
43242,1967,2,62,117
43242,1968,2,59,86
43242,1969,2,83,110
43242,1970,2,71,92
43242,1971,2,999,95
43338,1967,2,78,128
43338,1971,2,45,91
43338,1973,2,74,100
43338,1975,2,67,110
43338,1977,2,79,104
43338,1978,2,72,99
43338,1979,2,999,108
43338,1980,2,79,118
43338,1981,2,81,111
43384,1957,2,999,117
43384,1958,2,999,117
43384,1959,2,999,99
43384,1960,2,999,100
43384,1961,2,999,99
43384,1963,2,999,125
43384,1964,2,999,104
43384,1965,2,999,85
43384,1966,2,999,90
43384,1967,2,999,134
43402,1967,2,61,112
43402,1968,2,53,69
43402,1969,2,83,103
43402,1970,2,75,88
43402,1972,2,48,66
43402,1973,2,68,94
43463,1957,2,999,117
43463,1967,2,57,63
43463,1968,2,62,98
43463,1969,2,84,107
43463,1970,2,80,128
43463,1971,2,46,92
43463,1972,2,59,78
43463,1973,2,56,74
43463,1974,2,70,103
43463,1976,2,89,123
43463,1977,2,999,118
43463,1979,2,68,111
43463,1980,2,57,999
43463,1981,2,95,118
43463,1982,2,63,110
43463,1983,2,45,106
43463,1984,2,58,78
43463,1985,2,999,95
43463,1986,2,30,63
43463,1988,2,50,90
43463,1990,2,79,102
43463,1991,2,65,119
43491,1957,2,999,112
43491,1958,2,999,115
43491,1959,2,999,93
43491,1960,2,999,100
43491,1961,2,999,94
43491,1962,2,999,98
43491,1963,2,999,127
43491,1964,2,999,103
43491,1965,2,999,74
43491,1966,2,999,95
43491,1967,2,57,135
43491,1968,2,64,95
43491,1969,2,79,110
43491,1970,2,42,87
43491,1971,2,32,94
43491,1972,2,53,75
43491,1973,2,67,112
43491,1974,2,56,105
43491,1975,2,57,999
43491,1976,2,57,110
43491,1977,2,58,102
43491,1978,2,60,89
43491,1979,2,60,105
43491,1980,2,57,106
43491,1981,2,87,112
43491,1982,2,57,114
43491,1983,2,51,111
43491,1984,2,32,69
43491,1985,2,33,91
