STID,Year,Ptype,FirstLeaf,FirstBloom
281351,1978,1,92,117
281351,1979,1,91,120
281351,1980,1,89,121
281351,1981,1,77,112
281351,1982,1,84,124
281351,1983,1,84,123
281351,1984,1,93,124
281582,1968,1,88,999
281582,1969,1,106,999
281582,1970,1,116,133
281582,1971,1,106,141
281582,1972,1,117,137
281582,1973,1,106,127
281582,1974,1,999,128
281582,1975,1,118,999
281582,1976,1,89,104
281582,1977,1,91,110
281582,1978,1,999,139
281582,1979,1,108,124
281582,1980,1,103,133
281582,1981,1,91,128
281582,1982,1,109,132
281582,1983,1,91,129
281582,1984,1,103,139
282768,1968,1,91,121
282768,1969,1,84,106
282768,1970,1,96,126
282768,1971,1,100,131
282768,1972,1,108,132
282768,1973,1,85,122
282768,1974,1,93,121
282768,1975,1,108,999
282768,1976,1,80,112
282768,1977,1,94,108
282768,1978,1,95,136
282768,1980,1,91,126
282768,1981,1,91,115
282768,1982,1,110,124
282768,1984,1,108,122
283662,1970,1,98,110
283662,1971,1,96,124
283662,1972,1,71,128
283662,1973,1,66,110
283662,1974,1,69,112
283662,1975,1,91,128
283662,1976,1,61,109
283662,1977,1,71,103
283662,1978,1,94,123
283662,1979,1,89,119
283662,1980,1,94,121
283662,1981,1,90,110
283662,1982,1,91,122
284635,1968,1,97,119
284635,1969,1,102,124
284635,1970,1,108,119
284635,1971,1,104,131
284635,1972,1,100,131
284635,1973,1,85,120
284635,1974,1,92,120
284635,1975,1,108,132
284635,1976,1,81,111
284635,1977,1,84,113
284635,1978,1,105,133
284635,1979,1,88,118
284635,1980,1,97,124
284635,1981,1,90,116
284635,1982,1,102,123
284635,1983,1,92,121
284635,1984,1,96,131
284987,1968,1,93,127
284987,1970,1,104,133
284987,1971,1,96,135
284987,1972,1,97,136
284987,1973,1,83,124
285769,1968,1,92,122
285769,1969,1,104,125
285769,1970,1,108,129
285769,1971,1,108,135
285769,1972,1,108,134
285769,1973,1,96,121
285769,1974,1,91,116
285769,1975,1,107,133
285769,1976,1,84,112
285769,1977,1,89,113
285769,1978,1,108,132
285769,1979,1,93,125
285769,1980,1,102,126
285769,1981,1,89,128
285769,1982,1,107,127
285769,1983,1,101,125
285769,1984,1,109,135
286775,1968,1,89,999
286775,1969,1,92,121
286775,1970,1,98,129
286775,1971,1,93,129
286775,1972,1,95,129
286775,1973,1,71,116
288051,1969,1,88,119
288051,1970,1,100,125
288051,1971,1,91,999
288051,1972,1,97,124
288051,1973,1,74,112
288051,1974,1,72,119
288051,1975,1,88,131
288051,1976,1,67,110
288051,1977,1,76,116
288051,1978,1,94,129
288051,1979,1,88,123
288051,1980,1,92,124
288051,1982,1,92,999
288051,1983,1,88,124
288051,1984,1,93,130
288816,1968,1,92,124
288816,1969,1,100,117
288816,1970,1,100,117
288816,1971,1,103,131
288816,1972,1,108,126
288816,1973,1,76,113
288816,1974,1,93,114
288816,1975,1,106,131
288816,1976,1,83,111
288816,1977,1,86,116
288816,1979,1,87,104
288899,1969,1,99,127
288899,1970,1,105,128
288899,1971,1,107,132
288899,1972,1,111,132
288899,1973,1,92,121
288899,1974,1,81,116
288899,1975,1,94,128
288899,1976,1,82,113
288899,1977,1,87,112
288899,1978,1,101,124
288899,1979,1,93,126
288899,1980,1,99,125
288899,1981,1,86,116
288899,1982,1,100,122
288899,1983,1,98,121
289910,1969,1,91,103
289910,1970,1,109,122
289910,1971,1,94,105
289910,1972,1,104,999
289910,1973,1,79,999
289910,1974,1,68,114
289910,1975,1,103,999
289910,1976,1,71,110
289910,1977,1,81,109
289910,1978,1,91,132
289910,1979,1,88,122
289910,1980,1,97,122
289910,1981,1,92,114
289910,1982,1,105,122
289910,1983,1,96,120
290245,1957,2,999,111
290245,1958,2,999,117
290245,1959,2,999,118
290245,1960,2,999,108
290245,1961,2,999,120
290245,1962,2,999,109
290245,1963,2,999,114
290245,1965,2,999,104
290245,1970,2,999,129
290245,1973,2,109,131
290245,1976,2,97,120
290245,1977,2,97,117
290743,1957,2,999,127
290743,1958,2,999,132
290743,1959,2,999,127
290743,1961,2,999,126
290743,1962,2,999,122
290743,1964,2,999,138
290743,1965,2,999,129
290846,1957,2,999,100
290846,1958,2,999,100
290846,1959,2,999,103
290846,1960,2,999,93
290846,1962,2,999,93
290846,1964,2,999,111
290903,1967,2,73,93
290903,1968,2,86,113
290903,1969,2,85,104
290903,1970,2,76,128
290903,1971,2,76,105
290903,1972,2,62,82
290903,1973,2,70,120
290903,1974,2,78,999
290903,1975,2,67,76
290903,1976,2,73,104
290903,1977,2,80,106
291286,1957,2,999,69
291286,1958,2,999,102
291286,1959,2,999,94
291286,1960,2,999,60
291286,1963,2,999,89
291286,1965,2,999,91
291286,1966,2,999,91
291286,1967,2,999,80
291389,1957,2,999,145
291389,1958,2,999,148
291389,1959,2,999,148
291389,1961,2,999,133
291389,1964,2,999,143
291389,1965,2,999,161
291389,1966,2,999,135
291389,1967,2,999,144
291389,1968,2,135,148
291389,1974,2,115,999
291438,1957,2,999,121
291438,1958,2,999,125
291438,1959,2,999,117
291438,1960,2,999,110
291438,1961,2,999,123
291438,1962,2,999,111
291438,1963,2,999,106
291438,1964,2,999,129
291438,1965,2,999,120
291438,1966,2,999,114
291440,1957,2,999,96
291440,1958,2,999,108
291440,1959,2,999,105
291440,1961,2,999,118
291440,1963,2,999,104
291440,1964,2,999,122
291440,1965,2,999,118
291440,1967,2,999,95
291475,1959,2,999,87
291475,1960,2,999,88
291475,1964,2,999,86
291475,1965,2,999,88
291475,1966,2,999,87
291475,1968,2,999,84
291475,1969,2,85,94
291475,1974,2,68,88
291475,1975,2,55,79
291475,1976,2,59,83
291813,1957,2,999,131
291813,1958,2,999,128
291813,1959,2,999,129
291813,1961,2,999,128
291813,1962,2,999,122
291813,1963,2,999,111
291813,1964,2,999,130
291813,1965,2,999,123
291813,1966,2,999,134
291813,1968,2,999,134
291813,1969,2,999,126
291881,1957,2,999,130
291881,1958,2,999,128
291881,1959,2,999,121
291881,1960,2,999,107
291881,1962,2,999,110
291881,1971,2,111,113
291887,1957,2,999,121
291887,1967,2,89,96
291887,1968,2,89,116
291887,1969,2,92,118
291887,1970,2,74,120
291887,1971,2,82,118
291887,1972,2,66,999
291887,1973,2,68,124
291887,1974,2,81,111
291887,1975,2,76,116
291887,1976,2,80,104
291887,1977,2,79,113
291887,1978,2,84,106
291887,1979,2,86,114
291887,1980,2,77,118
291887,1981,2,87,111
291887,1982,2,78,92
291887,1983,2,72,113
291887,1984,2,101,130
291887,1986,2,61,93
291910,1968,2,57,98
291910,1970,2,70,102
291910,1971,2,60,999
291910,1972,2,57,999
291910,1973,2,98,111
291910,1976,2,74,999
291910,1980,2,79,114
291910,1981,2,92,106
291939,1957,2,999,93
291939,1958,2,999,110
291939,1959,2,999,106
291939,1960,2,999,99
291939,1961,2,999,100
291939,1962,2,999,105
291939,1963,2,999,92
291939,1964,2,999,108
291939,1965,2,999,102
291939,1966,2,999,101
291963,1957,2,999,117
291963,1967,2,77,91
291963,1968,2,83,100
291963,1969,2,88,105
291963,1970,2,62,112
291963,1971,2,72,101
291963,1972,2,60,81
291963,1973,2,65,112
291963,1975,2,77,106
291963,1976,2,64,100
291963,1977,2,74,100
291963,1979,2,65,106
291963,1980,2,63,107
291963,1981,2,61,97
291963,1982,2,61,95
291963,1987,2,63,107
292030,1957,2,999,97
292030,1958,2,999,108
292030,1967,2,74,87
292030,1968,2,84,101
292030,1969,2,79,104
292030,1970,2,51,57
292030,1971,2,67,99
292030,1972,2,42,74
292030,1973,2,38,106
292030,1974,2,59,89
292030,1975,2,64,107
292030,1976,2,43,999
292030,1977,2,66,100
292030,1978,2,69,95
292030,1982,2,83,95
292030,1983,2,76,101
292384,1957,2,999,134
292384,1958,2,999,130
292384,1959,2,999,127
292384,1960,2,999,116
292384,1961,2,999,125
292384,1962,2,999,118
292384,1964,2,999,133
292384,1965,2,999,128
292510,1957,2,999,109
292510,1958,2,999,120
292510,1959,2,999,121
292510,1960,2,999,100
292510,1966,2,999,100
292837,1967,2,84,118
292837,1968,2,102,122
292837,1971,2,105,161
292837,1972,2,95,140
292837,1974,2,116,145
292837,1975,2,135,999
292837,1977,2,122,130
292837,1978,2,105,130
292837,1979,2,124,140
292837,1983,2,123,128
292848,1957,2,999,70
292848,1958,2,999,95
292848,1959,2,999,88
292848,1960,2,999,84
292848,1961,2,999,81
292848,1962,2,999,85
292848,1963,2,999,77
292848,1965,2,999,88
292848,1966,2,999,89
292848,1967,2,69,77
292848,1968,2,60,86
292848,1969,2,78,91
292848,1972,2,52,64
292848,1975,2,66,80
292848,1976,2,59,81
292848,1985,2,60,83
292848,1987,2,50,86
292854,1958,2,999,103
292854,1959,2,999,103
292854,1960,2,999,102
292854,1961,2,999,97
292854,1962,2,999,100
292854,1963,2,999,91
293060,1957,2,999,115
293060,1967,2,85,999
293060,1968,2,92,110
293060,1969,2,75,999
293060,1970,2,107,123
293060,1972,2,60,999
293060,1973,2,91,132
293060,1975,2,84,999
293060,1977,2,112,115
293060,1978,2,85,105
293060,1979,2,91,116
293060,1981,2,77,110
293060,1982,2,72,115
293060,1983,2,73,121
293060,1984,2,77,999
293060,1985,2,74,106
293060,1986,2,66,112
293060,1987,2,84,126
293060,1988,2,87,125
293060,1989,2,68,999
293060,1990,2,95,114
293060,1991,2,77,999
293060,1992,2,76,108
293060,1993,2,80,999
293134,1957,2,999,123
293134,1958,2,999,122
293134,1959,2,999,126
293134,1960,2,999,104
293134,1961,2,999,124
293134,1962,2,999,112
293134,1964,2,999,126
293134,1965,2,999,122
293225,1967,2,74,85
293225,1968,2,78,94
293225,1969,2,75,96
293225,1970,2,53,98
293225,1972,2,53,74
293225,1973,2,62,115
293225,1974,2,75,86
293265,1957,2,999,107
293265,1958,2,999,111
293265,1959,2,999,110
293265,1960,2,999,97
293265,1961,2,999,106
293265,1962,2,999,100
293265,1963,2,999,97
293265,1964,2,999,115
293265,1965,2,999,109
293294,1983,2,62,108
293294,1984,2,76,105
293294,1985,2,66,92
293294,1986,2,66,91
293294,1987,2,65,110
293294,1988,2,66,103
293294,1989,2,72,91
293294,1990,2,71,103
293294,1991,2,65,100
293294,1992,2,65,88
293340,1957,2,999,112
293340,1958,2,999,114
293340,1959,2,999,114
293340,1960,2,999,104
293340,1965,2,999,109
293340,1970,2,61,999
293340,1971,2,80,103
293340,1972,2,56,87
293340,1975,2,93,999
293340,1978,2,85,102
293340,1979,2,999,110
293340,1980,2,97,121
293340,1981,2,999,104
293340,1982,2,92,109
293340,1984,2,83,999
293340,1985,2,83,102
293340,1986,2,61,109
293340,1987,2,100,120
293340,1988,2,86,121
293340,1991,2,92,122
293340,1992,2,85,99
293340,1993,2,82,999
293530,1967,2,80,103
293530,1968,2,86,114
293530,1969,2,95,113
293530,1970,2,84,118
293530,1971,2,85,119
293530,1972,2,62,999
293530,1973,2,79,123
293530,1974,2,80,124
293530,1975,2,106,130
293530,1976,2,88,122
293530,1977,2,96,120
293530,1978,2,84,120
293530,1979,2,83,117
293530,1980,2,87,124
293530,1981,2,85,113
293530,1982,2,82,116
293530,1983,2,75,128
293530,1984,2,78,116
293530,1985,2,63,105
293530,1986,2,67,999
293530,1987,2,78,118
293530,1988,2,80,121
293530,1989,2,68,100
293530,1990,2,87,112
293530,1991,2,74,999
293530,1992,2,999,112
293530,1993,2,72,999
293969,1957,2,999,147
293969,1958,2,999,133
293969,1959,2,999,142
293969,1962,2,999,146
293969,1964,2,999,143
293969,1965,2,999,140
294009,1957,2,999,79
294009,1958,2,999,104
294009,1959,2,999,96
294009,1960,2,999,90
294009,1961,2,999,97
294009,1962,2,999,92
294009,1963,2,999,96
294009,1964,2,999,105
294009,1965,2,999,106
294009,1966,2,999,91
294009,1967,2,80,85
294009,1968,2,999,97
294009,1969,2,89,101
294009,1970,2,74,107
294009,1971,2,80,95
294009,1972,2,53,76
294009,1973,2,76,118
294009,1975,2,64,999
294009,1976,2,75,999
294009,1977,2,73,100
294009,1978,2,81,97
294009,1979,2,65,105
294009,1980,2,70,999
294009,1981,2,76,99
294009,1982,2,74,97
294009,1983,2,66,99
294009,1984,2,73,999
294009,1985,2,63,91
294009,1986,2,68,90
294009,1987,2,43,106
294009,1988,2,65,92
294009,1990,2,78,96
294009,1991,2,63,101
294009,1992,2,66,94
294009,1993,2,69,101
294026,1957,2,999,90
294026,1958,2,999,101
294026,1959,2,999,99
294026,1960,2,999,94
294026,1961,2,999,89
294026,1962,2,999,100
294026,1963,2,999,93
294026,1968,2,67,999
294026,1969,2,60,100
294089,1957,2,999,101
294089,1958,2,999,112
294089,1959,2,999,115
294089,1960,2,999,107
294089,1961,2,999,112
294089,1962,2,999,103
294089,1963,2,999,94
294089,1964,2,999,113
294089,1965,2,999,109
294089,1966,2,999,113
294089,1967,2,999,94
294089,1968,2,93,109
294089,1969,2,85,109
294089,1970,2,74,109
294089,1971,2,84,105
294089,1972,2,60,79
294089,1974,2,85,115
294089,1975,2,64,105
294089,1976,2,100,108
294089,1977,2,79,110
294089,1978,2,85,105
294089,1979,2,63,108
294089,1980,2,75,120
294089,1981,2,82,106
294089,1982,2,76,99
294089,1983,2,71,999
294089,1984,2,76,104
294089,1985,2,69,104
294089,1986,2,69,89
294089,1987,2,75,111
294089,1988,2,84,110
294089,1989,2,71,91
294089,1990,2,81,103
294089,1991,2,76,102
294089,1993,2,79,91
294346,1957,2,999,73
294346,1958,2,999,95
294346,1959,2,999,87
294346,1960,2,999,88
294346,1961,2,999,77
294346,1962,2,999,83
294346,1963,2,999,81
294346,1964,2,999,80
294346,1965,2,999,98
294346,1966,2,999,77
294346,1967,2,999,79
294346,1969,2,89,98
294346,1971,2,85,93
294346,1972,2,64,75
294346,1973,2,63,81
294346,1974,2,71,84
294346,1976,2,51,77
294346,1977,2,50,84
294346,1978,2,69,88
294346,1979,2,46,61
294346,1980,2,61,89
295073,1957,2,999,122
295073,1958,2,999,124
295073,1959,2,999,121
295073,1960,2,999,109
295073,1961,2,999,122
295073,1962,2,999,111
295073,1963,2,999,104
295073,1964,2,999,121
295073,1965,2,999,118
295073,1968,2,93,999
295204,1957,2,999,79
295204,1958,2,999,104
295204,1959,2,999,110
295204,1960,2,999,95
295204,1963,2,999,88
295583,1957,2,999,135
295583,1958,2,999,131
295583,1959,2,999,131
295583,1961,2,999,133
295583,1962,2,999,117
295583,1965,2,999,126
295583,1966,2,999,134
295583,1967,2,95,999
295583,1968,2,999,141
295583,1969,2,105,122
295583,1970,2,116,134
295583,1971,2,88,132
295583,1972,2,76,999
295583,1973,2,115,139
295617,1957,2,999,104
295617,1958,2,999,108
295617,1959,2,999,102
295617,1960,2,999,95
295617,1961,2,999,98
295617,1965,2,999,107
295617,1969,2,999,104
295617,1971,2,79,106
295617,1972,2,999,77
295685,1957,2,999,130
295685,1958,2,999,115
295685,1959,2,999,124
295685,1960,2,999,113
295685,1962,2,999,113
295685,1964,2,999,138
295685,1965,2,999,124
295754,1957,2,999,118
295754,1958,2,999,129
295754,1959,2,999,121
295754,1960,2,999,112
295754,1962,2,999,108
295754,1966,2,999,122
295754,1967,2,89,115
295754,1968,2,72,133
295754,1969,2,89,115
295754,1970,2,89,999
295754,1971,2,105,132
295754,1972,2,67,999
295754,1973,2,82,126
295754,1974,2,85,115
295754,1976,2,71,98
295754,1981,2,100,113
295754,1982,2,79,109
295754,1985,2,76,105
295754,1987,2,76,120
295754,1988,2,84,105
295754,1991,2,95,999
295800,1957,2,999,135
295800,1958,2,999,128
295800,1959,2,999,120
295800,1960,2,999,114
295800,1962,2,999,113
295800,1963,2,999,132
295800,1964,2,999,147
295800,1965,2,999,132
295800,1966,2,999,126
295800,1968,2,999,137
295800,1969,2,74,137
295800,1971,2,999,131
295800,1972,2,68,999
295800,1973,2,999,139
295834,1967,2,999,70
295834,1968,2,49,64
295834,1969,2,51,88
295834,1970,2,39,83
295834,1971,2,42,83
295834,1972,2,45,61
295834,1974,2,50,75
295834,1975,2,36,79
295834,1976,2,999,70
295834,1977,2,32,85
295834,1978,2,61,82
295834,1979,2,51,85
295834,1982,2,57,85
295960,1957,2,999,108
295960,1958,2,999,115
295960,1959,2,999,112
295960,1960,2,999,107
295960,1961,2,999,107
295960,1962,2,999,106
295960,1972,2,62,82
295960,1973,2,96,124
295960,1974,2,77,111
295960,1975,2,75,999
295960,1976,2,999,112
295960,1977,2,83,115
295960,1978,2,74,91
295960,1981,2,74,111
295960,1982,2,79,102
295960,1983,2,69,121
295960,1984,2,80,113
295960,1985,2,65,999
295960,1986,2,62,95
295960,1987,2,67,109
295960,1988,2,79,105
295960,1989,2,69,100
295960,1990,2,79,106
295960,1991,2,76,114
295960,1992,2,75,102
295960,1993,2,79,100
295960,2001,2,78,102
295960,2002,2,80,89
295960,2003,2,83,111
295965,1957,2,999,116
295965,1958,2,999,120
295965,1959,2,999,124
295965,1960,2,999,114
295965,1961,2,999,119
295965,1962,2,999,112
295965,1963,2,999,104
295965,1966,2,999,116
295965,1967,2,91,100
296028,1957,2,999,115
296028,1958,2,999,121
296028,1959,2,999,121
296028,1960,2,999,105
296028,1961,2,999,125
296028,1962,2,999,115
296028,1963,2,999,114
296028,1964,2,999,125
296028,1966,2,999,117
296028,1967,2,91,110
296028,1969,2,999,121
296028,1970,2,96,125
296028,1972,2,74,106
296619,1967,2,91,110
296619,1968,2,104,132
296619,1970,2,110,131
296619,1975,2,111,123
296619,1977,2,100,119
296619,1978,2,92,999
296659,1957,2,999,83
296659,1958,2,999,100
296659,1959,2,999,98
296659,1960,2,999,96
296659,1961,2,999,82
296659,1963,2,999,88
296659,1964,2,999,105
296659,1965,2,999,101
296659,1966,2,999,98
296659,1967,2,999,85
296659,1968,2,999,95
296659,1969,2,999,100
296659,1970,2,999,107
296659,1971,2,999,97
296659,1972,2,999,74
296659,1975,2,58,88
296659,1976,2,60,999
296659,1977,2,999,94
296659,1978,2,999,79
296659,1979,2,61,84
296659,1980,2,60,99
296659,1981,2,62,96
296659,1982,2,74,91
296659,1983,2,56,93
296659,1984,2,999,98
296659,1985,2,67,87
296659,1986,2,999,91
296659,1988,2,999,94
296659,1989,2,999,93
296659,1990,2,57,88
296659,1991,2,59,90
296659,1992,2,999,87
296659,1993,2,63,72
296705,1967,2,88,118
296705,1968,2,105,142
296705,1969,2,109,999
296705,1970,2,108,138
296705,1971,2,100,139
296705,1976,2,92,122
296705,1977,2,98,129
296705,1978,2,95,140
296705,1980,2,107,150
296854,1957,2,999,112
296854,1958,2,999,119
296854,1959,2,999,115
296854,1960,2,999,108
296854,1961,2,999,109
296854,1962,2,999,108
296854,1963,2,999,100
296854,1964,2,999,126
296854,1965,2,999,114
296854,1966,2,999,103
296854,1967,2,74,100
296854,1968,2,95,999
296854,1969,2,100,110
296854,1971,2,93,96
296854,1972,2,79,81
297254,1967,2,88,98
297254,1968,2,76,117
297254,1969,2,91,114
297254,1970,2,96,114
297254,1971,2,81,96
297254,1972,2,63,85
297254,1973,2,78,128
297386,1957,2,999,137
297386,1958,2,999,125
297386,1959,2,999,124
297386,1962,2,999,117
297386,1966,2,999,110
297386,1967,2,88,999
297423,1958,2,999,112
297423,1959,2,999,114
297423,1961,2,999,101
297423,1963,2,999,97
297423,1964,2,999,112
297423,1965,2,999,109
297423,1966,2,999,107
297423,1967,2,999,94
297423,1968,2,84,104
297423,1969,2,94,106
297638,1957,2,999,117
297638,1958,2,999,126
297638,1960,2,999,109
297638,1961,2,999,119
297638,1964,2,999,121
297867,1967,2,80,95
297867,1968,2,77,98
297867,1969,2,86,99
297867,1970,2,65,92
297867,1976,2,67,999
297867,1983,2,999,94
297867,1986,2,55,82
297867,1988,2,80,108
298072,1967,2,125,999
298072,1968,2,98,130
298072,1969,2,97,121
298072,1970,2,103,131
298072,1971,2,88,123
298324,1957,2,999,114
298324,1958,2,999,110
298324,1959,2,999,106
298324,1960,2,999,92
298324,1961,2,999,93
298324,1962,2,999,95
298324,1963,2,999,92
298324,1964,2,999,104
298324,1965,2,999,106
298324,1966,2,999,93
298415,1957,2,999,126
298415,1958,2,999,130
298415,1959,2,999,122
298415,1960,2,999,112
298415,1962,2,999,117
298415,1963,2,999,108
298415,1964,2,999,124
298415,1965,2,999,117
298518,1957,2,999,136
298518,1958,2,999,130
298518,1959,2,999,139
298518,1964,2,999,135
298518,1965,2,999,131
298518,1966,2,999,130
298518,1967,2,122,135
298518,1968,2,102,138
298518,1969,2,105,132
298518,1970,2,122,137
298518,1971,2,110,123
298518,1972,2,58,999
298518,1973,2,112,133
298650,1958,2,999,129
298650,1959,2,999,125
298650,1961,2,999,128
298650,1962,2,999,114
298650,1963,2,999,112
298650,1964,2,999,139
298650,1965,2,999,123
298650,1966,2,999,127
298650,1968,2,87,135
298650,1969,2,94,134
298650,1970,2,99,132
298650,1971,2,82,999
298650,1972,2,66,102
298650,1973,2,113,137
298650,1974,2,86,127
298650,1975,2,106,135
298668,1957,2,999,137
298668,1958,2,999,103
298668,1959,2,999,127
298668,1961,2,999,131
298668,1965,2,999,127
298668,1966,2,999,127
298668,1968,2,104,136
298668,1969,2,103,136
298668,1970,2,124,138
298668,1971,2,102,135
298668,1973,2,120,139
298845,1983,2,123,151
298845,1987,2,110,141
298845,1988,2,109,145
298845,1989,2,110,143
298845,1990,2,122,149
298845,1991,2,124,150
299330,1967,2,98,999
299330,1968,2,108,136
299330,1969,2,999,135
299330,1970,2,115,138
299330,1971,2,100,131
299330,1972,2,81,999
299330,1973,2,120,139
299370,1967,2,84,999
299370,1968,2,89,999
299370,1969,2,94,999
299370,1970,2,100,137
299370,1972,2,69,999
299370,1973,2,106,138
299370,1974,2,93,127
299448,1967,2,104,999
299448,1968,2,122,140
299448,1969,2,112,140
299448,1970,2,123,145
299448,1971,2,105,999
299448,1972,2,81,999
299448,1973,2,132,150
299508,1967,2,64,81
299508,1968,2,51,89
299508,1969,2,81,96
299508,1970,2,63,105
299508,1971,2,69,91
299508,1972,2,51,72
299508,1973,2,69,107
299508,1974,2,51,95
299508,1977,2,51,76
299508,1979,2,58,92
299840,1957,2,999,128
299840,1958,2,999,129
299840,1959,2,999,121
299840,1960,2,999,111
299840,1962,2,999,112
299840,1963,2,999,108
299840,1964,2,999,123
299840,1965,2,999,118
299840,1968,2,999,130
299840,1971,2,999,111
299840,1973,2,100,127
299840,1977,2,100,118
299840,1980,2,99,127
299840,1981,2,92,112
299840,1982,2,93,999
299840,1983,2,85,125
299840,1985,2,82,111
299840,1986,2,68,999
299840,1987,2,79,117
299840,1988,2,91,119
299840,1989,2,69,999
299840,1990,2,90,118
299840,1991,2,84,999
299840,1992,2,72,105
299840,1993,2,91,999
300023,1967,1,100,135
300023,1968,1,105,131
300023,1969,1,91,135
300023,1970,1,95,999
300023,1971,1,120,135
300023,1973,1,111,127
300023,1976,1,105,127
300023,1978,1,118,147
300023,1979,1,119,129
300023,1980,1,106,136
300023,1981,1,91,131
300023,1982,1,107,133
300023,1985,1,95,118
300023,1986,1,91,126
300083,1977,1,102,121
300083,1978,1,122,143
300083,1979,1,90,133
300083,1980,1,103,136
300083,1981,1,999,128
300083,1982,1,112,131
300083,1983,1,114,140
300083,1984,1,118,146
300083,1985,1,97,128
300083,1988,1,999,135
300083,1989,1,104,139
300083,1990,1,82,119
300083,1991,1,999,124
300083,1992,1,999,139
300083,1993,1,999,129
300083,1994,1,104,134
300083,1995,1,999,138
300083,1996,1,111,139
300083,1997,1,98,142
300083,1998,1,88,122
300083,1999,1,999,127
300083,2000,1,999,127
300083,2001,1,102,125
300083,2002,1,102,128
300083,2003,1,109,138
300085,1967,1,93,999
300085,1968,1,98,999
300085,1969,1,105,999
300085,1970,1,117,999
300085,1971,1,117,149
300085,1972,1,119,146
300085,1973,1,94,141
300085,1974,1,107,145
300085,1975,1,119,142
300085,1976,1,92,134
300085,1977,1,100,138
300085,1978,1,120,148
300085,1979,1,110,134
300085,1980,1,116,141
300331,1967,1,92,144
300331,1968,1,93,133
300331,1969,1,106,126
300331,1970,1,114,133
300331,1971,1,127,142
300331,1972,1,123,145
300331,1973,1,110,139
300331,1974,1,112,137
300331,1975,1,124,141
300331,1976,1,106,130
300331,1977,1,103,132
300331,1978,1,129,144
300331,1979,1,114,130
300331,1980,1,115,134
300331,1981,1,94,131
300331,1982,1,119,131
300331,1983,1,118,137
300331,1984,1,113,144
300331,1985,1,106,126
300331,1986,1,92,125
300360,1970,1,118,139
300360,1971,1,124,145
300360,1972,1,122,145
300360,1973,1,109,139
300360,1974,1,111,137
300360,1975,1,122,140
300360,1976,1,109,136
300360,1977,1,104,137
300360,1978,1,116,145
300360,1979,1,111,135
300360,1980,1,999,138
300889,1967,1,100,153
300889,1968,1,106,142
300889,1969,1,109,142
300889,1970,1,114,142
300889,1971,1,111,146
300889,1972,1,110,148
300889,1973,1,97,138
300889,1974,1,99,136
300889,1975,1,107,141
300889,1976,1,89,127
300889,1977,1,89,125
300889,1978,1,101,147
300889,1979,1,124,134
300889,1980,1,101,138
300889,1981,1,95,137
300889,1982,1,103,138
300889,1983,1,100,139
300889,1984,1,102,141
300889,1985,1,97,129
300889,1986,1,103,129
300889,1989,1,101,139
300889,1990,1,104,130
300889,1991,1,94,126
300889,1992,1,101,142
300889,1993,1,108,133
300889,1994,1,98,132
300889,1995,1,103,136
300889,1997,1,90,123
300889,1998,1,70,123
300889,1999,1,89,129
300889,2000,1,68,129
300889,2001,1,92,128
300889,2002,1,89,118
300889,2003,1,105,142
300937,1967,1,94,146
300937,1968,1,98,145
300937,1969,1,97,144
300937,1970,1,103,999
300937,1971,1,101,144
300937,1972,1,108,144
300937,1973,1,75,133
300937,1974,1,92,140
300937,1975,1,106,140
300937,1976,1,83,130
300937,1977,1,73,144
300937,1978,1,105,132
300937,1979,1,91,132
300937,1980,1,89,139
300937,1981,1,88,134
300937,1982,1,102,132
300937,1983,1,92,141
300937,1984,1,106,144
300937,1985,1,110,131
300937,1986,1,89,128
300937,1987,1,103,131
300937,1988,1,101,137
300937,1989,1,106,145
300937,1990,1,106,127
300937,1991,1,97,132
300937,1992,1,113,139
300937,1993,1,110,132
300937,1994,1,999,134
300937,1995,1,107,999
301185,1967,1,100,150
301185,1968,1,106,999
301185,1970,1,117,999
301185,1971,1,127,999
301185,1972,1,134,150
301185,1973,1,109,999
301185,1976,1,109,999
301185,1977,1,94,999
301185,1978,1,123,145
301185,1979,1,116,134
301185,1980,1,113,144
301185,1981,1,95,999
301185,1982,1,113,138
301185,1983,1,116,148
301185,1984,1,127,999
301185,1985,1,109,137
301185,1986,1,92,135
301185,1987,1,92,127
301185,1988,1,97,137
301185,1989,1,117,140
301185,1990,1,108,132
301185,1991,1,99,132
301185,1992,1,113,139
301185,1993,1,118,139
301185,1994,1,115,148
301185,1995,1,113,145
301185,1996,1,120,142
301185,1997,1,118,149
301185,1998,1,89,127
301185,1999,1,112,137
301185,2000,1,104,999
301207,1967,1,100,147
301207,1968,1,101,148
301207,1969,1,105,129
301207,1970,1,108,131
301207,1971,1,110,140
301207,1972,1,116,139
301207,1973,1,106,131
301207,1974,1,107,131
301207,1975,1,119,136
301207,1976,1,106,119
301207,1977,1,105,123
301207,1978,1,999,141
301207,1979,1,999,127
301207,1983,1,119,139
301207,1986,1,99,110
301401,1967,1,103,999
301401,1968,1,106,148
301401,1969,1,111,153
301401,1970,1,116,149
301401,1971,1,128,152
301401,1972,1,135,151
301401,1973,1,114,145
301401,1974,1,113,153
301401,1975,1,124,140
301401,1976,1,101,138
301401,1977,1,111,140
301401,1978,1,128,145
301401,1979,1,128,136
301401,1980,1,122,146
301401,1981,1,101,110
301401,1982,1,116,139
301401,1983,1,120,147
301401,1984,1,120,147
301401,1985,1,111,142
301401,1987,1,99,137
301401,1988,1,107,142
301401,1989,1,121,140
