Station,Year,Day,Date,Time,Latitude,Longitude,Depth,Secchi,Temp,Co0,SpCo0,BeamAtten,Transmission,chla,PC,PAR,DO,au.chl,AquaFluor_PC,AquaFluor_CHL,Turbidity,TP,TDP,SRP,NH4,NO3,SiO2,Cl,TSS,VSS,POC,PON,DOC,ExChla,ExPC,pMC,dMC,pMC_LC_MS,TCyanos_cells,TCyanos_volume
WE13,2014,8-Sep,9/8/14,11:49,41.7418,83.1365,8,1.2,,,,,,,,,,0.26,2.05,74.43,4.97,21.07,2.91,0.45,2.22,0.07,,,6.43,3.19,1.18,0.22,2.69,13.09,9.21,1.4,0.09,,,
WE2,2014,15-Sep,9/15/14,9:51,41.7636,83.331,5.2,0.7,19.3,240.2,270.9,,,,,73,7.27,0.26,1.32,55.38,10.2,57.64,25.57,20.21,10.97,0.14,,,11.46,2.58,31.68,5.91,3.94,13.72,9.1,0.7,0.87,,,
WE4,2014,15-Sep,9/15/14,12:14,41.8266,83.1939,8,3,19.6,206.7,231.8,,,,,64,7.48,0.11,0.23,39.55,2.22,15.41,6.4,2.85,11.83,0.19,,,2.83,0.93,0.9,0.14,2.53,3.94,0.91,0.1,0.1,,,
WE6,2014,15-Sep,9/15/14,10:17,41.711,83.3813,2.1,1.4,18.2,365,422.2,,,,,120,6.4,0.48,0.6,66.51,5.47,101.56,71.5,61.38,201.69,0.4,,,4.74,2.3,2.22,0.21,6.8,12.06,1.38,0.4,0.42,,,
WE8,2014,15-Sep,9/15/14,13:00,41.8342,83.3627,4.1,,19.3,263,296.9,,,,,60,7.29,0.43,1.01,70.2,12.2,64.24,22.77,15.22,10.13,0.15,,,11.56,4.62,0.31,0.06,5.05,19.37,13.5,1.4,1.23,,,
WE12,2014,15-Sep,9/15/14,11:16,41.7038,83.2608,5.8,0.4,18.4,254.5,293.1,,,,,130,7.54,0.56,1.84,70.8,15,66.24,18.14,12.1,0,0.14,,,15.24,5.72,1.15,0.21,4.36,18.49,4.78,1.3,1.04,,,
WE13,2014,15-Sep,9/15/14,11:49,41.7406,83.1408,8.1,1.4,20.6,223.4,245,,,,,114,9.11,0.28,0.47,39.13,5.2,29.4,6.44,1.7,0.73,0.14,,,6.35,2.27,1.95,0.31,2.91,11.96,8.92,0.6,0.2,,,
WE2,2014,23-Sep,9/23/14,10:03,41.7638,83.3321,4.9,,18.4,241.9,278.9,,,,,455,9.68,0.16,1.07,35.92,9.42,65.63,24.95,21.22,12.85,0.15,,,14.91,3.58,1.33,0.25,3.68,12.64,30.84,1.35,1.4,,,
WE4,2014,23-Sep,9/23/14,12:58,41.8269,83.1948,7.8,,17.9,192.7,224.8,,,,,162,7.89,0.1,0.3,24.93,1.87,9.86,1.9,0,0.59,0.18,,,2.41,1.25,0.33,0.06,2.37,2.62,0.49,0.3,0.1,,,
WE6,2014,23-Sep,9/23/14,10:55,41.7105,83.3819,2.3,,16.9,276.9,330.5,,,,,70,8.19,0.25,0.8,42.3,6.59,62.62,33.19,27.86,15.92,0.2,,,4.51,2.69,1.18,0.22,4.2,12.88,17.46,3.7,1.3,,,
WE8,2014,23-Sep,9/23/14,13:48,41.8349,83.3627,4,,19.7,295.7,330.4,,,,,580,7.77,0.59,6.01,127.06,30.7,110.77,13.65,6.75,0.02,0.15,,,20.9,11.15,4.77,0.79,4.38,52.59,112.53,6,1.9,,,
WE12,2014,23-Sep,9/23/14,11:34,41.7033,83.2583,5.8,,17.9,233.2,271.5,,,,,951,8.15,0.13,1.7,59.36,11,60.63,21.34,17.39,3.14,0.15,,,8.23,3.03,1.77,0.32,3.36,16.97,17.55,0.9,0.9,,,
WE13,2014,23-Sep,9/23/14,12:18,41.7397,83.1444,8.1,,19,220.4,250.3,,,,,1553,8.31,0.24,0.48,27.62,3.12,20.2,5.28,2.41,3.86,0.2,,,3.47,1,0.47,0.07,2.42,5.07,0.97,0.1,0.1,,,
WE2,2014,29-Sep,9/29/14,10:05,41.7647,83.3351,4,0.6,19.4,281.6,317.4,3.6,40,,,22,9.59,1.04,6.68,194.5,22.1,133.6,10.18,2.25,0,0.15,,,18.76,13.66,5.84,1.07,3.04,66.63,205.5,4.2,0.6,,,
WE4,2014,29-Sep,9/29/14,12:17,41.8268,83.1947,7.9,2.1,19.9,241.4,269,0.9,79,,,100,8.81,0.34,0.21,66.18,4.34,17.68,3.91,0,0.33,0.19,,,2.38,1.57,0.82,0.14,2.72,9.21,3.65,0.2,0,,,
WE6,2014,29-Sep,9/29/14,10:30,41.7098,83.3827,2,0.5,20,300.4,333.9,6,22,,,333,9.07,1.06,6.43,190.9,17.7,67.47,6.79,0,0.1,0.14,,,18.37,9.77,4.31,0.63,4.72,45.89,22.51,1.7,1,,,
WE8,2014,29-Sep,9/29/14,12:53,41.8363,83.3605,4.2,0.2,20.9,275.1,299.3,6.9,18,,,18,9.7,1.4,9.62,275.09,48.3,178.74,6.89,0,0,0.14,,,29.45,23.6,11.73,1.68,3.94,109.66,86.38,7,0.7,,,
WE12,2014,29-Sep,9/29/14,11:10,41.7031,83.2591,5.9,0.8,19.5,247.7,278.1,4.1,36,,,291,8.3,1.26,7.74,240.14,31.9,69.57,11.32,7.98,0.44,0.14,,,11.42,6.13,3.03,0.48,3.48,22.25,21.87,0.6,0.5,,,
WE13,2014,29-Sep,9/29/14,11:48,41.7376,83.1418,8.1,0.6,20.1,229.4,254.2,2.1,60,,,583,9.92,0.39,3.44,91.36,12.6,96.29,2.31,0.19,0,0.16,,,21.08,19.36,7.72,1.4,2.67,94.45,110.03,0.2,0.1,,,
WE2,2014,6-Oct,10/6/14,10:21,41.7633,83.3324,4.7,0.9,15.3,223,276.6,4.6,32,,,137,8.69,0.13,1.34,36.73,9.88,53.34,13.96,12.65,11.18,0.15,,,7.6,3,1.56,0.21,3.12,8.06,6.24,0,0.3,,,
WE4,2014,6-Oct,10/6/14,12:37,41.8261,83.1954,7.9,1.5,15.4,185.3,229.5,2.4,55,,,273,8.69,0.04,0.4,13.1,4.87,20.73,6.14,6.84,23.01,0.19,,,6.08,0.69,0.4,0.06,2.13,1.18,0.36,0.1,0,,,
WE6,2014,6-Oct,10/6/14,10:53,41.7108,83.3806,2.2,0.4,13,309.8,407.3,9.5,9,,,23,8.12,1.2,9.45,350.75,26.8,128.71,7.87,1.52,0,0.37,,,25.5,10.65,4.49,0.84,5.51,91.22,30.92,2.5,0.5,,,
WE8,2014,6-Oct,10/6/14,13:17,41.8341,83.3611,4.4,0.5,14.7,240.1,302.1,7.5,15,,,25,9.62,0.3,2.29,52.75,22.8,74.18,15.61,14.83,3.8,0.15,,,21.34,5.06,2,0.4,3.85,18.5,9.54,0.2,0.6,,,
WE12,2014,6-Oct,10/6/14,11:22,41.704,83.2574,5.9,0.6,15.5,225.1,278.2,5.4,26,,,172,7.34,0.14,0.85,42.28,11.5,39.57,11.87,12.57,36.39,0.17,,,13.26,1.96,0.71,0.12,3.05,3.97,0.5,0,0.2,,,
WE13,2014,6-Oct,10/6/14,12:04,41.7429,83.1443,8.3,1,15.4,213.1,263.6,2,60,,,201,8.01,0.11,0.45,30.73,5.42,24.76,3.94,4.11,27.28,0.19,,,4.47,0.87,0.58,0.1,2.82,4.94,6.75,0.5,0.2,,,
WE2,2014,15-Oct,10/15/14,10:09,41.7625,83.3325,5,0.7,14.2,228,291,4.9,29,,,49,7.75,0.22,0.98,51.79,10.3,48.77,17.24,10.19,9.31,0.15,,,11.9,2.18,1.1,0.14,3.99,6.85,0.94,0.45,0.3,,,
WE4,2014,15-Oct,10/15/14,12:13,41.8268,88.194,8,1.5,14.6,225.4,284.5,2.1,59,,,144,9.02,0.09,0.4,23.89,5.16,40.08,21.03,13.02,24.25,0.16,,,6.19,1.32,0.6,0.1,4.25,4.15,2.71,0.54,0.2,,,
WE6,2014,15-Oct,10/15/14,10:40,41.7117,83.3809,2.6,0.7,14.7,239.7,301.7,5.5,25,,,444,8.95,0.38,1.26,86.14,15.8,64.29,6.82,1.09,2.37,0.15,,,16.19,5.19,1.95,0.31,4.55,26.3,15.11,0.62,0.3,,,
WE8,2014,15-Oct,10/15/14,12:48,41.8339,83.3527,4,0.4,14.7,266,334.6,9.8,9,,,50,8.94,1.73,43.83,346.9,112,1393.59,7.98,0.25,0,0.14,,,90.9,73.1,31.68,5.91,4.85,466.5,673.18,4.89,0.4,,,
WE12,2014,15-Oct,10/15/14,11:11,41.704,83.2616,5.7,0.7,14.6,205,258.9,6.2,21,,,372,8.6,1.53,1.17,57.62,11.1,51.13,18.23,11.27,6.54,0.15,,,12.64,2.12,0.9,0.14,2.91,4.11,0.39,0.3,0.1,,,
WE13,2014,15-Oct,10/15/14,11:43,41.741,83.1441,8.3,2.5,14.7,187.8,236.8,1.1,77,,,336,8.81,0.07,0.1,17.11,2.29,19.55,7.5,5.18,9.62,0.19,,,3.43,0.92,0.31,0.06,2.2,1.64,1.47,0.24,0.1,,,
WE2,2014,20-Oct,10/20/14,10:11,41.7638,83.3309,4.8,1,12.5,223.3,297.6,6.9,26,,,67,8.97,0.14,0.56,33.2,6.58,44.3,15.96,9.16,6.57,0.16,,,7.75,2.33,0.77,0.13,3.67,7.23,2.12,0,0.46,,,
WE4,2014,20-Oct,10/20/14,12:11,41.8263,83.1959,7.7,1.7,13.1,175.5,230.3,0.8,83,,,466,9.54,0.07,0.16,22.72,2.83,11.93,2.6,0.29,7.66,0.2,,,3.67,0.36,0.23,0.04,1.98,1.39,0.23,0,0.15,,,
WE6,2014,20-Oct,10/20/14,10:45,41.7114,83.3788,2.3,0.9,12.1,307.6,414.6,3.4,43,,,108,8.86,0.97,1.65,125.93,14.7,83.82,15.92,5.42,6.71,0.43,,,11.07,4.57,2.05,0.37,5.62,19.37,9.45,0,0.7,,,
WE8,2014,20-Oct,10/20/14,12:49,41.8337,83.3603,4.2,0.5,13.3,261.5,341.1,7.1,17,,,166,8.32,0.39,1.94,84.03,19.3,81.61,9.5,2.43,4.49,0.15,,,20.1,5.13,2.32,0.51,4.58,2.07,1.04,0.12,0.8,,,
WE12,2014,20-Oct,10/20/14,11:14,41.7045,83.2611,5.6,0.7,13,209.9,276.4,4.6,32,,,162,8.62,0.23,0.88,39.02,9.13,45.17,20.68,13.27,5.18,0.16,,,9.7,1.4,0.5,0.11,3.2,5,0.54,0,0.38,,,
WE13,2014,20-Oct,10/20/14,11:43,41.7422,83.1373,8.2,3,13.3,200,261.2,0.7,84,,,978,9.04,0.1,0.2,26.88,2.3,24.05,15.29,10.38,12.25,0.19,,,3.11,0.69,0.26,0.05,2.61,2.14,1.01,0,0.26,,,
WE2,2014,27-Oct,10/27/14,10:15,41.7628,83.3301,5,1.7,12.1,219.4,295.5,3.1,46,,,241,9.07,0.15,0.57,42.93,5.99,38.93,18.56,8.52,3.72,0.16,,,8.45,1.45,0.49,0.06,3.24,3.26,0.12,0,0.28,,,
WE4,2014,27-Oct,10/27/14,12:43,41.8259,83.1946,8.1,3.5,12.2,188.3,253.2,,,,,179,8.9,0.04,0.03,17.31,0.76,11.86,7.72,3.05,58.2,0.2,,,0.82,0.22,0.14,0.01,2.16,1.14,0,0,0,,,
WE6,2014,27-Oct,10/27/14,10:55,41.71,83.3784,2.6,0.9,11.6,275.5,376.1,3.2,45,,,451,9.06,0.83,1.09,94.15,6.27,47.29,16.71,6.01,8.13,0.23,,,7.85,1.96,0.93,0.13,4.63,10.35,0.78,0,0.35,,,
WE8,2014,27-Oct,10/27/14,13:21,41.8363,83.3556,4.6,1.5,12.3,231.5,310.1,0.6,86,,,213,8.08,0.2,0.09,24.32,2.38,25.25,17.76,7.59,8.85,0.15,,,3.01,0.81,0.33,0.04,3.99,2.16,0.1,0,0.38,,,
WE12,2014,27-Oct,10/27/14,11:30,41.7038,83.2607,6,0.9,12.2,209.5,281.9,3.1,46,,,230,8.74,0.19,0.56,47.63,6.17,31.33,15.33,6.56,0,0.16,,,6.9,1.19,0.5,0.07,3.08,4.91,0.17,0,0.19,,,
WE13,2014,27-Oct,10/27/14,12:00,41.7411,83.1346,8.5,2.1,12.3,177,237.3,0.6,85,,,243,9.36,0.12,0.11,45.2,1.83,13.24,6.17,1.99,11.14,0.18,,,2.19,0.59,0.27,0.03,2.04,2.68,0,0,0,,,
WE2,2014,3-Nov,11/3/14,10:56,41.7627,83.3308,4.6,0.2,8.9,197.5,291.2,19.1,1,,,176,9.59,0.14,3.22,63.71,36.2,95.91,23.54,15.6,69.57,0.2,,,36.6,4.2,1.28,0.12,2.96,2.97,0.06,0,0.14,,,
WE6,2014,3-Nov,11/3/14,11:38,41.7142,83.3748,2.6,0.2,7.4,233.4,359.9,24.3,0,,,62,10.5,0.43,6.66,138.99,73.4,185.56,27.63,15.37,62.53,0.24,,,75.4,6,1.78,0.22,3.94,7.6,0.04,0,0.23,,,
WE8,2014,3-Nov,11/3/14,13:12,41.8356,83.3592,4.1,0.3,9.2,205.4,300.4,8.9,11,,,548,10.01,0.19,1.49,61.25,16.1,61.57,25.18,14.87,41.37,0.18,,,19.02,2.36,0.95,0.14,3.46,3.65,0.06,0,0.18,,,
WE12,2014,3-Nov,11/3/14,12:15,41.7032,83.2593,5.7,0.2,9.2,199.8,292,24.5,0,,,9,10.67,0.42,9.25,148.03,105,216.95,22.23,13.96,11.73,0.18,,,100.2,7.5,3.94,0.63,3.03,7.35,0.19,0,0.16,,,
