Station,Year,Day,Date,Time,Latitude,Longitude,Depth,Secchi,Temp,Co0,SpCo0,BeamAtten,Transmission,chla,PC,PAR,DO,au.chl,AquaFluor_PC,AquaFluor_CHL,Turbidity,TP,TDP,SRP,NH4,NO3,SiO2,Cl,TSS,VSS,POC,PON,DOC,ExChla,ExPC,pMC,dMC,pMC_LC_MS,TCyanos_cells,TCyanos_volume
WE6,2012,20-Aug,8/20/12,11:45,41.7047,83.385,2.8,0.9,,,,,,,,,,,,,,79.74,13.98,1.33,2.94,0.17,,,13.7,8,4.26,0.83,5.14,84.78,469.47,0.26,,0.09,3266351,35708
WE8,2012,20-Aug,8/20/12,10:20,41.8402,83.3661,4.5,0.8,,,,,,,,,,,,,,48.66,9.24,0.57,1.29,0,,,13.23,7.4,3.45,0.62,3.56,54.36,301.18,0.22,,1.38,2962130,102831
WE 2012.5,2012,20-Aug,8/20/12,11:50,41.7039,83.386,2.8,,,,,,,,,,,,,,,84.18,14.6,0.92,3.47,0.12,,,,,4.84,0.94,,95.98,592.55,0.31,,0.08,,
WE2,2012,29-Aug,8/29/12,10:35,41.7297,83.3294,5.6,0.8,23.7,,,,,,,,,,,,,57.68,10.27,0.59,1.05,0,,,14.07,9.87,5.04,1.02,3.62,92.1,692.8,0.64,,0.04,29120180,1704942
WE4,2012,29-Aug,8/29/12,10:09,41.8285,83.1976,8.7,2.7,23.1,,,,,,,,,,,,,23.9,8.78,4.72,37.21,0.23,,,4.16,1.5,0.41,0.09,1.99,4.88,1.49,0.08,,0.01,14977,758
WE6,2012,29-Aug,8/29/12,10:56,41.7044,83.3882,2.7,0.4,23.9,,,,,,,,,,,,,78.27,11.79,0.72,1.71,0,,,28.33,14.2,6.08,1.15,5,112.16,400.79,0.79,,0.21,51664693,2993551
WE8,2012,29-Aug,8/29/12,9:40,41.8346,83.3647,4.7,1,24.7,,,,,,,,,,,,,42.31,10,1.76,67.27,0.06,,,8.62,3.38,1.36,0.25,3.95,19.56,60.41,0.49,,0.01,3922653,15029
WE2,2012,5-Sep,9/5/12,13:47,41.7556,83.3222,5.3,0.5,25.5,,,,,,,,,,,,,103.5,17.13,5.6,40.15,0.08,,,17.5,10.67,4.36,0.78,,84.11,118.8,4.63,,0.57,1354145,3622
WE4,2012,5-Sep,9/5/12,13:18,41.8265,83.1935,7.8,2,25.2,,,,,,,,,,,,,21.75,4.22,0.41,3,0.13,,,3.54,2.18,1.08,0.17,2.19,15.97,5.53,0.41,,0.01,312372,6002
WE6,2012,5-Sep,9/5/12,14:10,41.7123,83.3832,2.4,0.6,25.4,,,,,,,,,,,,,44.45,6.45,0.48,0.99,0,,,14.23,5.6,2.37,0.34,3.47,29.48,12.53,1.37,,0.04,30191971,530419
WE8,2012,5-Sep,9/5/12,14:39,41.8366,83.3598,4.8,0.6,25.3,,,,,,,,,,,,,75.2,21.99,8.93,135.8,0.09,,,10.87,6.77,3.02,0.55,4.19,49.08,64.5,3.18,,0.08,614224,2200
WE 2012.6,2012,5-Sep,9/5/12,11:00,41.4833,82.6983,5.5,0.5,25.2,,,,,,,,,,,,,99.69,25.54,16.58,0.82,0,,,,,3.46,0.61,,65.84,32.87,3.51,,0.07,,
WE 2012.7,2012,5-Sep,9/5/12,11:54,41.5606,82.9072,5,1.9,25.2,,,,,,,,,,,,,23.41,13.04,7.69,6.66,0.01,,,,,0.65,0.14,,5.21,2.61,2.06,,0,,
WE2,2012,12-Sep,9/12/12,9:44,41.7619,83.3287,4.6,1,21.4,,,,,,,,,,,,,38.35,13.58,3.92,0.76,0.43,,,8.65,2.25,1.24,0.2,,18.93,6.49,0.06,,0,906448,6897
WE4,2012,12-Sep,9/12/12,9:08,41.827,83.194,7.5,2.7,21.7,,,,,,,,,,,,,12.86,2.07,0.12,1.41,0.48,,,2.16,0.72,0.47,0.08,2.07,5.29,1.21,0.35,,0,1850695,7724
WE6,2012,12-Sep,9/12/12,8:33,41.8389,83.3629,3.7,0.5,24.2,,,,,,,,,,,,,85.27,20.13,9.34,0.68,0.41,,,21,9.23,4.18,0.54,4.73,37.58,19.04,0.94,,0.56,20083069,350924
WE8,2012,12-Sep,9/12/12,10:08,41.7085,83.3827,2,0.5,20.7,,,,,,,,,,,,,91.01,15.17,5.62,0.43,0.4,,,31.47,7.33,4.08,0.66,4.06,48.62,26.57,3.07,,0.11,655137,29931
WE2,2012,17-Sep,9/17/12,11:06,41.7636,83.3272,4.6,1,20.7,,,,,,,,,,,,,39.98,17.22,8.27,0.86,0,,,12.13,2.58,0.47,0.12,3.47,10.78,3.11,0.78,,0,,
WE4,2012,17-Sep,9/17/12,10:31,41.8264,83.1936,7.6,2.2,21.1,,,,,,,,,,,,,16.42,16.54,0.28,2.35,0.1,,,3.29,1.65,0.79,0.13,2.11,11.87,11.29,0.18,,0.01,,
WE6,2012,17-Sep,9/17/12,12:17,41.7071,83.385,2.1,0.7,20.1,,,,,,,,,,,,,68.27,2.9,6.28,1.34,0.01,,,17.1,7.17,2.06,0.41,4.87,29.61,14.49,1.29,,0.32,,
WE8,2012,17-Sep,9/17/12,10:02,41.8382,83.3639,3.7,0.6,20.4,,,,,,,,,,,,,60.99,15.4,8.91,2.21,0,,,21.83,4.37,1.9,0.28,4.05,13.63,4.83,0.34,,0.01,,
WE2,2013,29-May,5/29/13,10:27,41.764,83.3275,4.9,0.6,18.28,245.9,289.2,7.4,15.8,2.25,1809,390,7.67,0.26,1.5,58.27,16.1,45.93,11.82,5.84,23.32,0.92,,,18.7,2.1,0.6,0.1,,4.96,0.31,0,,,11530,15
WE4,2013,29-May,5/29/13,9:50,41.8267,83.193,7.8,1.5,19.8,250,296.2,2.5,53.6,1.67,3387,1228,7.64,0.22,0.25,31.02,4.36,15.58,4.7,0.96,13.07,0.9,,,5.47,1,0.32,0.06,,4.34,0.19,0,,,0,0
WE6,2013,29-May,5/29/13,10:57,41.7134,83.3804,1.9,1.6,18.48,342.1,391.3,2.9,48.7,1.79,1978,338,7.57,0.18,0.68,33.56,8.44,48.51,33.01,19.76,62.95,2.42,,,12.8,1.88,0.42,0.06,,2.15,0.39,0,,,0,0
WE8,2013,29-May,5/29/13,9:13,41.8343,83.3633,3.9,1,20.33,328.7,379.8,4.5,33,2.4,1161,222,7.6,0.23,1.08,43.17,9.98,37.85,18.68,10.33,40.25,2.11,,,10.07,1.67,0.45,0.07,,3.65,0.32,0,,,0,0
WE2,2013,10-Jun,6/10/13,12:05,41.764,83.3275,4.9,1,19.14,391.5,436.9,18.3,1,5.01,2450,35,7.61,0.64,2.93,,32.8,109.72,46.1,31.28,122.02,4.52,,,30.07,3.87,1.1,0.17,5.86,11.81,2.67,0,,,711558,41169
WE4,2013,10-Jun,6/10/13,12:37,41.8272,83.1935,7.9,1.4,21.84,235.9,271.3,4.5,32.2,4.01,1095,142,7.51,0.39,0.67,,7.13,26.36,16.75,2.07,17.55,0.65,,,8.95,1.58,0.54,0.09,2.7,9.83,0.56,0,,,0,0
WE6,2013,10-Jun,6/10/13,11:42,41.7144,83.3805,2.4,0.5,20.66,309.4,341.2,11.6,5.6,9.2,1988,51,7.65,1.08,1.91,,21.5,58.18,8.66,1.02,7.34,1.34,,,24.5,2.83,1.22,0.18,4.26,23.39,3.45,0,,,247532,14357
WE8,2013,10-Jun,6/10/13,14:00,41.8353,83.3631,4,0.7,23.47,266.1,301.3,9.9,8.4,2.86,978,39,7.45,0.24,1.25,,15.7,48.33,15.9,8.31,23.02,1.06,,,17.77,2.3,0.69,0.1,3.12,5.3,0.36,0,,,0,0
WE2,2013,17-Jun,6/17/13,11:32,41.7643,83.3269,5.1,2,23.19,251.9,268.9,2,60.7,3.52,1002,167,7.25,0.52,0.42,60.4,2.52,17.47,4.15,0.23,3.55,0.58,,,4.46,2.15,0.96,0.12,2.71,17.66,0.96,0,,,0,0
WE4,2013,17-Jun,6/17/13,10:58,41.8282,83.1951,8,3,23.63,217.4,238.1,1.7,65.4,1.5,667,319,7.93,0.34,0.27,43.73,1.88,8.72,3.11,0,2.63,0.48,,,2.01,0.67,0.34,0.05,2.21,4.18,0.37,0,,,0,0
WE6,2013,17-Jun,6/17/13,11:53,41.7099,83.3811,2.3,1.5,23.09,408,420.9,3.5,42.5,17.5,2270,1077,8.07,2.52,1.25,299.7,4.74,51.57,11.82,0.59,4.13,6.21,,,6.87,3.65,1.68,0.26,5.88,47.69,8.45,0.44,,,922085,53481
WE8,2013,17-Jun,6/17/13,10:24,41.8346,83.3645,4,2.5,25.57,296,307,1.3,72.8,1.51,735,300,7.78,0.24,0.28,20.85,2.54,15.38,5.92,0.91,32.27,0.89,,,2.4,0.77,0.29,0.04,3.28,3.42,1.8,0.15,,,450828,25282
WE2,2013,24-Jun,6/24/13,11:13,41.7639,83.3266,5,2,24.2,319.3,328.3,1.7,65.7,1.8,1369,392,7.05,0.22,0.43,27.28,3.66,22.86,13.21,4.35,41.98,1.55,,,3.63,0.8,0.26,0.05,3.66,4,0.3,0.02,,,2972,193
WE4,2013,24-Jun,6/24/13,10:36,41.8272,83.1954,7.9,3.3,22.08,255.5,265.7,1.6,66.9,2.64,879,1181,7.99,0.49,0.25,56.96,1.21,14.52,4.43,0.39,4.54,0.54,,,2.61,1.41,0.63,0.09,2.48,10.76,0.61,0,,,4517,44
WE6,2013,24-Jun,6/24/13,12:44,41.7119,83.3795,2.5,2.5,21.73,430.7,425.7,1.1,76,1.93,698,371,6.27,0.22,0.33,35.22,2.65,44.87,31.28,17.6,104.56,6.23,,,2.49,0.76,0.28,0.05,5.95,3.27,0.41,0,,,0,0
WE8,2013,24-Jun,6/24/13,10:02,41.8343,83.3631,4,2,21.84,333.9,339.3,1.2,73.5,1.12,809,896,8.03,0.12,0.48,24.38,2.82,25.17,15.45,7.04,56.67,1.97,,,2.61,0.43,0.2,0.03,3.87,1.64,0.22,0.01,,,0,0
WE2,2013,3-Jul,7/3/13,10:52,41.7638,83.3283,5.1,0.4,21.75,271.4,288.2,17.3,1.3,2.23,1470,485,6.29,0.21,2.29,114.8,30.5,82.77,26.31,17.94,51.32,1.23,,,49.3,4,1.03,0.17,3.02,6.08,0.76,0,,,0,0
WE4,2013,3-Jul,7/3/13,10:22,41.8278,83.1944,8.4,1,23.34,239.8,256.5,5.3,26.3,1.25,2251,638,7.72,0.1,0.75,19.96,8.28,32.09,15.6,9.12,52.1,0.6,,,8.83,0.93,0.38,0.06,2.42,3.3,0.19,0,,,0,0
WE6,2013,3-Jul,7/3/13,11:13,41.7085,83.3812,2.7,0.4,23.01,397.4,424.2,13.4,3.5,2.88,1382,414,6.98,0.3,1.75,57.96,22.7,120.36,74.3,57.87,150.31,6.25,,,36.35,3.6,0.88,0.13,5.26,5.67,0.73,0.06,,,32539,1874
WE8,2013,3-Jul,7/3/13,9:46,41.8344,83.3633,4.7,1.2,24.16,301.2,322,3.5,42.1,1.8,836,530,6.67,0.15,0.58,31.76,6.98,47.14,33.35,24.32,71.04,2.4,,,6.86,0.91,0.33,0.05,3.56,2.77,0.29,0,,,0,0
WE2,2013,8-Jul,7/8/13,10:59,41.764,83.3276,5.4,2,24,268.3,277.4,2,61.1,3.68,1105,346,7.8,0.36,0.61,79.61,3.78,32.83,17.04,9.59,6,0.95,,,3.63,0.73,0.4,0.08,3.1,9.58,0.62,0,,,121240,437
WE4,2013,8-Jul,7/8/13,10:28,41.8275,83.1957,7.9,3,27.48,250.3,260.7,1.8,64.2,4.68,1203,296,7.07,0.49,0.44,63.2,1.83,18.83,4.53,0.45,18.85,0.5,,,2.7,2.82,0.63,0.11,2.59,13.45,1.53,0.01,,,2477595,120920
WE6,2013,8-Jul,7/8/13,11:20,41.7101,83.3832,2.3,1.3,26.44,444.2,451.7,0.9,80.3,1.36,666,275,7.9,0.18,0.18,26.07,2.22,83.22,80.82,61.68,142.33,6.27,,,1.54,0.29,0.15,0.03,5.81,0.71,0.21,0,,,55071,2820
WE8,2013,8-Jul,7/8/13,9:54,41.8339,83.3636,4,2.5,27.51,387.2,395.1,1.4,70.2,2.48,882,206,7.38,0.28,0.29,38.5,2.41,48.14,38.41,24.52,38.21,3.55,,,3.16,0.79,0.31,0.06,4.9,6.19,1.05,0.01,,,36030,720
WE2,2013,15-Jul,7/15/13,13:44,41.7638,83.3284,5.1,1,27.81,401.2,382.2,4.3,33.9,7.81,1486,1039,7.75,1.25,0.92,223,7.51,64.22,31.08,18.3,3.57,6.17,,,9.88,3.09,1.49,0.2,5.24,45.92,2.88,0.27,,,1937185,96859
WE4,2013,15-Jul,7/15/13,12:30,41.8277,83.1942,7.9,2.5,26.9,299.9,291.4,1.3,72.2,2.58,1060,393,7.81,0.29,0.39,28.27,1.22,15.14,6.3,0.44,1.26,0.97,,,1.74,1.03,0.47,0.08,3.83,17.28,1.33,0.26,,,1426,15
WE6,2013,15-Jul,7/15/13,14:08,41.7076,83.3833,2.5,1,29.74,377.4,359.3,5,28.7,14.27,2308,177,7.97,1.92,1.24,324.5,6.01,60.36,12.9,1.49,3.24,2.57,,,10.32,5.02,2.24,0.31,4.81,61.41,3.46,0.01,,,0,0
WE8,2013,15-Jul,7/15/13,11:41,41.8333,83.3649,4.2,1.5,27.03,380.1,359.8,2.1,58.8,5.92,1247,161,8.01,0.72,0.75,186.9,3.84,41.59,23.3,1.45,15.2,2.13,,,5.78,2.79,1.35,0.22,4.52,34.21,5.43,0.51,,,28884,237
WE 2013.1,2013,15-Jul,7/15/13,11:57,41.833,83.322,5.9,1,28.34,363,349.7,1.7,65.4,3.74,2582,1482,7.88,2.01,40.67,177.4,32,161.79,10.86,1.87,1.73,2.14,,,24.6,21.18,11.15,1.98,4.28,147.51,192.52,14.28,,,,
WE2,2013,17-Jul,7/17/13,13:20,41.7635,83.3285,5,,27.99,411.7,376,4.7,30.8,14.86,2596,169,6.76,1.18,1.11,153.4,5.09,,,,,,,,2.41,1.58,,,5.42,40.8,6,0.06,,,,
WE4,2013,17-Jul,7/17/13,11:50,41.8268,83.1944,7.8,,25.69,254.5,244.6,1.7,65.8,2.56,686,1387,7.89,3.74,0.27,52.02,1.39,,,,,,,,7.71,3.59,,,5.39,9.54,1.68,0.2,,,,
WE8,2013,17-Jul,7/17/13,,41.8348,83.3644,3.9,,25.68,395,370.2,3,47.7,10.05,1756,96,7.33,1.18,0.9,176.3,5.36,,,,,,,,4.9,2.42,,,5.27,38.68,11.19,0.45,,,,
WE 2013.2,2013,17-Jul,7/17/13,10:55,41.8356,83.3441,4.9,,26.13,373.8,352.7,3.4,43.4,9.36,4530,90,7.79,1.32,1.57,241.3,16.2,,,,,,,,14.1,9.58,,,5.03,76.93,26.61,4.63,,,,
WE2,2013,22-Jul,7/22/13,11:50,41.9148,83.3253,5.4,1.4,26.05,347.6,342.8,3.6,40.9,10.1,2011,1039,6.45,1,0.81,104.6,6.64,51.69,15.31,5.96,32.31,2.34,,,8.57,2.79,1.36,0.25,4.9,35.76,4.71,0.23,,,14798,244
WE4,2013,22-Jul,7/22/13,11:25,41.8281,83.1966,7.3,4.5,21.4,239.6,236.3,0.9,80.3,0.91,542,393,6.21,0.25,0.19,12.76,0.74,10.74,3.33,0.65,27.59,0.31,,,1,0.42,0.22,0.04,2.4,2.54,2.44,0.02,,,2828894,2123
WE6,2013,22-Jul,7/22/13,12:19,41.7107,83.3812,2.3,0.9,22.57,396.4,387.6,7.2,16.7,33.13,3110,1355,7.93,3.75,1.62,633.6,11.7,95.7,23.81,10.77,10.06,6.31,,,17.16,5.9,2.72,0.44,6.82,117.66,7.67,0.22,,,102073,716
WE8,2013,22-Jul,7/22/13,10:25,41.834,83.3642,4.1,2.5,20.52,359.6,352.2,1.7,65.7,1.58,1158,161,5.64,3.67,1.75,559.3,11,42.04,24.12,13.8,81.68,2.16,,,4.38,1.43,0.54,0.1,6.19,5.05,1.16,0.16,,,17027,90
WE2,2013,29-Jul,7/29/13,9:02,41.7642,83.3278,5.1,1.7,21.64,325,350.2,1.9,62.5,1.99,2411,117,7.19,0.22,1.98,32.76,5.91,51.71,19.1,9.01,13.56,2.55,,,4.96,2.8,1.39,0.27,4.97,21.02,13.45,3.13,,,9753,76
WE4,2013,29-Jul,7/29/13,10:04,41.8266,83.1925,9.2,2.5,23.29,226.1,237.6,1,77,1.58,777,327,6.15,0.15,0.17,23.03,0.68,10.71,2.59,0.24,15.68,0.3,,,1.05,0.38,0.21,0.04,2.26,4.4,0.29,0.02,,,211457,547
WE6,2013,29-Jul,7/29/13,9:23,41.7096,83.381,2.7,1.9,22.34,363.6,399.3,1.6,67.2,3.13,2050,79,6.85,0.37,0.98,63.94,7.09,73.57,48.51,30.07,18.73,6.05,,,3.86,2.09,0.93,0.18,7.31,15.15,21.43,3.86,,,9735,437
WE8,2013,29-Jul,7/29/13,8:42,41.8344,83.3627,4.9,1.5,22.51,343.3,367.9,2.4,55.1,2.93,2944,123,6.74,0.32,0.71,68.69,5.54,61.77,38.88,26.17,18.39,2.82,,,6.01,1.86,0.87,0.17,6.06,18.52,9.58,2.59,,,143,9
WE2,2013,30-Jul,7/30/13,,41.7639,83.3274,,,22.15,330.4,342,2.4,54.2,2.47,9935,1129,7.12,0.26,1.98,34.35,7.53,,,,,,,,,,,,5.34,30.16,25.81,8.49,,,,
WE 2013.3,2013,30-Jul,7/30/13,,41.8261,83.3837,,,22.41,336.7,355.5,5,38.2,6.82,2986,1070,7.81,1.02,11.21,155.8,34.5,,,,,,,,,,,,,167.9,474.59,41.47,,,,
WE 2013.4,2013,2-Aug,8/2/13,9:32,41.866,83.3003,5.9,1.5,21.81,324.2,341.1,3,47.5,3.2,2434,197,6.86,0.44,0.85,98.59,15.3,38.79,11.02,3.33,6.81,1.8,,,70.6,39.3,1.67,0.29,4.66,31.79,46.8,4.45,,,,
WE2,2013,5-Aug,8/5/13,10:28,41.7638,83.3298,4.8,2.6,22.54,275.5,292.1,1.8,64.2,2.43,1443,264,6.52,0.29,0.63,25.41,4.48,23.76,6.91,0.42,4.19,1.04,,,3.45,1.99,0.94,0.15,3.66,19.35,14.77,1.6,,,1710021,1788
WE4,2013,5-Aug,8/5/13,12:37,41.827,83.1932,7.9,1.8,22.38,257.9,271.9,2.3,56,4.04,1980,739,7.57,0.6,0.72,89.84,4.63,19.63,3.87,0.16,5.86,0.64,,,5.07,2.99,1.32,0.18,3.24,26.8,11.14,1.36,,,15340797,9325
WE6,2013,5-Aug,8/5/13,10:53,41.7112,83.3817,2.4,0.8,22.57,359.1,383.5,4.4,33,10.87,6703,215,7.96,1.44,4.21,201.5,23.5,169.33,18.94,6.84,3.39,2.39,,,21.9,16.06,5.8,1.16,7.13,181.35,95.22,28.52,,,29775,870
WE8,2013,5-Aug,8/5/13,13:46,41.8341,83.3606,4.2,0.8,22.27,326,342.8,4,36.7,6.64,5373,157,6.48,0.84,1.31,163.2,12.1,55.17,9.52,0.93,3.1,1.57,,,11.06,7.34,3.67,0.56,4.89,52,146.26,6.93,,,224049,2696
WE 2013.5,2013,5-Aug,8/5/13,11:54,41.7171,83.3041,4.8,0.8,21.93,329,347.1,4.1,36.2,6.18,7632,605,7.67,1.14,2.42,76.88,24.5,61.5,10.29,1.08,3.13,2.09,,,12.27,8.78,3.97,0.65,5.66,75.4,105.42,15.99,,,,
WE 2013.6,2013,5-Aug,8/5/13,13:15,41.9272,83.3097,4,0.8,22.4,331.5,348.4,3.4,43,3.6,4172,316,7.62,0.47,1.41,83.91,10.5,42.14,8.44,1.56,4.69,1.59,,,9.23,5.24,2.38,0.36,4.94,35.87,30.42,6.05,,,,
WE 2013.7,2013,5-Aug,8/5/13,14:06,41.8283,83.4046,2.3,0.8,22.6,311.6,329.6,5.2,27.5,7.94,6630,162,7.79,1.46,4.83,155.4,45.7,105.77,7.99,0.38,2.03,1.58,,,30.84,24.52,8.69,1.36,5.03,179.82,199.32,21.85,,,,
WE2,2013,12-Aug,8/12/13,10:23,41.7627,83.3312,4.6,0.8,22.93,305.6,325.5,4.1,35.5,5.02,5670,17,7.77,0.6,4.09,142.6,11.2,48.39,8.03,0.93,1.97,1.31,,,11.88,8.08,3.37,0.59,5.3,84.51,99.97,12.29,,,6178640,274052
WE4,2013,12-Aug,8/12/13,11:34,41.8269,83.1931,8.3,1.5,22.67,275.3,290.3,2.4,54.5,2.27,2996,49,7.65,0.36,0.68,186.3,3.21,27.11,5.52,0.88,5.38,1.33,,,6.3,4.86,1.93,0.32,3.77,34.02,28.36,3.55,,,7478563,253919
WE6,2013,12-Aug,8/12/13,10:44,41.7109,83.3869,2.1,0.6,23.4,334.8,351.7,7.1,17.2,6.68,6749,24,7.68,1.55,3.11,123.5,19.9,78.18,69.32,0.83,4.74,1.29,,,22.03,16.3,5.21,0.95,7.03,104.76,183.16,13.21,,,3458842,122587
WE8,2013,12-Aug,8/12/13,12:38,41.8344,83.3632,4,0.5,23.07,299.3,312.2,7.7,14.7,7.09,10343,15,7.38,5.43,62.06,529.9,248,162.49,7.19,0.79,4.88,1.33,,,127,117.2,26.99,4.38,5.47,156.17,483.07,25.71,,,1275785,46373
WE2,2013,19-Aug,8/19/13,10:05,41.7637,83.3298,4.7,0.9,25,294.2,308.5,5.8,23.6,4.34,7250,85,7.35,0.81,4.05,105.4,18.6,47.15,6.67,0.79,2.41,1.06,,,14.68,8.32,3.81,0.6,5.22,89.08,24.82,4.49,,,92446,1888
WE4,2013,19-Aug,8/19/13,11:09,41.8266,83.1931,7.9,0.9,23.55,272.1,281.1,4.8,30.6,6.89,2590,863,7.74,0.57,2.52,84.77,15.7,33.2,4.14,0.64,1,0.66,,,11.98,8.46,3.76,0.56,3.75,62.18,30.82,2.75,,,2761099,135698
WE6,2013,19-Aug,8/19/13,10:25,41.7145,83.3824,2.6,0,23.54,318.2,330.9,11.4,6.9,7.43,27790,15,7.71,10.2,131.5,1128,829,1467.61,14.4,3.68,3.16,0.57,,,540.8,515,219.34,34.68,8.7,243.81,3315.11,56.35,,,9046652,346576
WE8,2013,19-Aug,8/19/13,13:35,41.8329,83.3588,4.4,0.4,24.25,295.4,295.4,7.2,16.5,6.25,9745,107,7.74,1.07,9.38,137,26,65.44,7.24,0.79,1.63,0.95,,,22.25,20.1,8.31,1.15,5.09,114.53,45.56,2.71,,,281393,9777
WE 2013.8,2013,19-Aug,8/19/13,12:05,41.7306,82.8961,9.6,0.7,23.74,244.9,252.2,3.9,38.6,6.93,28332,916,7.72,0.65,3.74,112.1,17.4,38.43,2.39,0.61,0.35,0.22,,,12,11.6,4.64,0.72,2.9,57.27,29.9,0.81,,,,
WE2,2013,26-Aug,8/26/13,11:03,41.7628,83.3305,4.7,0.7,24.49,266.6,274.5,6.8,18.2,3.67,6147,118,7.56,0.54,5.54,72.91,14.9,51.25,5.81,0.42,1.36,0.46,,,16.64,9.06,4.17,0.64,4.48,98.54,21.05,5.29,,,771658,44637
WE4,2013,26-Aug,8/26/13,12:10,41.8269,83.1936,7.9,1.5,23.91,249.9,253.7,3,48,2.19,3338,581,7.56,0.3,1.61,44.02,5.55,23.69,4.35,0.63,3.11,0.37,,,5.43,3.66,1.57,0.24,3.43,17.85,38.72,0.35,,,3028061,190237
WE6,2013,26-Aug,8/26/13,11:25,41.7121,83.3806,2.4,0.5,24.44,316.2,324.3,10.4,7.4,5.78,9258,93,7.09,0.88,12.8,156.8,34.4,90.07,8.79,0.74,2.8,0.29,,,29.5,15.47,6.06,1.04,6.79,118.17,104.03,43.19,,,27190585,1323475
WE8,2013,26-Aug,8/26/13,10:35,41.8338,83.3641,3.9,0.5,23.51,297.8,300.8,8,13.5,3.99,7084,133,6.87,0.78,2.51,78.77,22,65.89,6.37,0.92,2.29,0.72,,,20.77,11.9,5.03,0.81,5.75,71.18,31.8,6.74,,,24036223,1115681
WE 2013.9,2013,26-Aug,8/26/13,12:40,41.9138,83.1678,7.9,2,23.65,215.4,220.2,3.2,48.5,1.69,2334,499,7.68,0.26,0.31,52.1,2.35,13.9,4.51,0.76,1.06,0.23,,,,,0.46,0.07,2.34,7.86,2.74,0.01,,,,
WE 2013.10,2013,26-Aug,8/26/13,13:15,41.8352,83.2909,6.3,0.6,22.38,289.5,292.7,6.1,21.9,3.05,5214,157,7.19,0.5,4.93,86.22,18.3,56.78,5.79,0.71,1.4,0.74,,,17.3,11.57,4.83,0.73,4.51,54.34,42.01,2.67,,,,
WE2,2013,3-Sep,9/3/13,10:17,41.7623,83.3303,4.6,0.9,24.17,261.5,269.5,6,22.5,4.11,7901,99,7.75,0.63,5.84,120.3,14.1,48.8,4.63,0.93,1.94,0.28,,,14.77,8.27,3.15,0.58,4.36,78.46,22.98,9.6,,,70605,907
WE4,2013,3-Sep,9/3/13,12:01,41.8269,83.1928,7.9,0.9,23.14,238.7,245.3,3.9,37.6,2.91,4189,254,7.56,0.43,1.8,43.67,12.1,34.33,2.18,0.73,1.82,0.25,,,9,5.83,2.45,0.43,3.05,42.75,21.45,1.04,,,1053062,42337
WE6,2013,3-Sep,9/3/13,11:12,41.711,83.3781,2.4,0.1,23.02,281.6,297.2,19,0.9,7.47,17568,9,7.29,1.45,8.54,144.5,59.5,156.82,8.24,0.26,1.75,0.01,,,96.5,43.5,9.46,1.63,5.42,223.36,64.16,20.78,,,248319,4391
WE8,2013,3-Sep,9/3/13,13:20,41.8372,83.3622,3.9,0.4,22.16,308.4,313.7,17.8,2,5.5,7933,86,7.49,0.9,3.63,107,28.6,79.92,4.47,0,0.59,0.45,,,22.25,12.6,4.88,0.75,6.45,,46.34,5.51,,,4084990,11192
WE 2013.11,2013,3-Sep,9/3/13,12:42,41.9209,83.198,7.5,2.4,23.23,214.6,222.8,2,60.2,0.96,921,1598,7.62,0.12,0.24,20.69,2.31,12.58,1.21,0.35,33.84,0.26,,,2.87,1.13,0.4,0.05,2.53,4.04,0.09,0.21,,,,
WE 2013.12,2013,3-Sep,9/3/13,12:24,41.8739,83.2,7.7,1.7,22.89,221.7,230.9,2.6,53.3,3.71,1503,296,6.41,0.32,0.5,57.83,3.01,17.1,0.92,0,5.8,0.28,,,4.9,2.3,0.79,0.09,2.8,4.06,0.91,0.6,,,,
WE2,2013,10-Sep,9/10/13,10:03,41.7631,83.3303,4.7,0.3,23.27,251,266.1,12.1,4.9,4.95,11741,45,6.65,0.86,8.56,188.6,33.3,81.79,4.51,0,0,0.01,,,23.68,14.64,5.72,1.07,4.37,114.5,59.56,6.02,,,118209,4683
WE4,2013,10-Sep,9/10/13,11:28,41.8256,83.1949,7.7,0.8,22.61,234.1,242.7,8.8,20.1,2.82,5930,461,7.75,0.54,4.45,67.25,13.8,35.1,2.15,0,0,0.12,,,12.88,6.44,3.03,0.6,2.98,65.33,19.67,0.79,,,225542,7676
WE6,2013,10-Sep,9/10/13,10:26,41.7105,83.3817,2.1,0.2,19.03,276.1,288.2,17.2,1.3,6.64,10619,125,7.15,1.15,6.03,122.9,45.5,120.77,7.32,0,0.14,0.01,,,41.13,18.33,7.48,1.09,5.58,121.54,49.32,8.78,,,1323356,61657
WE8,2013,10-Sep,9/10/13,12:04,41.8346,83.3625,3.9,0.3,19.42,273.1,282.8,19,0.9,8.45,33894,1,7.66,1.63,17.72,166.3,52.5,119.8,5.66,0,0.87,0.12,,,39.13,24.73,10.75,1.91,5.46,203.01,227.95,6.43,,,310410,6465
WE 2013.14,2013,10-Sep,9/10/13,10:50,41.7088,83.3034,4.2,0.2,17.37,268.5,282,18.8,0.9,7.13,14007,62,5.32,1.21,18.65,224.3,49.4,142.82,6.94,0,1.09,0.01,,,47.07,25.07,10.3,1.49,5.56,152.76,70.1,12.12,,,,
