"Baetisca rogersi Berner","Caenis sp.","Caenis anceps Traver","Dannella simplex (McDunnough)","Drunella doddsi (Needham)","Drunella flavilinea (McDunnough)","Drunella grandis (Eaton)","Drunella tuberculata (Morgan)","Ephemerella sp.","Ephemerella dorothea Needham","Ephemerella inermis Eaton","Eurylophella sp.","Serratella deficiens (Morgan)","Serratella micheneri (Traver)","Serratella serrata (Morgan)","Serratella tibialis (McDunnough)","Timpanoga hecuba (Eaton)",Leptohyphidae,"Tricorythodes sp.","Neochoroterpes sp.","Paraleptophlebia sp.","Anthopotamus sp.","Centroptilum/Procloeon sp.","Acentrella insignificans (McDunnough)","Acentrella turbida (McDunnough)","Acerpenna sp.","Acerpenna pygmaea (Hagen)","Apobaetis indeprensus Day","Baetis flavistriga McDunnough","Baetis intercalaris McDunnough","Baetis pluto McDunnough","Baetis tricaudatus Dodds","Callibaetis sp.","Camelobaetidius sp.","Diphetor hageni (Eaton)","Fallceon quilleri (Dodds)","Heterocloeon sp.","Paracloeodes minutus (Daggy)","Plauditus sp.","Pseudocloeon sp.","Pseudocloeon propinquum (Walsh)","Siphlonurus sp.","Cinygmula sp.","Epeorus sp.","Epeorus albertae (McDunnough)","Epeorus longimanus (Eaton)","Heptagenia sp.","Ironodes sp.","Leucrocuta sp.","Rhithrogena sp.","Stenacron sp.","Stenacron interpunctatum (Say)","Stenonema modestum (Banks)/smithae Traver","Stenonema femoratum (Say)","Stenonema mediopunctatum (McDunnough)","Stenonema terminatum (Walsh)","Stenonema vicarium (Walker)","Isonychia sp.",MANUII,NUII,NLCD2,NLCD4,NLCD7,NLCD8,NLCD.IS,City,SUID,STAID,SampleID
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,56.85154485,38.88989256,76.3866878,15.05546751,1.18858954,5.467511886,31.35561,RAL,ALBE,2099480,108304
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.64167422,29.09538441,55.91489362,32.93617021,1.276595745,6.808510638,15.92734,RAL,ALBE,2100295,108194
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,1,29.02053559,21.00999464,38.7755102,45.99686028,1.569858713,11.14599686,11.28853,RAL,ALBE,2100634,108110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.20597064,55.81926823,96.90721649,1.546391753,0.515463918,1.030927835,36.52467,RAL,ALBE,211583580,108113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.89118666,69.99306582,90.833569,1.8898936,0,0.8856021,34.57783,SLC,GRSL,10167800,23581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,25.4273266,24.18330197,33.4110381,11.022006,4.401343,28.254383,9.120011,SLC,GRSL,400927000000000,23554
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.90583904,29.59354766,39.626308,9.993236,3.990531,25.617183,11.76108,SLC,GRSL,400959000000000,23552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.10857998,54.39406071,72.257535,5.8919737,0.7025761,3.6244007,30.35396,SLC,GRSL,401442000000000,23544
0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16089,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,31.45383,30.03927106,43.25798,16.6724599,0.7768116,6.0869567,16.47397,SLC,GRSL,401653000000000,23549
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.43953952,15.44227945,20.5439563,34.288494,0,0.3399709,4.604177,SLC,GRSL,401850000000000,23546
0,0,0,0,765,37,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,678,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,18.43687518,16.17361217,48.148152,22.222222,0,0,12.44444,SLC,GRSL,403707000000000,23562
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.73761881,74.10108913,93.373816,1.3661564,0,0.6401795,37.27191,SLC,GRSL,403755000000000,23575
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.78076278,85.34035506,96.843248,0.6450608,0.02804612,0.3022749,42.2057,SLC,GRSL,403927000000000,23577
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4892483,65.29099755,85.289041,4.07370984,0.2588438,0.09244423,34.14267,SLC,GRSL,403945000000000,23567
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.01494255,77.33029665,91.938534,2.23235371,0.141844,0.05065856,37.0825,SLC,GRSL,404000000000000,23565
0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.37395584,64.22440298,67.716996,4.637336,0,5.350773,31.8365,SLC,GRSL,404140000000000,23571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,68.22758748,67.53791803,65.264094,3.491495,0,5.19248,29.39884,SLC,GRSL,404143000000000,23573
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,96.911811,0.2963228,0,0.4712602,42.98283,SLC,GRSL,404218000000000,23569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.59406378,51.04873559,65.464314,8.7106683,2.513431,0.9017652,24.86473,SLC,GRSL,404317000000000,23583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.93773862,60.06623992,67.7535572,9.1890739,0.3387677,6.796528,23.16917,SLC,GRSL,404349000000000,23556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.78295787,40.19933984,56.6794474,12.7985844,0.4718372,9.053376,18.43556,SLC,GRSL,404430000000000,23560
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.60932006,34.59566124,50.516911,26.9349006,0.1955854,1.08969,15.56329,SLC,GRSL,405854000000000,23558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.64112944,41.12781156,76.7704721,3.2898041,0.1506781,7.810146,17.97363,SLC,GRSL,410041000000000,23601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62162,0,4.504505,0,SLC,GRSL,410148000000000,23588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.37161075,57.58799899,65.285368,0.4300235,0,11.1806078,24.40383,SLC,GRSL,410231000000000,23593
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.31969949,40.71245061,58.6494521,1.277539,0,18.524311,19.11159,SLC,GRSL,410250000000000,23599
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.57004294,52.61128742,67.625397,0.6482472,0.1069923,16.1873024,25.63912,SLC,GRSL,410342000000000,23098
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.81161358,46.79937072,62.2529995,0.8203952,0.09703599,16.07268436,23.01306,SLC,GRSL,410453000000000,23590
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.14065928,51.93928872,69.5829751,1.25401,0.3207932,6.590843,22.41791,SLC,GRSL,410501000000000,23597
0,0,0,0,65,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,0,0,0,0,0,0,0,0,0,0,93,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.093272092,0.108501804,0,87.4343205,0,0,0,SLC,GRSL,410522000000000,23595
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.55416612,49.98598905,57.6339792,8.149646,0,7.765419,19.28797,SLC,GRSL,411407000000000,23329
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.62256101,20.99427189,26.7732323,21.478517,0,4.995005,4.867133,SLC,GRSL,411413000000000,23325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,8821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41965431,33.71289216,39.9708471,11.749271,0,10.52478,12.65,SLC,GRSL,411413000000000,23327
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,63.63528102,62.42425216,74.350403,2.7165354,0.09842519,9.1338584,26.2374,SLC,GRSL,414258000000000,23322
0,0,47,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,0,94,1.738647635,4.569745794,4.303844986,70.683585,3.411661,19.181957,0.27,BIR,MOBL,2397939,17624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.69217555,35.09997468,57.720303,31.704989,0.2298851,6.0727967,12.82,BIR,MOBL,2398001,17172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,40.23063074,30.68328505,49.271698,45.905171,1.203924,2.9577882,17.93,BIR,MOBL,2400675,17032
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,829,0,0,0,514,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,97,97,97,0,141,0,3.198818143,5.289682,69.99816,2.089387,17.480233,0.48,BIR,MOBL,2400725,17063
0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,3270,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,112,0,0,0,0,906,0,323,3.928630147,5.910283099,8.86607288,62.146463,2.143872,22.59783,1.8,BIR,MOBL,2400800,17095
0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,50,0,50,0,0,17,17,17,0,37,1.026846524,4.129185243,2.76890498,73.759123,2.674567,16.479368,0.17,BIR,MOBL,2401350,17276
0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1392,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,10.32258467,10.43881754,12.670379,64.114877,2.434633,18.0625788,1.06,BIR,MOBL,2401355,17284
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,190,190,0,62,28.55275165,22.52502874,40.1828731,47.979387,1.256773,8.169025,11.35,BIR,MOBL,2401749,17157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,163,7.966130536,8.910307166,9.62106056,73.353794,6.294416,8.381537,1.81,BIR,MOBL,2401760,17141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.51498362,32.37815387,52.163587,43.863465,1.684579,1.0043071,15.04,BIR,MOBL,2403380,17126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.64524802,23.22088031,42.426386,37.946007,4.285031,8.619938,11.17,BIR,MOBL,2406930,17270
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11086715,16.25039242,26.51888,38.954977,5.328352,20.345062,7.34,BIR,MOBL,242339580,17413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,0,65,21.7748407,17.70512578,36.33199,41.410519,4.576823,11.412364,8.45,BIR,MOBL,2423397,17263
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,66.95768654,48.99479606,83.437643,15.119845,0.2002628,1.0983165,18.9,BIR,MOBL,2423515,17219
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.63341259,17.78009346,33.2829253,42.153255,6.858047,4.347927,9.33,BIR,MOBL,2423536,17231
0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22.18416701,18.30300556,31.7192517,54.720514,1.502094,8.64982,5.85,BIR,MOBL,242354650,17245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,20.37877858,17.05299046,30.0990216,58.466922,1.530897,6.884951,6.81,BIR,MOBL,242354750,17196
0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.56050425,30.85588293,53.933327,43.16933,0.7719118,1.1610751,15.26,BIR,MOBL,2423576,17260
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33.94175098,25.73210314,59.304327,38.035009,0.621247,1.1945828,15.94,BIR,MOBL,2423581,17251
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.67672394,46.50774303,85.15015,10.33033,0.7057057,3.0330325,39.16,BIR,MOBL,2423590,17239
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0,0,92,92,92,0,19,8.946016553,8.639722421,26.5639306,63.047275,1.503697,1.61169761,2.55,BIR,MOBL,2423620,17396
0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,135,8.120310263,8.804797235,13.469473,44.557466,8.033421,15.42593,4.96,BIR,MOBL,2423729,17212
0,0,924,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,755,6.076684668,7.379889381,11.7373322,43.112178,2.911881,34.74392,2.12,BIR,MOBL,242372950,17225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.52270377,46.85412967,76.531456,20.734383,0.4742572,1.1030072,15.05,BIR,MOBL,2456900,17378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,46.58805103,34.63097788,69.854973,26.961637,0.5567682,1.1782768,12.7,BIR,MOBL,2456980,17384
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.22429547,47.88237794,79.229991,16.166412,0.2912867,4.0653493,16.97,BIR,MOBL,2458150,17408
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,73.34595504,95.71527,3.4986173,0.06738079,0.4975812,41.96,BIR,MOBL,2461200,17390
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,71,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,180,20.40963032,16.64705939,36.4576604,39.759708,2.201358,16.271479,6.89,BIR,MOBL,2461670,17402
0,0,0,0,0,0,0,0,0,0,0,0,528,0,441,0,0,0,0,0,202,0,0,0,0,0,108,0,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,1,1.399760174,3.444231257,2.445823219,67.89219,0.4730685,11.5656405,0.9468436,BOS,NECB,1072540,24070
0,0,0,0,0,0,0,0,0,0,0,0,212,0,177,0,0,0,0,0,162,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,509,0,0,0,0,1,10.41641476,7.87758681,8.0394945,65.86282,0.2303837,9.715012,3.067933,BOS,NECB,1072650,24187
0,0,0,0,0,0,0,0,0,0,0,0,141,0,118,0,0,0,0,0,258,0,0,0,0,0,504,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,2,1.697780521,3.578282739,1.83457013,74.15543,0.2257234,5.7158004,0.7225875,BOS,NECB,1072845,24251
0,0,0,0,0,0,0,0,0,0,0,0,74,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,8.828236573,7.110296296,7.9791215,58.49516,0.6547377,9.452939,2.876599,BOS,NECB,1072904,24224
0,0,0,0,0,0,0,0,0,0,0,0,264,0,220,0,0,0,0,0,81,0,0,0,0,0,0,0,134,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,444,0,2.748252038,1.149562304,78.57437,0.5774898,6.3068823,0.9402574,BOS,NECB,1073260,24280
0,0,0,0,0,0,0,0,0,0,0,0,31,0,26,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,170,0,2.435071884,3.941891258,2.55022913,79.19778,0.3029975,6.2992223,1.004064,BOS,NECB,1073458,24213
0,0,0,0,0,0,0,0,0,0,0,0,34,0,28,0,0,0,0,0,81,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.606511143,4.506298654,2.388960744,78.63735,0.4726175,3.5360065,0.8762915,BOS,NECB,10734833,24200
0,0,0,0,0,0,0,0,0,0,0,0,181,0,151,0,0,0,0,0,333,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,158,0,0,0,0,143,0,0,0,0,0,0,0,0,394,0,0,0,0,185,3.046050625,4.251560063,3.28127921,73.10345,0.2974103,7.9075633,1.23681,BOS,NECB,1089743,24265
0,0,0,0,0,0,0,0,0,0,0,0,806,0,673,0,0,0,0,0,431,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,28,2.835558426,4.119552099,0.93083317,80.398828,0.05199249,6.0495775,0.3373977,BOS,NECB,1090477,24293
0,0,0,0,0,0,0,0,0,0,0,0,103,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,8.598301123,6.960313546,4.92146863,76.642753,0.2502651,7.2798776,1.014745,BOS,NECB,1094005,24237
0,0,0,0,0,0,0,0,0,0,0,0,55,0,46,0,0,0,0,0,21,0,0,0,86,0,200,0,372,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,205,4.184401828,4.797683067,3.16038716,74.44925,0.221902,9.0728164,0.8155469,BOS,NECB,1095220,23494
0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,25.34485993,15.28047994,21.4953259,50.156319,0.4121178,9.944327,8.245749,BOS,NECB,1096544,23456
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,364,34.85769594,20.01894684,30.634108,48.454468,0.1419478,9.249525,10.71015,BOS,NECB,10965852,24309
0,0,0,0,0,0,0,0,0,0,0,0,53,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.61672732,21.42243372,35.688707,44.775222,1.009613,5.8738983,11.29142,BOS,NECB,1096710,23538
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,12.71385511,9.013780944,10.3421438,66.784678,0.4244356,12.336432,4.407477,BOS,NECB,1096945,23480
