State,SUID,STAID,STAID-Gage,SNAME,Landuse,Area,SampleType,Date,Time,Month,Season,Sample period,State sampling period,AmmoniaCen,Ammonia,Discharge instant.,Dissolved oxygen,TKNCensoredwf,NH3PorgNwf,NH3PorgNwuCensored,NH3PorgNwu,NoxwfCensored,Noxwf,Total Nitrogen-calc.,NitritewfCensored,Nitritewf,PO4wfCensored,PO4wf,TpwfCensored,Tpwf,TpwuCensored,Tpwu,Conductivity25C,Temp,pH
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,01/22/2003,1115,1,Winter,Loading,Other,<,0.04,213,14.1,,,-,0.257,-,4.17,4.426,-,0.011,<,0.02,,,-,0.018,745,1.61,8.2
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,02/12/2003,1130,2,Winter,Loading,Other,<,0.04,191,13.3,,,-,0.194,-,4.06,4.252,-,0.021,<,0.02,,,-,0.0166,864,1.67,8.3
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,03/13/2003,1115,3,Winter,Loading,Other,-,0.053,669,12.1,,,-,0.573,-,4.32,4.893,-,0.011,-,0.068,,,-,0.1368,585,5.9,7.9
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,04/08/2003,1300,4,Spring,Loading,Other,<,0.04,564,12.4,,,-,0.393,-,4.57,4.961,-,0.011,E,0.016,,,-,0.0611,632,8,8.1
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,04/22/2003,1200,4,Spring,Loading,Other,<,0.04,313,10,,,-,0.306,-,3.93,4.231,-,0.018,<,0.02,,,-,0.033,425,10.6,7.9
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,05/13/2003,1200,5,Spring,Loading,Other,E,0.022,560,10.4,,,-,0.439,-,4.49,4.924,-,0.049,<,0.02,,,-,0.0582,674,11.6,8
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,05/28/2003,1330,5,Spring,Loading,Other,E,0.021,377,10,,,E,0.149,-,4.08,4.232,-,0.022,<,0.02,,,E,0.0224,720,14.78,8.2
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,06/11/2003,1345,6,Spring,Loading,State,<,0.04,388,9.1,,,-,0.262,-,4.31,4.572,-,0.026,<,0.02,,,-,0.0466,707,16.68,8.2
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,06/25/2003,1200,6,Spring,Loading,State,<,0.04,297,10.2,,,-,0.263,-,3.89,4.151,-,0.086,<,0.02,,,-,0.0443,732,17.15,8.2
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,07/08/2003,1015,7,Summer,Uptake,State,<,0.04,1640,7.9,,,-,1.933,-,4.11,6.041,-,0.042,-,0.068,,,-,0.501,422,20.26,7.9
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,07/30/2003,1100,7,Summer,Uptake,State,E,0.03,330,9.5,,,-,0.235,-,3.77,4.005,-,0.023,E,0.011,,,-,0.111,728,15.9,8.1
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,08/06/2003,1115,8,Summer,Uptake,State,<,0.041,501,9.4,,,-,0.484,-,3.54,4.023,-,0.017,-,0.019,,,-,0.0871,677,16.94,8
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,08/26/2003,1045,8,Summer,Uptake,State,<,0.041,252,9.2,,,-,0.321,-,4.03,4.354,-,0.013,<,0.018,,,-,0.0483,735,17.8,8.1
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,09/04/2003,1130,9,Summer,Uptake,State,-,0.054,811,9,,,-,0.831,-,3.31,4.139,-,0.017,<,0.18,,,-,0.0973,665,16.84,7.9
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,10/29/2003,1300,10,Fall,Uptake,Other,<,0.04,487,12,,,,,-,3.86,4.133,-,0.008,-,0.023,,,-,0.0434,692,10.37,8.2
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,11/21/2003,1130,11,Fall,Loading,Other,<,0.04,433,11,,,,,-,3.89,4.278,-,0.013,<,0.006,,,-,0.0389,703,10.02,8.1
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,12/16/2003,1430,12,Fall,Loading,Other,<,0.04,534,11.6,,,,,-,4.14,4.231,-,0.008,E,0.005,,,-,0.0243,705,6.9,8
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,01/28/2004,1400,1,Winter,Loading,Other,<,0.04,398,10.2,,,,,-,4.01,4.465,<,0.008,-,0.031,,,-,0.0482,744,2.7,8.1
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,03/29/2004,1030,3,Winter,Loading,Other,<,0.04,369,14.3,,,,,-,3.75,3.934,-,0.017,E,0.004,,,-,0.0277,709,12.41,8.1
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,04/15/2004,1410,4,Spring,Loading,Other,<,0.04,432,15.5,,,,,-,3.8,4.258,-,0.014,-,0.007,,,-,0.0221,668,11.3,8.4
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,05/18/2004,1200,5,Spring,Loading,Other,E,0.021,578,8.5,,,,,-,4.14,5.821,-,0.053,-,0.033,,,-,0.403,616,16.32,7.9
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,06/30/2004,1115,6,Spring,Loading,State,<,0.04,396,9.9,,,,,-,4.09,1.692,E,0.007,-,0.023,,,-,0.0723,734,14.86,8.1
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,07/28/2004,1130,7,Summer,Uptake,State,<,0.04,284,9.8,,,,,-,4.05,4.27,-,0.008,-,0.03,,,-,0.0536,726,15.08,8.2
OHIO,WHMI,3267900,3267900,MAD RIVER AT ST PARIS PIKE AT EAGLE CITY OH,Cropland,310,Wadeable,09/07/2004,1100,9,Summer,Uptake,State,<,0.04,216,8.9,-,0.164,-,0.219,-,4.13,4.351,-,0.009,-,0.024,-,0.033,-,0.0445,741,17.8,8.1
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,03/13/1996,1050,3,Winter,Loading,Other,-,1.7,44.8,9,-,3,-,3.1,-,0.68,3.78,-,0.05,-,0.3,-,0.33,-,0.39,1000,0,7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,04/22/1996,1010,4,Spring,Loading,Other,-,0.02,24.9,9.6,-,0.5,-,0.7,-,0.28,0.98,-,0.01,<,0.01,-,0.03,-,0.05,859,8.25,7.5
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/17/1996,1040,5,Spring,Loading,Other,-,0.02,47.3,7.3,-,0.5,-,0.8,-,0.17,0.97,-,0.01,<,0.01,-,0.05,-,0.11,770,15.6,7.6
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,06/06/1996,1625,6,Spring,Loading,State,-,0.24,60,8.4,-,0.6,-,5.1,-,0.4,5.5,-,0.02,-,0.04,-,0.04,-,1.1,613,16.9,8.7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/11/1996,1010,7,Summer,Uptake,State,-,0.14,7.03,6.4,-,0.4,-,0.7,-,0.44,1.14,-,0.03,-,0.01,<,0.01,-,0.06,1048,17.94,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,10/11/1996,1015,10,Fall,Uptake,Other,-,0.08,0.14,6.5,-,0.4,-,0.5,-,0.11,0.61,-,0.02,-,0.02,-,0.02,-,0.06,1057,7.52,7.6
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,11/12/1996,1120,11,Fall,Loading,Other,-,0.27,3.3,9.9,-,0.7,-,0.7,-,0.36,1.06,-,0.04,-,0.01,-,0.02,-,0.06,854,0.71,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,12/16/1996,1030,12,Fall,Loading,Other,-,0.4,8.1,7.6,-,0.8,-,0.8,-,0.52,1.32,-,0.03,-,0.01,-,0.03,-,0.1,1784,0.24,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,01/22/1997,1010,1,Winter,Loading,Other,-,0.54,8.1,5.2,-,1,-,1.2,-,0.41,1.61,-,0.04,<,0.01,<,0.01,-,0.05,2640,0.07,7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,02/06/1997,1000,2,Winter,Loading,Other,-,0.47,5.3,7,-,0.9,-,1,-,0.5,1.5,-,0.02,<,0.01,<,0.01,<,0.01,1985,0.16,7.1
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,02/27/1997,1010,2,Winter,Loading,Other,-,0.53,6.4,6.5,-,0.8,-,1,-,0.47,1.47,-,0.02,-,0.02,<,0.01,-,0.04,1930,0.3,7.2
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,03/10/1997,900,3,Winter,Loading,Other,-,0.54,13,8.4,-,0.9,-,1.1,-,0.48,1.58,-,0.02,-,0.02,<,0.01,-,0.05,1662,0.57,7.2
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,03/20/1997,1244,3,Winter,Loading,Other,-,0.46,13,9.8,-,0.8,-,1.1,-,0.56,1.66,-,0.02,<,0.01,<,0.01,-,0.09,1550,2.96,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,03/26/1997,1140,3,Winter,Loading,Other,-,0.36,41,9.5,-,0.7,-,1,-,0.85,1.85,-,0.03,<,0.01,<,0.01,-,0.12,1197,2.18,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,04/10/1997,1040,4,Spring,Loading,Other,-,0.11,32,11.5,-,0.6,-,0.9,-,0.85,1.75,-,0.02,<,0.01,<,0.01,-,0.06,873,3.51,7.5
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,04/17/1997,943,4,Spring,Loading,Other,<,0.015,28,12.4,-,0.4,-,0.7,-,0.48,1.18,-,0.01,<,0.01,<,0.01,-,0.07,929,6.33,7.9
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,04/25/1997,1045,4,Spring,Loading,Other,-,0.018,13,10.6,-,0.371,-,0.774,-,0.32,1.094,-,0.01,<,0.01,-,0.013,-,0.091,1046,11.97,7.8
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/01/1997,1045,5,Spring,Loading,Other,-,0.034,15,9.4,-,0.552,-,0.816,-,0.66,1.479,-,0.025,<,0.01,<,0.01,-,0.036,994,9.11,7.7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/09/1997,1055,5,Spring,Loading,Other,-,0.058,14,9.4,-,0.537,-,0.795,-,0.56,1.354,-,0.022,<,0.01,<,0.01,-,0.046,1036,10.87,7.7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/13/1997,912,5,Spring,Loading,Other,<,0.015,9.8,11.4,-,0.231,-,0.788,-,0.4,1.185,-,0.012,<,0.01,<,0.01,-,0.058,1100,8.72,7.9
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/19/1997,1000,5,Spring,Loading,Other,-,0.243,19,5.8,-,0.556,-,1.007,-,0.49,1.493,-,0.031,<,0.01,<,0.01,-,0.074,809,14.33,7.6
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/27/1997,1030,5,Spring,Loading,Other,-,0.026,7.6,8.7,-,0.473,-,0.716,-,0.22,0.939,-,0.022,<,0.01,<,0.01,-,0.052,1087,14.58,7.8
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/29/1997,955,5,Spring,Loading,Other,-,0.164,16,6.7,-,0.574,-,1.015,-,0.53,1.547,-,0.03,<,0.01,<,0.01,-,0.078,884,13.69,7.5
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,06/06/1997,1202,6,Spring,Loading,State,-,0.038,10,6.8,-,0.673,-,1.128,-,0.17,1.3,-,0.025,<,0.01,<,0.01,-,0.069,1032,22.5,7.7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,06/13/1997,1320,6,Spring,Loading,State,-,0.11,3.85,7.1,-,0.586,-,0.925,-,0.14,1.066,-,0.023,-,0.014,-,0.014,-,0.07,1099,24.32,7.8
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,06/15/1997,1648,6,Spring,Loading,State,-,0.266,9,6.9,-,0.89,-,1.686,-,0.39,2.076,-,0.048,<,0.01,-,0.023,-,0.175,849,22.6,7.7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,06/24/1997,1410,6,Spring,Loading,State,-,0.239,34,5.2,-,0.825,-,2.229,-,0.24,2.467,-,0.024,-,0.029,-,0.036,-,0.309,450,24.18,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/01/1997,2100,7,Summer,Uptake,State,-,0.226,218,6.2,-,0.43,-,2.007,-,0.21,2.221,-,0.014,-,0.027,-,0.03,-,0.381,52.1,21.2,7.9
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/07/1997,1552,7,Summer,Uptake,State,-,0.206,55.1,,-,0.74,-,1.279,-,0.24,1.514,-,0.03,-,0.032,-,0.042,-,0.181,,,
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/07/1997,1621,7,Summer,Uptake,State,-,0.301,69.1,5.8,-,0.819,-,1.485,-,0.33,1.812,-,0.032,-,0.021,-,0.014,-,0.202,417,17.99,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/10/1997,940,7,Summer,Uptake,State,-,0.17,27,5,-,0.73,-,1.125,-,0.15,1.276,-,0.033,-,0.021,-,0.014,-,0.125,584,18.78,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/11/1997,1016,7,Summer,Uptake,State,-,0.098,133,6.5,-,0.396,-,1.239,-,0.26,1.496,-,0.018,-,0.024,-,0.022,-,0.155,246,19.98,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/15/1997,1000,7,Summer,Uptake,State,-,0.093,44,3.6,-,0.681,-,0.972,-,0.19,1.162,-,0.028,<,0.01,<,0.01,-,0.23,471,22.9,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/19/1997,1035,7,Summer,Uptake,State,-,0.349,48,5.4,-,1.272,-,1.999,-,0.46,2.456,-,0.045,-,0.032,-,0.027,-,0.254,453,23.3,7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/22/1997,930,7,Summer,Uptake,State,-,0.141,115,6.3,-,0.494,-,1.2,-,0.21,1.406,-,0.026,-,0.027,-,0.02,-,0.174,304,19.44,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/30/1997,930,7,Summer,Uptake,State,-,0.098,67,3.1,-,0.886,-,1.028,-,0.11,1.135,-,0.013,-,0.044,-,0.038,-,0.152,565,21.43,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/31/1997,815,7,Summer,Uptake,State,-,0.116,57,,-,0.765,-,1.083,-,0.13,1.209,-,0.011,-,0.029,-,0.038,-,0.13,550,21,
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,08/08/1997,1140,8,Summer,Uptake,State,-,0.118,22,5.3,-,0.638,-,1.051,-,0.27,1.322,-,0.033,-,0.015,<,0.01,-,0.099,780,22.74,7.2
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,08/14/1997,910,8,Summer,Uptake,State,-,0.131,10,5.2,-,0.691,-,0.871,-,0.35,1.221,-,0.039,<,0.01,-,0.026,-,0.06,1029,17.84,7.5
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,08/18/1997,1020,8,Summer,Uptake,State,-,0.137,8.6,5.3,-,0.548,-,0.792,-,0.41,1.201,-,0.04,-,0.015,<,0.01,-,0.058,1055,17.56,7.6
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,08/25/1997,1020,8,Summer,Uptake,State,-,0.093,31,4.7,-,0.503,-,0.883,-,0.23,1.108,-,0.021,-,0.02,-,0.011,-,0.075,652,19.7,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,09/09/1997,1110,9,Summer,Uptake,State,-,0.105,36.7,5.9,-,0.438,-,0.791,-,0.36,1.153,-,0.026,-,0.011,<,0.01,-,0.079,567,18.1,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,09/29/1997,1135,9,Summer,Uptake,State,-,0.06,10,6.7,-,0.39,-,0.635,-,0.42,1.051,-,0.027,<,0.01,<,0.01,-,0.056,882,15.3,7.6
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,10/14/1997,1207,10,Fall,Uptake,Other,-,0.05,41,7.3,-,0.443,-,0.725,-,0.16,0.881,-,0.013,-,0.017,-,0.035,-,0.089,541,9.4,7.5
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,10/29/1997,1135,10,Fall,Uptake,Other,-,0.303,5.1,9.9,-,0.714,-,1.919,-,0.41,2.333,-,0.041,-,0.015,<,0.01,-,0.247,1103,5,7.8
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,11/04/1997,1110,11,Fall,Loading,Other,-,0.279,6.9,7.5,-,0.554,-,0.735,-,0.25,0.982,-,0.029,-,0.023,-,0.02,-,0.062,1019,2.8,7.6
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,11/19/1997,1018,11,Fall,Loading,Other,-,0.388,4.2,10.3,-,0.852,-,0.941,-,0.43,1.37,-,0.029,<,0.01,<,0.01,-,0.053,1640,1.33,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,12/10/1997,1213,12,Fall,Loading,Other,-,0.231,4,9.6,-,0.648,-,0.74,-,0.43,1.173,<,0.01,<,0.01,<,0.01,-,0.032,1495,2.18,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,12/22/1997,1000,12,Fall,Loading,Other,-,0.152,3.5,9.2,-,0.54,-,0.757,-,0.44,1.2,<,0.01,-,0.01,<,0.01,-,0.04,1472,3.91,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,01/12/1998,1020,1,Winter,Loading,Other,-,0.383,3.2,9.1,-,0.69,-,0.901,-,0.55,1.447,-,0.026,-,0.01,<,0.01,-,0.025,2320,0.23,7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,02/10/1998,1050,2,Winter,Loading,Other,-,0.324,3.5,10.1,-,0.607,-,0.866,-,0.42,1.281,<,0.01,-,0.016,<,0.01,-,0.046,1633,3.19,7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,03/17/1998,1150,3,Winter,Loading,Other,-,0.097,4.5,13.2,-,0.487,-,0.683,-,0.45,1.133,-,0.042,-,0.013,<,0.01,-,0.029,1826,1.43,7.5
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,03/27/1998,855,3,Winter,Loading,Other,-,0.177,30,9.2,-,0.577,-,1.156,-,0.26,1.419,-,0.018,-,0.016,-,0.035,-,0.127,1181,10.6,7.7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,04/06/1998,1040,4,Spring,Loading,Other,-,0.061,60,8.8,-,0.658,-,1.013,-,0.4,1.41,-,0.018,-,0.012,-,0.012,-,0.085,706,8.74,7.3
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/08/1998,1130,5,Spring,Loading,Other,-,0.063,40,7.7,-,0.431,-,0.756,-,0.41,1.164,-,0.052,<,0.01,<,0.01,-,0.06,607,14.4,7.6
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,05/27/1998,1240,5,Spring,Loading,Other,-,0.104,6.2,4.3,-,1.097,-,1.056,-,0.22,1.275,-,0.071,-,0.029,-,0.059,-,0.064,982,22.28,7.5
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,06/11/1998,1245,6,Spring,Loading,State,-,0.214,4.5,5.2,-,0.642,-,0.985,-,0.21,1.197,-,0.028,-,0.022,-,0.029,-,0.099,934,16.65,7.8
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,07/08/1998,950,7,Summer,Uptake,State,-,0.225,5.9,3.2,-,0.823,-,0.853,-,0.22,1.071,-,0.069,-,0.045,-,0.021,-,0.099,790,22.4,7.4
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,08/20/1998,1300,8,Summer,Uptake,State,-,0.201,34,3.6,-,0.497,-,0.833,-,0.4,1.229,-,0.053,-,0.033,-,0.031,-,0.09,434,24.07,7.1
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,09/10/1998,1010,9,Summer,Uptake,State,-,0.096,1.5,4.7,-,0.536,-,0.726,-,0.2,0.923,-,0.012,-,0.017,<,0.01,-,0.054,1039,16.42,7.6
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,03/23/1999,1425,3,Winter,Loading,Other,-,0.163,7.9,12.2,-,0.752,-,0.953,-,0.28,1.235,-,0.013,<,0.01,-,0.018,-,0.108,989,8.26,7.7
MINNESOTA,UMIS,5288705,5288705,"SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN",Urban,28.2,Wadeable,04/30/1999,1015,4,Spring,Loading,Other,-,0.035,15,9.4,-,0.419,-,0.711,-,0.11,0.823,<,0.01,-,0.017,-,0.015,-,0.074,1025,16.5,7.9
