volume	n.cT	Ev.ID	MSrcCat	M.WTP.Type	ICR.PWSID
10.22	0	9820	SW	Y	CO0103005
12.87	0	9821	SW	Y	CO0103005
10.6	0	9820	SW	Y	CO0103005
10.22	0	9820	SW	Y	CO0103005
10.22	0	9821	SW	Y	CO0103005
10.22	1	9821	SW	Y	CO0103005
10.22	0	9820	SW	Y	CO0103005
10.22	0	9821	SW	Y	CO0103005
10.22	0	9821	SW	Y	CO0103005
10.6	0	9820	SW	Y	CO0103005
10.22	0	9820	SW	Y	CO0103005
10.22	0	9821	SW	Y	CO0103005
10.22	0	9820	SW	Y	CO0103005
10.6	0	9820	SW	Y	CO0103005
10.6	0	9821	SW	Y	CO0103005
10.22	0	9820	SW	Y	CO0103005
26.5	0	9821	SW	Y	CO0103005
10.22	0	9821	SW	Y	CO0103005
11	0	9820	SW	Y	CO0103005
21.2	0	9821	SW	Y	CO0103005
10	0	9821	SW	Y	CO0103005
10	0	9820	SW	Y	CO0103005
10.22	0	9820	SW	Y	CO0103005
10.22	0	9821	SW	Y	CO0103005
11	0	10873	SW	Y	CO0103045
11.25	0	11021	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
11.25	3	11024	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
37.8	0	11023	SW	Y	CO0104300
11	0	11021	SW	Y	CO0104300
10	0	11023	SW	Y	CO0104300
10	0	11021	SW	Y	CO0104300
9.75	0	11021	SW	Y	CO0104300
10	0	11021	SW	Y	CO0104300
10.75	0	11023	SW	Y	CO0104300
37.8	0	11021	SW	Y	CO0104300
37.8	0	11024	SW	Y	CO0104300
10	0	11023	SW	Y	CO0104300
10	0	11024	SW	Y	CO0104300
10	1	11024	SW	Y	CO0104300
9.75	0	11024	SW	Y	CO0104300
10	0	11021	SW	Y	CO0104300
9.75	0	11023	SW	Y	CO0104300
10	0	11024	SW	Y	CO0104300
10	0	11024	SW	Y	CO0104300
10	0	11021	SW	Y	CO0104300
10	0	11023	SW	Y	CO0104300
10	0	11023	SW	Y	CO0104300
10	0	11024	SW	Y	CO0104300
10	1	11024	SW	Y	CO0104300
10	0	11023	SW	Y	CO0104300
10	0	11021	SW	Y	CO0104300
10	0	11021	SW	Y	CO0104300
10	0	11021	SW	Y	CO0104300
11	0	11023	SW	Y	CO0104300
11.25	1	11024	SW	Y	CO0104300
30.25	0	11021	SW	Y	CO0104300
17	0	11024	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
9.75	1	11024	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
9.75	0	11023	SW	Y	CO0104300
11	0	11024	SW	Y	CO0104300
10	0	11023	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
9.75	0	11021	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
9.5	0	11023	SW	Y	CO0104300
9.75	0	11024	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
11.25	2	11021	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
15	0	11021	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
11.25	2	11023	SW	Y	CO0104300
11.25	3	11024	SW	Y	CO0104300
11.25	0	11021	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
11.25	0	11024	SW	Y	CO0104300
11.25	0	11023	SW	Y	CO0104300
10.5	0	9801	SW	Y	CO0107155
10	0	9801	SW	Y	CO0107155
10	0	9801	SW	Y	CO0107155
11	0	9801	SW	Y	CO0107155
11	0	9801	SW	Y	CO0107155
11	0	9801	SW	Y	CO0107155
10.75	0	9801	SW	Y	CO0107155
10.5	0	9801	SW	Y	CO0107155
11	0	9801	SW	Y	CO0107155
10.75	0	9801	SW	Y	CO0107155
10.25	0	9801	SW	Y	CO0107155
10.5	0	9801	SW	Y	CO0107155
10.75	0	9801	SW	Y	CO0107155
11	0	9801	SW	Y	CO0107155
11	0	9801	SW	Y	CO0107155
10	0	9801	SW	Y	CO0107155
11	0	9801	SW	Y	CO0107155
10	0	9801	SW	Y	CO0107155
10.5	0	9801	SW	Y	CO0107155
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	9824	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	9824	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
10	0	10760	SW	Y	CO0107485
11	0	9824	SW	Y	CO0107485
11	0	9824	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	10760	SW	Y	CO0107485
11	0	9824	SW	Y	CO0107485
11	0	9824	SW	Y	CO0107485
10.75	0	11504	SW	N	CO0107725
10	0	9835	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	10651	SW	N	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9832	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9832	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	6	9835	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9832	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9832	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	1	9832	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9835	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9832	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9834	SW	Y	CO0121150
10	0	9833	SW	Y	CO0121150
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	1	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10	0	9836	SW	Y	CO0121300
10.5	1	9840	SW	Y	CO0122100
11	0	9860	SW	Y	CO0124147
10	0	9859	SW	Y	CO0124147
10	0	9841	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
11	0	9841	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
10	0	9842	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
10	0	9842	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
10	0	9842	SW	Y	CO0130001
10	0	9842	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
10	0	9842	SW	Y	CO0130001
10	0	9841	SW	Y	CO0130001
11	0	9803	SW	Y	CO0130020
10.75	0	9804	SW	Y	CO0130105
10.22	0	9863	SW	Y	CO0135257
10.03	0	9864	SW	Y	CO0135257
11	0	11149	SW	Y	CO0135476
10	0	11641	SW	N	CO0136800
10	0	11248	SW	Y	CO0139180
10.03	0	9851	SW	Y	CO0139791
10.03	3	9851	SW	Y	CO0139791
10.03	1	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	2	9851	SW	Y	CO0139791
10.03	6	9851	SW	Y	CO0139791
10.03	9	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10	0	9851	SW	Y	CO0139791
10.03	2	9851	SW	Y	CO0139791
10.03	1	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
38.23	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	1	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	4	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	2	9851	SW	Y	CO0139791
10.03	1	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	1	9851	SW	Y	CO0139791
10.03	3	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	1	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	0	9851	SW	Y	CO0139791
10.03	3	9851	SW	Y	CO0139791
10.03	1	9851	SW	Y	CO0139791
10.03	2	9851	SW	Y	CO0139791
10.79	0	9830	SW		CO0142900
10.5	0	9866	SW	Y	CO0149122
10.5	0	9867	SW	Y	CO0149122
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10.03	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	2	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9849	SW	Y	CO0151500
10	0	9848	SW	Y	CO0159020
10.8	0	8130	SW	Y	CT0170011
10.8	0	8130	SW	Y	CT0170011
10.8	0	8130	SW	Y	CT0170011
11.11	0	8130	SW	Y	CT0170011
10.8	0	8130	SW	Y	CT0170011
11.1	0	8130	SW	Y	CT0170011
10.8	0	8130	SW	Y	CT0170011
10.8	0	8130	SW	Y	CT0170011
10.78	1	8130	SW	Y	CT0170011
10.8	0	8130	SW	Y	CT0170011
10.8	0	8130	SW	Y	CT0170011
10.8	0	8130	SW	Y	CT0170011
10.96	0	8112	SW	Y	CT0340011
10.96	1	8112	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	2	8111	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10	0	8111	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10.96	1	8111	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	0	8111	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
10.96	0	8112	SW	Y	CT0340011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.11	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
11.08	0	8113	SW	Y	CT0473011
10.22	0	10680	SW	Y	CT0640011
10.22	0	10680	SW	Y	CT0640011
10.22	0	10712	SW	Y	CT0640011
10.22	0	10679	SW	Y	CT0640011
10.22	0	10678	SW	Y	CT0640011
10.22	0	10678	SW	Y	CT0640011
10.22	0	10679	SW	Y	CT0640011
10.22	0	10680	SW	Y	CT0640011
10.71	0	10679	SW	Y	CT0640011
10.22	0	10679	SW	Y	CT0640011
10.22	0	10712	SW	Y	CT0640011
10.45	0	10680	SW	Y	CT0640011
10.22	0	10679	SW	Y	CT0640011
10.22	0	10680	SW	Y	CT0640011
10.52	0	10712	SW	Y	CT0640011
10.22	0	10712	SW	Y	CT0640011
10.22	0	10678	SW	Y	CT0640011
10.22	0	10678	SW	Y	CT0640011
10.22	0	10712	SW	Y	CT0640011
10.33	0	10678	SW	Y	CT0640011
11	1	8122	SW	Y	CT0800011
11.25	8	8120	SW	Y	CT0800011
10.75	5	8119	SW	Y	CT0800011
10.75	0	8122	SW	Y	CT0800011
10.75	0	8121	SW	Y	CT0800011
11	0	8121	SW	Y	CT0800011
11	1	8120	SW	Y	CT0800011
10.75	0	8119	SW	Y	CT0800011
10.75	0	8121	SW	Y	CT0800011
11.25	0	8119	SW	Y	CT0800011
11.25	0	8122	SW	Y	CT0800011
11	5	8120	SW	Y	CT0800011
10.75	0	8121	SW	Y	CT0800011
10.75	0	8120	SW	Y	CT0800011
11	0	8119	SW	Y	CT0800011
10.75	0	8122	SW	Y	CT0800011
11.25	0	8121	SW	Y	CT0800011
10.75	0	8119	SW	Y	CT0800011
11	0	8120	SW	Y	CT0800011
10.5	0	8122	SW	Y	CT0800011
11	0	8121	SW	Y	CT0800011
11.25	0	8120	SW	Y	CT0800011
11	0	8119	SW	Y	CT0800011
11.5	0	8122	SW	Y	CT0800011
11.25	1	8122	SW	Y	CT0800011
11.25	0	8120	SW	Y	CT0800011
10.75	0	8121	SW	Y	CT0800011
11	0	8121	SW	Y	CT0800011
11	0	8121	SW	Y	CT0800011
11	0	8119	SW	Y	CT0800011
11	0	8119	SW	Y	CT0800011
11	0	8121	SW	Y	CT0800011
11	0	8119	SW	Y	CT0800011
11.25	0	8120	SW	Y	CT0800011
11	0	8120	SW	Y	CT0800011
10.75	0	8121	SW	Y	CT0800011
11	0	8121	SW	Y	CT0800011
10.75	0	8119	SW	Y	CT0800011
11.25	0	8120	SW	Y	CT0800011
11.25	0	8122	SW	Y	CT0800011
11.25	0	8122	SW	Y	CT0800011
11.25	0	8122	SW	Y	CT0800011
11.25	0	8120	SW	Y	CT0800011
11	0	8120	SW	Y	CT0800011
10.75	0	8122	SW	Y	CT0800011
10.75	0	8121	SW	Y	CT0800011
11	0	8120	SW	Y	CT0800011
10.75	0	8119	SW	Y	CT0800011
10.75	0	8119	SW	Y	CT0800011
11.25	0	8122	SW	Y	CT0800011
11.25	0	8119	SW	Y	CT0800011
11	0	8122	SW	Y	CT0800011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
11.76	0	8110	SW	Y	CT0890011
10.93	0	8163	SW	Y	CT1030021
15	0	8169	SW	Y	CT1480011
10.5	0	8169	SW	Y	CT1480011
16.66	0	10726	SW	Y	CT1510011
14.76	0	10726	SW	Y	CT1510011
12.11	0	10726	SW	Y	CT1510011
23.47	0	10726	SW	Y	CT1510011
18.36	0	10726	SW	Y	CT1510011
11.73	0	10726	SW	Y	CT1510011
11.36	0	10726	SW	Y	CT1510011
34.07	0	10726	SW	Y	CT1510011
28	0	10726	SW	Y	CT1510011
11.73	0	10726	SW	Y	CT1510011
10.64	0	10726	SW	Y	CT1510011
11.66	0	10726	SW	Y	CT1510011
11.73	0	10726	SW	Y	CT1510011
12.11	0	10726	SW	Y	CT1510011
15.75	0	10726	SW	Y	CT1510011
16.66	0	10726	SW	Y	CT1510011
13.25	0	10726	SW	Y	CT1510011
11	0	8475	SW	Y	DE0000564
11	1	8475	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	3	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	1	8475	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	1	8475	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	2	8475	SW	Y	DE0000564
11	1	8475	SW	Y	DE0000564
11	2	8475	SW	Y	DE0000564
11	1	8475	SW	Y	DE0000564
11	0	8475	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
11	0	8476	SW	Y	DE0000564
49.25	0	8479	SW	Y	DE0000663
49.25	0	8478	SW	Y	DE0000663
24	0	8479	SW	Y	DE0000663
49.75	0	8479	SW	Y	DE0000663
20	0	8478	SW	Y	DE0000663
34	0	8478	SW	Y	DE0000663
51	0	8478	SW	Y	DE0000663
49.5	3	8478	SW	Y	DE0000663
49.25	0	8478	SW	Y	DE0000663
49.25	1	8479	SW	Y	DE0000663
49.5	0	8478	SW	Y	DE0000663
49.25	0	8478	SW	Y	DE0000663
23	3	8479	SW	Y	DE0000663
49.25	0	8478	SW	Y	DE0000663
14.5	1	8479	SW	Y	DE0000663
49.25	1	8479	SW	Y	DE0000663
43.25	0	8479	SW	Y	DE0000663
49.25	0	8479	SW	Y	DE0000663
49.75	0	8478	SW	Y	DE0000663
49.5	0	8478	SW	Y	DE0000663
49.5	0	8479	SW	Y	DE0000663
49.5	0	8478	SW	Y	DE0000663
49.5	12	8479	SW	Y	DE0000663
49.25	0	8478	SW	Y	DE0000663
49.25	1	8479	SW	Y	DE0000663
49.5	0	8479	SW	Y	DE0000663
49.25	0	8479	SW	Y	DE0000663
49.5	0	8478	SW	Y	DE0000663
11.85	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.43	0	8835	SW	Y	FL1030050
11.85	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.85	0	8835	SW	Y	FL1030050
11.85	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.84	0	8835	SW	Y	FL1030050
11.25	0	10548	SW	N	FL3050223
11.5	2	10548	SW	N	FL3050223
11.25	0	10548	SW	N	FL3050223
11.5	0	10548	SW	N	FL3050223
11.75	0	10548	SW	N	FL3050223
11.25	0	10548	SW	N	FL3050223
11.75	0	10548	SW	N	FL3050223
11.25	0	10548	SW	N	FL3050223
10.25	0	10548	SW	N	FL3050223
10	0	10548	SW	N	FL3050223
10.5	0	10548	SW	N	FL3050223
11	0	10548	SW	N	FL3050223
11.25	0	10548	SW	N	FL3050223
10.75	0	10548	SW	N	FL3050223
11.25	0	10548	SW	N	FL3050223
12.25	0	10548	SW	N	FL3050223
13	0	10548	SW	N	FL3050223
11	0	10548	SW	N	FL3050223
12.25	0	10548	SW	N	FL3050223
10	1	8838	SW		FL3051447
6.5	0	8838	SW		FL3051447
11	2	8838	SW		FL3051447
10.75	1	8838	SW		FL3051447
10.5	0	8838	SW		FL3051447
10	0	8838	SW		FL3051447
10	0	8838	SW		FL3051447
10.75	0	8838	SW		FL3051447
11.25	0	8838	SW		FL3051447
11.25	0	8838	SW		FL3051447
12.25	0	8838	SW		FL3051447
10.25	1	8838	SW		FL3051447
11.25	0	8838	SW		FL3051447
10.25	0	8838	SW		FL3051447
11	0	8838	SW		FL3051447
11.25	0	8838	SW		FL3051447
10.75	0	8838	SW		FL3051447
13.5	1	8838	SW		FL3051447
11.25	0	8838	SW		FL3051447
11	0	8838	SW		FL3051447
11	0	8838	SW		FL3051447
10.75	0	8838	SW		FL3051447
10.5	0	8838	SW		FL3051447
10	0	8838	SW		FL3051447
12.25	0	8838	SW		FL3051447
12	2	8838	SW		FL3051447
10.5	0	8838	SW		FL3051447
13	0	8838	SW		FL3051447
11.25	0	8838	SW		FL3051447
11.5	0	8838	SW		FL3051447
11	0	8838	SW		FL3051447
10.75	0	8838	SW		FL3051447
11.5	0	8838	SW		FL3051447
11.25	1	8838	SW		FL3051447
12.5	0	8838	SW		FL3051447
10.75	0	8838	SW		FL3051447
10.75	0	8838	SW		FL3051447
11	0	8838	SW		FL3051447
10.5	0	11086	SW	Y	FL4470257
37.9	0	8840	SW	Y	FL4501559
37.9	0	8840	SW	Y	FL4501559
22.7	0	8840	SW	Y	FL4501559
10.2	0	8840	SW	Y	FL4501559
75.7	0	8840	SW	Y	FL4501559
10.2	0	8840	SW	Y	FL4501559
10	0	8840	SW	Y	FL4501559
10	0	8840	SW	Y	FL4501559
37.9	0	8840	SW	Y	FL4501559
49.2	0	8840	SW	Y	FL4501559
10.2	0	8840	SW	Y	FL4501559
94.6	0	8840	SW	Y	FL4501559
56.8	0	8840	SW	Y	FL4501559
17	0	8840	SW	Y	FL4501559
45.4	0	8840	SW	Y	FL4501559
10.2	0	8840	SW	Y	FL4501559
10.2	0	8840	SW	Y	FL4501559
10.6	0	8840	SW	Y	FL4501559
18.9	0	8840	SW	Y	FL4501559
37.9	0	8840	SW	Y	FL4501559
10.2	0	8840	SW	Y	FL4501559
19.3	0	8840	SW	Y	FL4501559
10.2	0	8840	SW	Y	FL4501559
37.8	0	8840	SW	Y	FL4501559
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
22.7	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
10.2	0	8846	SW	Y	FL5364048
22.7	0	8846	SW	Y	FL5364048
11.6	0	8841	SW	Y	FL6142734
10.25	0	8841	SW	Y	FL6142734
11.75	0	8841	SW	Y	FL6142734
11.7	0	8841	SW	Y	FL6142734
11.5	1	8841	SW	Y	FL6142734
11	0	8841	SW	Y	FL6142734
12	0	8841	SW	Y	FL6142734
11.4	0	8841	SW	Y	FL6142734
11.75	0	8841	SW	Y	FL6142734
11.5	0	8841	SW	Y	FL6142734
10.25	0	8841	SW	Y	FL6142734
11.5	0	8841	SW	Y	FL6142734
12	0	8841	SW	Y	FL6142734
12	0	8841	SW	Y	FL6142734
12	0	8841	SW	Y	FL6142734
12.2	0	8841	SW	Y	FL6142734
11.75	0	8841	SW	Y	FL6142734
11.75	0	8841	SW	Y	FL6142734
12	0	8841	SW	Y	FL6142734
10	0	8850	SW	Y	FL6296139
10	0	8850	SW	Y	FL6296139
10	0	8850	SW	Y	FL6296139
10	0	8850	SW	Y	FL6296139
10	0	8850	SW	Y	FL6296139
10	0	8850	SW	Y	FL6296139
10	0	8850	SW	Y	FL6296139
10	0	8850	SW	Y	FL6296139
