bathy,chla,D.coast,D.ice,D.inswb,D.slp,S.bathy,W.mass,A.v50,A.v75,A.v100,A.v300,A.v500,A.v300.2,A.v500.2,A.v500.3,year,Lat,Lon,MN,MN.G,BA,BA.G,TW
-290.8695,0.003095184,12727.92,12687.61,0,88459.03,0.7341985,1.105137,-77.08,-73.67,-69.68,-65.06,-65.28,-64.09,-64.45,NA,2002,-67.888,-67.7385,0,0,0,0,0
-191.3019,0.1289416,16000,8474.654,4704.423,95524.87,0.28422,1.076234,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.9383,-67.775,0,0,0,0,0
-229.263,0.2405138,20554.8,6294.815,7585.655,102591.4,0.6462722,1.057252,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.9733,-67.8415,0,0,0,0,0
-335.4458,0.4327756,25985.57,0,8415.528,109658.6,0.2820806,1.042224,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.0208,-67.9277,0,0,0,0,0
-370.1384,0.6407477,31910.03,4451.106,6653.059,109201.6,1.040637,1.037734,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.0712,-68.0027,0,0,0,0,0
-479.8323,0.822779,32422.99,11127.77,0,103077.6,0.4768355,1.109644,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.1172,-68.0888,0,0,0,0,0
-422.3524,0.9874293,29300.17,16728.7,4207.764,97082.44,0.2856918,1.273661,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.1602,-68.1813,0,0,0,0,0
-121.9763,0.9329011,10000,47784.65,21038.82,91923.88,1.441554,0.1627914,-65.41,-68.23,-69.81,-71.13,-71.13,-74.57,NA,NA,2002,-67.6295,-69.379,0,0,0,0,0
-259.1157,0.892306,11500,41991.65,18934.94,98488.58,0.9444042,0.295413,-73.08,-74.71,-76.25,-70.53,-69.76,-69.46,-68.84,NA,2002,-67.6757,-69.3747,0,0,0,0,0
-406.715,0.9046732,13601.47,39342.59,19396.83,100623.1,0.9444042,0.2557831,-80.38,-81.55,-81.32,-70.3,-69.11,-68.99,-68.2,NA,2002,-67.7142,-69.3787,0,0,0,0,0
-201.7287,0.9721097,17492.86,35364.59,18817.69,102956.3,0.5108259,0.1070067,-80.51,-82.58,-83.22,-72.09,-72.09,-70.16,-70.16,NA,2002,-67.7623,-69.3803,0,0,0,0,0
-180.2643,0.8065362,13000,28932.19,23987.95,99247.16,0.4627309,0.08432041,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.8077,-69.2723,0,0,0,0,0
-191.7863,0.2857909,8139.41,24430.45,25334.1,98994.95,0.4627309,0.06250056,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.8232,-69.1633,0,0,0,0,0
-160.9161,0.005468739,6184.658,20995.83,22364.57,98994.95,0.4169356,0.01069717,-95.58,-91.36,-85.61,-81.25,-81.25,NA,NA,NA,2002,-67.8412,-69.0912,0,0,0,0,0
-164.0665,0.2220313,3535.534,16429.95,17852.03,99247.16,0.7749721,0.1196736,-83.99,-86.32,-83.3,-73.89,-73.89,-72.2,-72.2,NA,2002,-67.8393,-68.9525,0,0,0,0,0
-157.4784,0.5308322,6946.222,14075.63,11901.35,99247.16,0.9335248,0.4014787,-87.41,-85.22,-80.01,-73.54,-73.37,-72.42,-72.4,NA,2002,-67.8487,-68.8373,0,0,0,0,0
-543.6804,0.896332,37483.33,62948.15,4704.423,71589.1,0.6063756,1.059243,-69.21,-64.3,-63.4,-66.96,-67.78,-69.82,-70.49,NA,2002,-68.577,-68.3662,0,0,0,0,0
-423.8494,0.8959352,42109.98,60316.19,2103.882,70710.68,0.6063756,1.09977,-70.6,-67.28,-65.2,-68.42,-69,-70.71,-70.95,-71.53,2002,-68.5512,-68.4645,0,0,0,0,0
-500.6689,0.9232267,47835.66,55281.59,0,65192.02,1.753093,1.172161,-68.14,-66.72,-65.3,-67.64,-68.14,-69.03,-69.39,-70.5,2002,-68.5232,-68.577,0,0,0,0,0
-599.792,0.9706423,46381.57,50456.78,2975.339,60000,2.4391,1.2291,-70.17,-66.45,-64.91,-67.3,-68.4,-68.73,-69.76,-71.65,2002,-68.5,-68.6612,0,0,0,0,0
-635.8281,0.9923642,43416.59,47158.63,5950.677,60000,2.085472,1.261161,-68.55,-65.71,-65.24,-67.93,-69.1,-69.54,-70.59,-72.51,2002,-68.4792,-68.736,0,0,0,0,0
-599.792,0.9786227,44634.63,48810.19,4207.764,60000,2.4391,1.240302,-70.78,-66.69,-65.21,-67.58,-68.66,-68.99,-69.99,-71.82,2002,-68.4865,-68.6965,0,0,0,0,0
-625.6592,0.9193198,58576.87,110697.5,33924.08,90138.78,0.3063886,1.452314,-77.1,-76.88,-76.88,-69.25,-70.94,-68.68,-70.69,-73.67,2002,-67.1845,-70.3057,0,0,0,0,0
-550.944,1.16354,68952.88,120847.7,45416.57,79056.95,0.4496198,1.415274,-73.62,-75.38,-76.9,-76.12,-75.6,-75.88,-75.38,-74.77,2002,-67.1293,-70.5047,0,0,0,0,0
-509.5371,1.458466,74338.75,125994.6,50580.75,72111.02,0.3597437,1.386189,NA,NA,NA,-72.7,-70.65,-72.61,-70.6,-69.24,2002,-67.1007,-70.599,0,0,0,0,0
-492.8723,1.915741,79727.66,130911,55224.4,65192.02,0.3041603,1.360022,NA,-83.75,-84.1,-78.78,-73.85,-77.8,-73.15,-70.68,2002,-67.0727,-70.6923,0,0,0,0,0
-477.5795,1.334874,100793.1,149559.8,75417.64,47169.91,0.1556652,1.407227,-78.2,-74.04,-74.95,-74.34,-72.71,-74.14,-72.33,-70.42,2002,-66.9557,-71.0692,0,0,0,0,0
-472.915,1.021228,120376.5,168511.3,86259.16,25000,0.07925171,1.383841,-76.08,-76.45,-74.01,-72.69,-70.71,-72.3,-70.24,-68.35,2002,-66.8483,-71.434,0,0,0,0,0
-3014.469,1.021746,157484.1,265960.6,50668.19,5000,0.9887365,1.71603,NA,NA,NA,NA,NA,NA,NA,NA,2002,-65.7172,-70.5932,0,0,0,0,0
-2623.298,1.038495,151632.8,259680.2,53638.68,0,6.528061,1.772059,NA,NA,NA,NA,NA,NA,NA,NA,2002,-65.7583,-70.5155,0,0,0,0,0
-1887.332,1.014508,146428.3,254983.7,56648.76,0,10.64878,1.819836,NA,NA,NA,NA,NA,NA,NA,NA,2002,-65.7968,-70.4465,0,0,0,0,0
-534.1376,0.2162583,81513.8,59134.42,16831.06,90138.78,1.502627,1.338183,-79.09,-78.43,-78.78,-73.6,-72.09,-72.91,-71.68,-70.65,2002,-67.9003,-70.907,0,0,0,0,0
-481.5226,0.07792141,84572.45,66859.27,19396.83,95131.48,0.5651877,1.345582,-81.52,-82.68,-83.07,-78.48,-73.96,-77.6,-73.27,-70.62,2002,-67.8673,-71.021,0,0,0,0,0
-420.7094,0.000804544,88319.02,71095.89,24625.31,100498.8,0.5538012,1.346911,-90.32,-86.71,-87.34,-84.86,-82.91,-84.33,-82.28,-78.02,2002,-67.8437,-71.1213,0,0,0,0,0
-440.9134,0.3435756,91806.86,82345.47,31063.45,109201.6,0.3295892,1.360853,NA,NA,NA,-69.3,-67.14,-68.97,-66.93,-64.88,2002,-67.7613,-71.2743,0,0,0,0,0
-420.6945,0.5260539,96131.42,86568.01,35766,107004.7,0.3602003,1.366485,NA,NA,NA,-71.42,-67.17,-71.42,-67.17,-64.46,2002,-67.7468,-71.389,0,0,0,0,0
-425.2508,0.6762523,100551,89258.28,41495.04,1e+05,0.4124015,1.388773,-76.39,-77.54,-78.61,-74.61,-70.22,-73.76,-69.44,-66.2,2002,-67.7275,-71.4983,0,0,0,0,0
-426.3466,0.8024548,104068.5,93499.73,47278.87,93005.38,0.235591,1.414488,NA,NA,NA,-70.62,-67.74,-70.34,-67.56,-65,2002,-67.7028,-71.5938,0,0,0,0,0
-427.08,0.9380019,107383.7,96459.18,49115.62,89022.47,0.2265553,1.436707,-80.23,-80.23,-80.23,-70.59,-68.74,-70.36,-68.58,-66.53,2002,-67.6757,-71.6872,0,0,0,0,0
-461.3279,0.9231515,136066.2,85575.34,24625.31,47434.16,0.1775375,1.456648,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.7578,-72.9508,0,0,0,0,0
-446.1143,0.8838615,131248.8,85907.51,22659.5,53851.65,0.1705803,1.446252,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.789,-72.8507,0,0,0,0,0
-457.4322,0.8909087,125897.8,87972.71,19847.98,55901.7,0.1458315,1.48101,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.8222,-72.7307,0,0,0,0,0
-442.3713,0.9365134,120175.9,88687.66,16431.84,62649.82,0.2253945,1.623085,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.8583,-72.6143,0,0,0,0,0
-448.2907,0.02401566,128340.4,25375.21,36012.66,36055.51,0.2291179,1.384119,-82.48,-83.31,-82.54,-71.66,-72.14,-70.42,-71.28,-73.97,2002,-68.5258,-74.9465,0,0,0,0,0
-429.6304,0.001124993,132229,19718.45,40194.61,31622.78,0.2291179,1.379356,-83.73,-82.08,-81.66,-68.03,-68.89,-66.76,-67.91,-76.81,2002,-68.5,-75.0253,0,0,0,0,0
-429.6304,0.000479113,133997.2,19718.45,40194.61,29154.76,0.1698607,1.379356,-79.62,-79.86,-80.45,-81.48,-77.59,-81.92,-77.07,-72.48,2002,-68.4918,-75.0448,0,0,0,0,0
-2082.661,0.9996874,162795.9,8474.654,69936.28,0,11.27034,1.821603,-84.17,-81.46,-80.59,-78.9,-78.45,-78.42,-78.06,-77.33,2002,-68.287,-75.6903,0,0,0,0,0
-259.3084,NA,7615.773,NA,NA,55000,2.769968,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,-66.5297,-67.0983,0,0,0,0,0
-312.779,NA,5220.153,NA,NA,60207.97,0.7845691,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,-66.4795,-67.0362,0,0,0,0,0
-352.602,0.8289687,117924.8,47158.63,9408.847,39051.25,0.5383691,1.304015,-82.83,-82.83,-82.83,-76.88,-74.73,-76.69,-74.55,-69.65,2002,-68.0532,-73.4642,0,0,0,0,0
-404.3463,0.8597116,122940,46710.11,15171.31,32015.62,0.4794316,1.359441,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.0233,-73.5558,0,0,0,0,0
-421.4822,0.9742963,131720.3,46710.11,23802.71,21213.2,0.3732333,1.348477,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.9707,-73.731,0,0,0,0,0
-433.1379,0.9783902,139773,46789.57,31276.46,14142.14,0.2131692,1.428036,-81.47,-80.04,-80.76,-81.8,-72.83,-82.15,-72.25,-68.68,2002,-67.9218,-73.876,0,0,0,0,0
-426.8517,0.9990386,143883.6,46736.62,37221.47,11180.34,0.1555923,1.638981,-80.46,-81.21,-81.87,-82.04,-75.48,-82.1,-74.77,-70.88,2002,-67.8987,-73.9597,0,0,0,0,0
-416.1814,0.972843,149893.3,48171.79,41654.74,5000,4.140381,1.588917,-76.24,-76.89,-76.89,-77.32,-75.55,-77.39,-75.45,-73.89,2002,-67.867,-74.0752,0,0,0,0,0
-392.9108,0.008194706,113750.8,65889.16,49653.4,10000,0.1896965,1.70635,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.8633,-76.8602,0,0,0,0,0
-399.8563,0.001831094,118239.2,63904.77,54294.83,5000,3.760001,1.790228,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.832,-76.9512,0,0,0,0,0
-389.3226,0.01127096,118111.2,72081.81,58493.98,5000,1.380412,1.674488,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.8778,-77.1733,0,0,0,0,0
-429.1415,0.01381647,117325.4,81605.3,61012.58,5000,1.816201,1.499003,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.9352,-77.3733,0,0,0,0,0
-535.07,0.01156556,117180.4,85864.25,62446.68,5000,2.932295,1.42514,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.9617,-77.4618,0,0,0,0,0
-519.001,7.7e-05,50202.09,20458.15,10519.41,49244.29,0.5811222,1.329101,-80.78,-77.34,-76.6,-72.81,-72.36,-71.98,-71.7,-70.94,2002,-68.3417,-70.946,0,0,0,0,0
-666.8828,0.004471301,45568.63,16949.31,10519.41,44721.36,1.452796,1.299181,NA,-75.02,-73.32,-70.85,-71.14,-70.49,-70.96,-71.58,2002,-68.3722,-70.8687,0,0,0,0,0
-819.4479,0.005467059,33559.65,11984.97,9408.847,29154.76,1.033063,1.294634,-76.85,-75.25,-73.89,-72.29,-72.25,-71.83,-71.94,-72.11,2002,-68.4592,-70.662,0,0,0,0,0
-443.6242,0,86834.61,57283.68,0,65192.02,0.1402759,1.109434,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.9497,-75.1058,0,0,0,0,0
-410.2253,0,83103.85,55816.59,4207.764,68007.35,0.3810412,1.086305,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.9823,-75.0178,0,0,0,0,0
-345.9275,0,78716.27,59924.85,6653.059,69462.22,0.3092934,1.08423,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.0178,-75.0437,0,0,0,0,0
-407.6574,0,78339.01,61374.45,5950.677,69462.22,0.3092934,1.085972,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.0217,-75.0795,0,0,0,0,0
-354.5065,0,78302.3,57714.39,9408.847,72111.02,0.3092934,1.083026,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.0233,-74.9835,0,0,0,0,0
-378.5874,0,78582.76,54899.48,11329.75,79056.95,0.2779683,1.08244,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.023,-74.8832,0,0,0,0,0
-376.3405,0,75856.77,54560.11,14876.69,79056.95,0.1688558,1.064074,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.0495,-74.7832,0,0,0,0,0
-491.6664,1.000648,68104.7,168746.3,48935.05,67268.12,0.1937729,1.80523,-77.45,-77.94,-79,-75.16,-72.42,-74.33,-71.65,-68.63,2002,-66.4907,-69.677,0,0,0,0,0
-467.5104,1.018665,56905.63,159884,36742.72,81394.1,0.4399703,1.615485,NA,NA,NA,-70.94,-69.43,-70.94,-69.43,-68.25,2002,-66.5498,-69.4843,0,0,0,0,0
-444.5888,1.021838,51502.43,155374.9,32045.38,84852.81,0.8643931,1.521896,-79.61,-78.49,-77.65,-70.12,-68.45,-69,-67.72,-66.43,2002,-66.5793,-69.3865,0,0,0,0,0
-360.0796,1.011845,41617.3,148779.5,23522.12,80622.58,0.4991478,1.387593,-78.16,-79.37,-80.1,-74.69,-70.79,-73.67,-69.86,-65.9,2002,-66.6203,-69.1885,0,0,0,0,0
-348.2595,1.004919,36211.19,146295.2,17852.03,73824.12,0.5307087,1.340557,NA,NA,NA,-72.14,-70.3,-72.33,-70.33,NA,2002,-66.6475,-69.0913,0,0,0,0,0
-316.9634,1.001132,30805.84,142017.5,13306.12,67082.04,0.5942379,1.351545,NA,-87.07,-85.97,-74.21,-72.94,-73.09,-71.91,NA,2002,-66.6737,-68.9967,0,0,0,0,0
-316.3698,1.000011,27018.51,139696.7,8674.528,67082.04,0.7492712,1.3683,-73.34,-74.96,-76.35,-74.28,-73.97,-73.73,-73.38,NA,2002,-66.6843,-68.9103,0,0,0,0,0
-509.3148,1.002587,23323.81,143543.9,2975.339,63245.55,1.181257,1.232337,NA,NA,NA,NA,NA,NA,NA,NA,2002,-66.6428,-68.741,0,0,0,0,0
-668.1725,0.6922016,44102.15,4721.111,0,47169.91,0.7199455,1.170161,NA,-81.76,-82.06,-77.63,-75.29,-76.74,-74.51,-71.72,2002,-68.2072,-69.865,0,0,0,0,0
-632.6796,0.9675831,38265.52,2225.553,7585.655,49497.48,1.564879,1.322943,NA,NA,NA,-75.87,-74.18,-75.26,-73.85,-72.74,2002,-68.253,-69.6672,0,0,0,0,0
-659.8013,0.9997153,36390.25,7868.519,8415.528,46097.72,0.5654794,1.353801,-58.8,-61.72,-63.37,-68.2,-68.59,-73.88,-72.09,-69.87,2002,-68.2723,-69.5838,0,0,0,0,0
-911.1981,0.8303924,24703.24,19465.64,7585.655,55901.7,2.63598,0.9324974,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.2792,-69.1807,0,0,0,0,0
-292.7455,0.8451525,20615.53,22031.85,13306.12,65000,1.256684,0.8673165,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.2675,-69.0135,0,0,0,0,0
-311.698,0,16124.52,11127.77,18098.28,38078.87,0.4791525,0.6190813,-91.67,-86.43,-80.6,-62.22,-63.28,-60.91,-62.38,NA,2002,-68.694,-71.0632,0,0,0,0,0
-220.1093,0,18668.15,7868.519,16022.69,40311.29,0.2492075,0.6592839,-91.97,-83.43,-76.84,-59.21,-59.58,-57.9,-58.4,NA,2002,-68.6727,-71.1297,0,0,0,0,0
-172.7682,0,19455.08,2225.553,21455.47,44721.36,1.067278,0.4798865,-87.07,-79.2,-74.75,-59.24,-59.8,-57.95,-58.69,NA,2002,-68.6682,-71.252,0,0,0,0,0
-161.4645,0,25317.98,8902.213,25421.3,50249.38,0.592689,0.00120605,-76.08,-72.98,-71.04,-65.06,-65.06,-62.46,NA,NA,2002,-68.6198,-71.5447,0,0,0,0,0
-179.1635,0.000961823,28160.26,11127.77,26361.57,50990.2,1.571078,0.03898323,-79.58,-75.48,-73.43,-68.04,-68.04,-66.01,-66.01,NA,2002,-68.5972,-71.5842,0,0,0,0,0
-574.2534,0.008988903,31819.8,16202.27,21660.79,47434.16,1.381449,0.2260642,-83.18,-75.35,-72.76,-70.61,-70.33,-70.01,-69.97,-69.91,2002,-68.5713,-71.6857,0,0,0,0,0
-643.4383,0.03628835,36086.7,21404.69,16962.04,47434.16,0.830125,0.4678335,-80.79,-76.49,-74.22,-69.29,-69.28,-68.34,-68.78,-69.28,2002,-68.5397,-71.7722,0,0,0,0,0
-517.1151,0.04904431,40000,25228.39,11329.75,44721.36,1.056952,0.7257921,-88.12,-75.93,-72.94,-70.51,-70.93,-69.89,-70.63,-71.7,2002,-68.5145,-71.8738,0,0,0,0,0
-186.03,0.02872756,29887.29,3147.407,27350.47,15811.39,1.154932,0.76306,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.7308,-72.4,0,0,0,0,0
-323.7648,0.03245829,32984.84,7037.817,21965.17,22360.68,1.509595,0.7656516,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.684,-72.3293,0,0,0,0,0
-665.1015,0.03831074,37121.42,12977.09,14876.69,29154.76,0.4649706,0.8103591,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.6288,-72.259,0,0,0,0,0
-375.6298,0.03768215,41270.45,20458.15,8415.528,36055.51,0.8504061,0.9132479,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.5633,-72.185,0,0,0,0,0
-496.3188,0.05376631,44813.5,28889.36,4207.764,43011.63,0.1476039,1.003837,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.5055,-72.1068,0,0,0,0,0
-291.5659,0.05193554,50089.92,34514.02,2103.882,50000,1.038622,1.067809,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.4423,-72.0263,0,0,0,0,0
-348.1468,0.07085623,54509.17,34514.02,2975.339,57008.77,0.5931159,1.064368,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.3895,-71.9398,0,0,0,0,0
-229.4216,0.08805845,59753.66,34941.89,4704.423,64031.24,1.031125,1.064552,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.3355,-71.881,0,0,0,0,0
-480.4264,1.806505,85984.01,113481.4,49115.62,79056.95,0.06807847,1.388358,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.3412,-71.127,0,0,0,0,0
-495.1739,1.298531,78410.77,109595.8,43168.05,80777.47,0.3525326,1.416099,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.339,-70.9467,0,0,0,0,0
-551.929,0.9167044,70123.11,104636.5,36196.55,88600.23,0.5194623,1.460556,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.336,-70.7447,0,0,0,0,0
-609.5404,0.5545079,55195.11,103266.6,26612.24,91787.8,0.356795,1.538623,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.2643,-70.3215,0,0,0,0,0
-606.5014,1.000266,62932.5,117943.8,42287.51,82006.09,0.4801219,1.404639,NA,NA,NA,NA,NA,NA,NA,NA,2002,-67.12,-70.3262,0,0,0,0,0
-612.3513,0.006203878,90443.35,14163.33,12623.29,58309.52,0.712943,1.301717,-81.68,-80.16,-81.13,-79.48,-76.39,-79.01,-75.77,-72.84,2002,-68.464,-73.7343,0,0,0,0,0
-594.5554,0.01082767,88116.4,14163.33,10519.41,54083.27,0.5096502,1.308176,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.4815,-73.7147,0,0,0,0,0
-526.9732,0.04042404,82651.38,20458.15,4704.423,51478.15,0.3720039,1.270929,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.4907,-73.5548,0,0,0,0,0
-588.5092,0.08114067,71281.13,20518.59,2975.339,40311.29,0.5421979,1.060832,-83.99,-82.99,-82.99,-75.29,-73.28,-74.47,-72.91,-72.11,2002,-68.5593,-73.3625,0,0,0,0,0
-645.2304,0.07869422,66981.34,18949.9,7585.655,33541.02,0.5421979,0.9557384,-83.87,-79.03,-78.71,-76.24,-73.74,-75.61,-73.24,-71.67,2002,-68.5853,-73.2785,0,0,0,0,0
-204.3229,0,31100.64,93168.05,47605.42,105475.1,0.840489,0.04117985,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.515,-74.437,0,0,0,0,0
-240.7303,0,33301.65,90689.59,44630.08,105475.1,0.8207523,0.2202437,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.4848,-74.467,0,0,0,0,0
-408.9944,0,33305.41,90689.59,35704.06,105119,0.4146807,0.5801694,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.4467,-74.6782,0,0,0,0,0
-292.7261,0,30886.89,93711.38,32728.72,109658.6,0.5382813,0.6391817,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.4592,-74.7847,0,0,0,0,0
-342.5505,0,27060.12,97124.42,31276.46,114236.6,0.4522018,0.6555058,NA,NA,NA,NA,NA,NA,NA,NA,2002,-69.4898,-74.8248,0,0,0,0,0
-2975.791,0.9674456,203802,74081.17,99684.95,38078.87,0.8075892,1.85771,-78.66,-79.2,-78,-69.34,-71.11,-68.17,-70.51,-77.21,2002,-67.5847,-75.1965,0,0,0,0,0
-3013.47,0.9222661,201040.4,69135.59,98186.17,41231.05,1.128851,1.822645,-84.55,-83.16,-82.04,-75.82,-75.82,-74.67,-75.23,-75.84,2002,-67.623,-75.2133,0,0,0,0,0
-3013.714,0.8095536,187859.7,54967.11,88087.11,26925.82,1.287071,1.73538,-87.34,-85.06,-84.4,-79.2,-77.64,-78.44,-77.2,-76.12,2002,-67.7522,-75.1322,0,0,0,0,0
-3044.82,0.7691324,183647.1,50799.2,84155.28,26925.82,1.788263,1.703516,-82.28,-76.08,-77.57,-74.51,-75.1,-73.74,-74.77,-76.04,2002,-67.7932,-75.0898,0,0,0,0,0
-3073.475,0.7193328,179011.2,46284.02,81700,22360.68,1.226642,1.680209,-80.68,-79.36,-80.64,-76.79,-77.41,-75.97,-76.98,-78.57,2002,-67.8355,-75.0527,0,0,0,0,0
-2982.871,0.6543663,174207.5,40337.19,79391.94,14142.14,1.052521,1.656694,-74.67,-75.89,-77.05,-78.01,-78.26,-78.3,-78.44,-78.62,2002,-67.8805,-75.0252,0,0,0,0,0
-2870.655,0.5406894,170130.8,35885.96,75885.72,10000,0.6862724,1.621331,-72.52,-75.22,-75.88,-70.45,-72.14,-69.48,-71.76,-75.34,2002,-67.9245,-75.0018,0,0,0,0,0
-2746.942,0.4374712,165844.8,30918.37,72910.98,5000,0.7617396,1.600425,-76.6,-79.36,-80.7,-77.5,-76.62,-76.76,-76.15,-75.52,2002,-67.9683,-74.975,0,0,0,0,0
-305.6649,0.05060203,27829.84,52900.79,2975.339,28284.27,1.266819,1.219787,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.9627,-69.3635,0,0,0,0,0
-332.8426,0.1154739,24331.05,47342.07,2103.882,25000,2.663548,1.202461,NA,NA,NA,NA,NA,NA,NA,NA,2002,-68.9363,-69.4555,0,0,0,0,0
-794.4085,0.02274015,10111.87,35189.09,9408.847,7071.068,0.7719381,1.248023,-65.85,-65.63,-65.63,-66.02,-67.61,-66.08,-67.78,-70.47,2002,-68.8903,-69.8247,0,0,0,0,0
-1183.208,0.001032096,6020.797,33085.23,9408.847,7071.068,3.667871,1.264844,-70.03,-66.04,-64.9,-66.37,-67.33,-66.87,-67.89,-70.08,2002,-68.893,-69.9247,0,0,0,0,0
-448.6916,1.163297,91021.98,188844.5,71408.13,46097.72,0.433879,1.656732,-83.8,-82.66,-82.66,-76.61,-72.66,-75.8,-72.16,-70.19,2002,-66.3602,-70.0647,0,0,0,0,0
-446.0976,1.126239,96127.52,193565.6,75885.72,42426.41,0.366727,1.6729,-69.77,-69.2,-71.1,-75.64,-73.31,-79.4,-73.87,-70.88,2002,-66.3317,-70.1562,0,0,0,0,0
-2986.371,1.045484,152601.6,240370,26778.05,7071.068,3.32214,1.986453,-87.29,-89.29,-85.19,-80.57,-80.93,-79.66,-80.42,-81.6,2002,-66.0668,-71.2058,0,0,0,0,0
-2713.158,1.264976,150904.8,235950.6,26778.05,5000,2.949187,1.913818,-87.07,NA,NA,-78.71,-77.27,-78.06,-76.97,-76.29,2002,-66.1065,-71.2278,0,0,0,0,0
-2827.512,1.373681,149201.2,231826.4,28304.84,7071.068,2.949187,1.815938,-80.45,-80.73,-80.73,-75.08,-75.59,-74.56,-75.35,-76.19,2002,-66.1493,-71.249,0,0,0,0,0
-2668.783,1.001912,191013.8,134466.5,99239.92,0,10.74742,1.870536,-79.51,-80.32,NA,-72.34,-73.15,-71.71,-72.85,NA,2002,-67.1313,-73.4763,0,0,0,0,0
-3153.254,0.9970571,195425.8,131815.9,96801.44,0,7.77496,1.840486,-81.54,-82.04,-82.04,-70.75,-72.35,-70.11,-72.04,-75.54,2002,-67.152,-73.5877,0,0,0,0,0
-3254.18,0.96957,198957.3,127945.1,94674.7,5000,4.03908,1.791902,-83.88,NA,NA,-70.1,-71.46,-69.32,-71,NA,2002,-67.1788,-73.6915,0,0,0,0,0
-3260.743,0.9098419,203485.9,124730.3,94768.16,10000,1.048181,1.736431,-80.51,-80.63,NA,-79.57,-76.4,-79.45,-76.27,-75.03,2002,-67.1957,-73.8103,0,0,0,0,0
-3196.865,0.8805808,208062.5,121756.3,95257.31,7071.068,1.252801,1.7021,-80.98,-82.13,NA,-72.75,-73.84,-71.63,-73.17,-76.96,2002,-67.2115,-73.9327,0,0,0,0,0
-3133.744,0.8734855,210965,118237.4,95813.3,11180.34,0.8603028,1.689627,-81.22,-82.6,-82.46,-79.64,-76.76,-79.03,-76.26,-74.42,2002,-67.2278,-74.0513,0,0,0,0,0
-3046.156,0.9053368,211854.9,115525.3,96984.17,14142.14,0.8471469,1.681284,-80.81,-81.09,NA,-82.25,-76.76,-82.54,-76.52,-74.72,2002,-67.2455,-74.1717,0,0,0,0,0
-2987.325,0.9386199,214572.3,115138.8,100017.4,21213.2,0.6664867,1.679984,-82.82,-83.29,-84.31,-78.91,-78.51,-77.92,-77.97,-77.97,2002,-67.2442,-74.2937,0,0,0,0,0
-518.2897,0.8643194,23086.79,59924.85,6653.059,40311.29,0.6868171,0.9679847,-64.98,-63.87,-62.86,-64.89,-65.81,-65.94,-66.69,-67.74,2002,-68.9295,-69.0188,0,0,0,0,0
